gamma,replicate,individual,type,theshold,degree,degree_initial,centrality,centrality_initial,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
0.0,0.0,0.0,0.0,0.9733884754200502,15.0,11.0,0.8353782705825753,0.6697534889490324,3.0,0.0,2.0,1.0
0.0,0.0,1.0,0.0,0.11034680518720252,1.0,4.0,0.05681685879747258,0.22932903719303427,1.0,2.0,0.0,2.0
0.0,0.0,2.0,1.0,0.9038498180902875,10.0,8.0,0.4950571407489846,0.45135718450704426,3.0,0.0,0.0,1.0
0.0,0.0,3.0,1.0,0.8754805794853219,12.0,6.0,0.728630366780758,0.35861225476425435,1.0,0.0,6.0,1.0
0.0,0.0,4.0,0.0,0.9759942405546389,12.0,6.0,0.6411236981554844,0.3113045180935614,5.0,0.0,2.0,1.0
0.0,0.0,5.0,0.0,0.5789494495531049,8.0,4.0,0.3231113415681638,0.18499542809814848,3.0,0.0,3.0,2.0
0.0,0.0,6.0,0.0,0.9989892088839797,9.0,5.0,0.385736868508695,0.3062937357728804,3.0,0.0,3.0,2.0
0.0,0.0,7.0,1.0,0.6440637002505832,9.0,6.0,0.4832279513261576,0.3807644847653624,1.0,0.0,3.0,1.0
0.0,0.0,8.0,0.0,0.1357666268465173,3.0,10.0,0.15983375476466694,0.48261104567714946,1.0,3.0,0.0,5.0
0.0,0.0,9.0,1.0,0.9609640443466424,11.0,11.0,0.534012986544103,0.5646735244868459,0.0,0.0,2.0,2.0
0.0,0.0,10.0,0.0,0.8860347424061071,11.0,7.0,0.5310396147838339,0.4567768210077078,3.0,0.0,3.0,2.0
0.0,0.0,11.0,0.0,0.1947575334911852,4.0,7.0,0.21226792605395542,0.4247278033246731,1.0,0.0,0.0,4.0
0.0,0.0,12.0,1.0,0.08776852624608311,2.0,5.0,0.08627756545217184,0.25808736873426097,0.0,0.0,0.0,3.0
0.0,0.0,13.0,1.0,0.3697253195057493,3.0,8.0,0.09776361098929778,0.38462829466483217,0.0,3.0,0.0,2.0
