gamma,replicate,individual,type,threshold,degree,degree_initial,centrality,centrality_initial,local_assortativity,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
0.8,0.0,0.0,1.0,0.11719910718207482,10.0,11.0,0.5067572110008088,0.6539887561605279,0.18488728185827413,2.0,0.0,0.0,3.0
0.8,0.0,1.0,1.0,0.9784401254354762,17.0,8.0,0.8966321246973313,0.5556075712136183,-0.0920057381674657,2.0,0.0,7.0,0.0
0.8,0.0,2.0,1.0,0.7504770666994967,11.0,8.0,0.41052793773887974,0.3538868025497135,0.3645348044949456,4.0,0.0,0.0,1.0
0.8,0.0,3.0,1.0,0.5778169170812444,8.0,6.0,0.33104067062047576,0.34772932583704225,0.11579381580710423,2.0,0.0,1.0,1.0
0.8,0.0,4.0,1.0,0.29119099598115783,2.0,7.0,0.11771607870237448,0.3796568500617144,0.6839241050430449,2.0,1.0,0.0,6.0
0.8,0.0,5.0,1.0,0.6353965299858889,16.0,15.0,0.7839392525819024,1.0,0.4740431000929344,4.0,0.0,0.0,3.0
0.8,0.0,6.0,1.0,0.09854812620261888,6.0,11.0,0.34535193911998885,0.6678408693575043,0.47332348428004994,2.0,3.0,0.0,4.0
0.8,0.0,7.0,0.0,0.4204958683531983,1.0,7.0,0.045961823168387456,0.47659837600004973,0.7482821373813106,1.0,2.0,0.0,5.0
0.8,0.0,8.0,1.0,0.36491270746340576,10.0,7.0,0.42235890418172317,0.4115908876396192,0.2287167480733206,1.0,0.0,3.0,1.0
0.8,0.0,9.0,0.0,0.13229509331159484,5.0,12.0,0.3102539387434908,0.7403991414344024,0.3791551758861065,0.0,1.0,0.0,6.0
0.8,0.0,10.0,0.0,0.31683801572643144,9.0,9.0,0.39818785153822356,0.4612223608901318,0.12838687942167587,3.0,2.0,1.0,2.0
0.8,0.0,11.0,1.0,0.25425989000904914,4.0,6.0,0.14650885826908233,0.2899243066262859,0.6252263494126632,0.0,0.0,0.0,2.0
0.8,0.0,12.0,1.0,0.14132667497472373,3.0,5.0,0.15386958302551088,0.22697596931574013,0.19662825602213438,0.0,0.0,0.0,2.0
0.8,0.0,13.0,0.0,0.7767230849988009,11.0,8.0,0.46597780969768604,0.42525268252765125,0.08759494110118617,2.0,0.0,2.0,1.0
0.8,0.0,14.0,1.0,0.15071157767388543,3.0,5.0,0.12395027953641384,0.3457150314302011,0.25952277198999385,1.0,0.0,0.0,3.0
0.8,0.0,15.0,1.0,0.5463412472885373,10.0,8.0,0.4904120709231407,0.4967255532138253,0.2286938756167601,2.0,0.0,1.0,1.0
0.8,0.0,16.0,0.0,0.4172631343912302,0.0,7.0,0.0,0.4817880075612032,,0.0,2.0,0.0,5.0
0.8,0.0,17.0,1.0,0.44219373880097523,14.0,11.0,0.6971266994738186,0.7660335650858571,0.40541036908585626,6.0,0.0,0.0,3.0
0.8,0.0,18.0,0.0,0.6037331562856697,16.0,8.0,0.7307896638792211,0.45664296082376327,0.08774000733595921,2.0,0.0,6.0,0.0
0.8,0.0,19.0,0.0,0.8699195326842045,11.0,5.0,0.41982180775776967,0.24540877123276927,0.0058640429951705665,3.0,0.0,3.0,0.0
0.8,0.0,20.0,0.0,0.5240781001381828,10.0,8.0,0.5163611910437316,0.446668724355156,0.3160132245530345,1.0,0.0,1.0,0.0
0.8,0.0,21.0,0.0,0.09596092469180895,4.0,10.0,0.22519617883816848,0.6689635168292182,0.061616430364721655,1.0,1.0,0.0,6.0
0.8,0.0,22.0,0.0,0.9648063620022103,15.0,5.0,0.6820894804936956,0.28393153152444583,0.22970294407700684,6.0,0.0,4.0,0.0
0.8,0.0,23.0,1.0,0.37994131822383015,0.0,2.0,0.0,0.09121331195812066,,0.0,1.0,0.0,1.0
0.8,0.0,24.0,0.0,0.11595192285213196,10.0,9.0,0.5528665886340189,0.5361644769557952,0.2972325636714821,3.0,1.0,0.0,1.0
0.8,0.0,25.0,1.0,0.28169324701558107,4.0,9.0,0.10232691401188336,0.4753494817155075,0.3419843452233683,3.0,0.0,0.0,8.0
0.8,0.0,26.0,0.0,0.952706934555947,13.0,8.0,0.5709105117308302,0.5630372657668192,0.18640301678723273,3.0,0.0,2.0,0.0
0.8,0.0,27.0,0.0,0.8866476252114958,11.0,9.0,0.42877446312004075,0.458821076959385,0.34354457376732817,2.0,0.0,0.0,0.0
0.8,0.0,28.0,1.0,0.09173658808179419,4.0,8.0,0.17698200386379304,0.4633119587308227,0.34067396283628615,1.0,3.0,1.0,3.0
0.8,0.0,29.0,1.0,0.12143190732300246,5.0,7.0,0.27265153906147915,0.44363901013605733,0.40266857054524285,1.0,1.0,0.0,2.0
0.8,0.0,30.0,1.0,0.14009535569057585,4.0,4.0,0.1621515658299716,0.25344239277415137,0.42546874466487783,1.0,0.0,0.0,1.0
0.8,0.0,31.0,1.0,0.8330152431708754,10.0,8.0,0.3190816607996743,0.4875424040179114,0.0009641109168737382,0.0,0.0,3.0,1.0
0.8,0.0,32.0,1.0,0.9322081884584538,10.0,7.0,0.2907929508268183,0.4011976164487702,0.02922217037982359,1.0,0.0,2.0,0.0
0.8,0.0,33.0,0.0,0.7047276758169108,9.0,6.0,0.3543181573160622,0.40011967118194935,-0.20664626511552509,1.0,0.0,3.0,1.0
0.8,0.0,34.0,0.0,0.5366672814754158,14.0,12.0,0.7738053023118321,0.7997522872161252,0.07099201445851472,1.0,0.0,3.0,2.0
0.8,0.0,35.0,1.0,0.9316613863488946,14.0,9.0,0.6924769273719488,0.576951641659481,0.25263007509654284,1.0,0.0,4.0,0.0
0.8,0.0,36.0,0.0,0.9744010820134227,7.0,6.0,0.24232230597679896,0.2860807284988812,0.34942870668031245,1.0,0.0,0.0,0.0
0.8,0.0,37.0,0.0,0.2221688019607545,6.0,11.0,0.23918672818449394,0.647470933862926,0.10498107218995859,0.0,1.0,1.0,5.0
0.8,0.0,38.0,1.0,0.5815784708798678,12.0,8.0,0.6772956402592875,0.5993233657813061,0.5604152765798508,6.0,1.0,1.0,2.0
0.8,0.0,39.0,0.0,0.01282550783974079,5.0,6.0,0.2484446932369632,0.29059148778684907,0.23854166554768302,0.0,1.0,2.0,2.0
0.8,0.0,40.0,0.0,0.15296317175271723,3.0,8.0,0.10088993611177517,0.38075653104451407,0.6817769172449543,2.0,3.0,0.0,4.0
0.8,0.0,41.0,1.0,0.14562968098058449,1.0,3.0,0.0406256988231337,0.14371093893263076,-0.49714244802015445,0.0,0.0,1.0,3.0
0.8,0.0,42.0,0.0,0.5620771214716883,10.0,7.0,0.4272401752517428,0.45314837525939383,0.46057237060794787,1.0,0.0,2.0,0.0
0.8,0.0,43.0,0.0,0.14744529576636378,9.0,11.0,0.5080222839443362,0.6759248742047496,0.38553210911537783,2.0,1.0,1.0,4.0
0.8,0.0,44.0,0.0,0.34254063595800266,6.0,9.0,0.3017722518464546,0.5707768479617294,0.23162689032165573,1.0,1.0,0.0,3.0
0.8,0.0,45.0,1.0,0.09555294176483575,6.0,7.0,0.3724474857451658,0.47727134121130427,0.2642029733564068,0.0,3.0,2.0,0.0
0.8,0.0,46.0,1.0,0.8276779102454432,13.0,8.0,0.5737216457927186,0.44510299419796157,-0.01066504172828643,2.0,0.0,3.0,0.0
0.8,0.0,47.0,1.0,0.7068253930588787,8.0,5.0,0.4827361593055374,0.3109415327746037,0.02332319122243521,1.0,0.0,4.0,2.0
0.8,0.0,48.0,1.0,0.7576847468172999,10.0,8.0,0.4097385090687603,0.48780363918831443,0.34620226980468516,2.0,0.0,0.0,0.0
0.8,0.0,49.0,0.0,0.4225038862043141,13.0,13.0,0.7154133651048579,0.886643238390377,0.13712295679971181,2.0,0.0,0.0,2.0
0.8,0.0,50.0,0.0,0.3579962496095882,1.0,7.0,0.05391426168676363,0.4713730864669471,0.5844262641109222,0.0,3.0,0.0,3.0
0.8,0.0,51.0,0.0,0.144658572135123,5.0,9.0,0.25723767253422924,0.5168578160714731,0.37222614853545516,0.0,2.0,0.0,2.0
0.8,0.0,52.0,1.0,0.4438067002852827,5.0,6.0,0.24948830650833886,0.4614346672926609,0.20327376788718815,0.0,1.0,1.0,1.0
0.8,0.0,53.0,1.0,0.9702753127958573,13.0,7.0,0.5565171542934579,0.3861959824260754,-0.025188889144606937,3.0,0.0,3.0,0.0
0.8,0.0,54.0,1.0,0.36845379923702626,7.0,7.0,0.25407152256254556,0.3586923942214146,0.13174365382803468,1.0,0.0,0.0,1.0
0.8,0.0,55.0,1.0,0.5744567788862235,9.0,7.0,0.45483651915289863,0.46410966498803113,0.12265876991212234,2.0,0.0,2.0,2.0
0.8,0.0,56.0,1.0,0.8426471574374674,16.0,12.0,0.7200112244680933,0.6885975584162553,0.13569739251556273,6.0,0.0,0.0,2.0
0.8,0.0,57.0,1.0,0.3865112242606118,15.0,14.0,0.7210936014410569,0.9015031445097904,0.2935989582715173,2.0,0.0,2.0,3.0
0.8,0.0,58.0,0.0,0.6313528129342814,10.0,10.0,0.5338664612547974,0.6250773206767212,0.21272690928532323,2.0,1.0,3.0,4.0
0.8,0.0,59.0,1.0,0.545946852885505,3.0,8.0,0.13224808793516207,0.4329265632419175,0.23306106764880088,0.0,2.0,0.0,3.0
