gamma,replicate,individual,type,threshold,degree,degree_initial,centrality,centrality_initial,local_assortativity,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
-0.9,0.0,0.0,0.0,0.8588892672930397,6.0,4.0,0.18817623907124317,0.24365516164804715,0.36112327304768105,1.0,0.0,1.0,0.0
-0.9,0.0,1.0,1.0,0.37271115497527996,3.0,7.0,0.12270816505468626,0.4284991875217604,0.3439759418881831,2.0,1.0,1.0,6.0
-0.9,0.0,2.0,1.0,0.5551287779985967,16.0,10.0,0.7558937277812258,0.7121616780807438,0.39918125435517804,4.0,0.0,2.0,0.0
-0.9,0.0,3.0,1.0,0.9556565489917677,11.0,9.0,0.5865685409598774,0.5816246041737096,0.4239977149799467,3.0,0.0,1.0,2.0
-0.9,0.0,4.0,0.0,0.7366695980112238,10.0,4.0,0.38864750466658826,0.27533311237307556,0.38226491098727977,6.0,0.0,1.0,1.0
-0.9,0.0,5.0,0.0,0.8162051391124808,13.0,9.0,0.5857986236438293,0.541010724070433,0.33845389340069776,4.0,0.0,1.0,1.0
-0.9,0.0,6.0,1.0,0.10108656030862473,7.0,13.0,0.3213125279021126,0.7862049853568448,0.6182672072328418,1.0,0.0,0.0,7.0
-0.9,0.0,7.0,1.0,0.928488070407937,13.0,5.0,0.649711942560552,0.31113475532694784,0.19666560171896047,6.0,0.0,3.0,1.0
-0.9,0.0,8.0,0.0,0.6091091689913093,10.0,4.0,0.41602985991623337,0.2025964966633871,-0.003940821548605892,3.0,2.0,6.0,1.0
-0.9,0.0,9.0,1.0,0.5965534361232749,7.0,6.0,0.32426342893908344,0.4453032355292043,-0.10848584415048174,2.0,3.0,5.0,3.0
-0.9,0.0,10.0,0.0,0.09178413479620207,4.0,12.0,0.20041449858516963,0.7568646451610387,0.6730056336690327,2.0,4.0,0.0,6.0
-0.9,0.0,11.0,0.0,0.34518624330535763,4.0,11.0,0.20617582135469356,0.6308477828138842,0.36935083843266564,0.0,2.0,0.0,5.0
-0.9,0.0,12.0,0.0,0.6627525231855876,11.0,8.0,0.397326169679064,0.4170284202268898,0.10660913175596365,2.0,0.0,4.0,3.0
-0.9,0.0,13.0,0.0,0.4417134884612358,11.0,7.0,0.4963119216310472,0.40323611223599387,0.41582863245179313,3.0,1.0,2.0,0.0
-0.9,0.0,14.0,1.0,0.5514877863939606,6.0,7.0,0.24529396711958742,0.36863598357211647,-0.02378320613107091,0.0,0.0,0.0,1.0
-0.9,0.0,15.0,1.0,0.7037124914270836,10.0,6.0,0.4032513093999316,0.358154641833355,0.24362346158691,2.0,0.0,3.0,1.0
-0.9,0.0,16.0,0.0,0.5894012313015157,19.0,9.0,0.9838947469257994,0.5487134511327427,0.27757454922818275,6.0,0.0,4.0,0.0
-0.9,0.0,17.0,0.0,0.049932759415546646,2.0,7.0,0.04032296814341466,0.4305792287200659,0.8195744094810179,1.0,1.0,0.0,5.0
-0.9,0.0,18.0,1.0,0.5617918399347968,11.0,7.0,0.5791678558723886,0.41645834030135,0.11808295967698473,3.0,0.0,2.0,1.0
-0.9,0.0,19.0,0.0,0.7663584723742113,14.0,11.0,0.6312404645965972,0.8853397327029137,0.3198361358745441,4.0,0.0,2.0,3.0
-0.9,0.0,20.0,1.0,0.91090832966776,10.0,7.0,0.47272851104557373,0.48394260916836795,0.07484371519046656,3.0,0.0,3.0,3.0
-0.9,0.0,21.0,0.0,0.09290994683798848,5.0,10.0,0.27680542653723716,0.6662768579285371,0.6512329265071342,1.0,1.0,0.0,5.0
-0.9,0.0,22.0,0.0,0.9025213901122159,8.0,7.0,0.38082184252940904,0.43682780964781065,0.13736459501378734,1.0,0.0,2.0,2.0
-0.9,0.0,23.0,1.0,0.46096040588241327,11.0,9.0,0.6096880356753337,0.624735523992895,0.008127140728647994,2.0,1.0,3.0,2.0
-0.9,0.0,24.0,1.0,0.4520184695817405,5.0,9.0,0.23180083979312294,0.5580129575161269,0.21350254432652968,0.0,0.0,1.0,5.0
-0.9,0.0,25.0,0.0,0.9994254870803551,16.0,9.0,0.7625350332893761,0.6615392763748336,0.13511505950265731,3.0,0.0,5.0,1.0
-0.9,0.0,26.0,1.0,0.1624237435527548,3.0,10.0,0.11823355115208328,0.6658424600095997,0.5657443908110782,1.0,4.0,0.0,4.0
-0.9,0.0,27.0,1.0,0.7093705841991523,5.0,5.0,0.25006808423609767,0.3808809829485854,0.24200855247310463,2.0,0.0,2.0,4.0
-0.9,0.0,28.0,1.0,0.1606240771977423,2.0,7.0,0.09859711373529305,0.39301730626400777,0.569364674603144,1.0,2.0,0.0,4.0
-0.9,0.0,29.0,1.0,0.8107767680895971,12.0,7.0,0.5361493526567109,0.5290087838605487,-0.10623783128467526,1.0,0.0,4.0,0.0
-0.9,0.0,30.0,0.0,0.035147174625852706,2.0,11.0,0.16588713947723419,0.7537123301849412,0.6622412743180446,0.0,3.0,0.0,6.0
-0.9,0.0,31.0,1.0,0.534886728745269,9.0,6.0,0.4465426502713119,0.3894113039469339,0.20884897568972313,2.0,0.0,1.0,0.0
-0.9,0.0,32.0,0.0,0.16650012302602912,3.0,9.0,0.10765455355294172,0.5054929065495725,0.6988939444780053,2.0,2.0,0.0,6.0
-0.9,0.0,33.0,1.0,0.3084103799677348,1.0,10.0,0.04246345480957377,0.712557984852485,0.6100471601864824,0.0,2.0,0.0,7.0
-0.9,0.0,34.0,0.0,0.04506241289143076,2.0,12.0,0.10890224869470655,0.734349063059838,0.6504084835331201,1.0,5.0,0.0,6.0
-0.9,0.0,35.0,0.0,0.23857612632391179,6.0,6.0,0.24648724152036638,0.3490290612275713,0.4838439108636222,2.0,0.0,0.0,2.0
