gamma,replicate,individual,type,theshold,degree,degree_initial,centrality,centrality_initial,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
-0.1,0.0,0.0,0.0,0.27341258360564347,1.0,6.0,0.0516696835787137,0.2952721492467475,0.0,2.0,0.0,3.0
-0.1,0.0,1.0,0.0,0.26246098833617504,5.0,6.0,0.22319718786144846,0.3247905062154144,1.0,1.0,0.0,1.0
-0.1,0.0,2.0,1.0,0.7431170380357941,12.0,9.0,0.41806198649055204,0.36148678635331,3.0,0.0,2.0,2.0
-0.1,0.0,3.0,0.0,0.025178360937518462,1.0,6.0,0.0495898264048147,0.27750021048166573,1.0,2.0,0.0,4.0
-0.1,0.0,4.0,1.0,0.3254502969866999,0.0,8.0,2.4623506850519354e-17,0.3692803478645681,0.0,3.0,0.0,5.0
-0.1,0.0,5.0,0.0,0.08144580957192082,3.0,5.0,0.15679239943313042,0.26199477890851486,3.0,1.0,0.0,4.0
-0.1,0.0,6.0,1.0,0.9667194372051862,14.0,8.0,0.6283105921983682,0.4355635740490677,3.0,0.0,4.0,1.0
-0.1,0.0,7.0,1.0,0.5839265926291868,7.0,4.0,0.2552502169460419,0.2293474209013971,3.0,0.0,1.0,1.0
-0.1,0.0,8.0,0.0,0.002404371296126584,4.0,9.0,0.1494866295747349,0.46078349016815373,2.0,5.0,0.0,2.0
-0.1,0.0,9.0,1.0,0.7297330864308464,14.0,7.0,0.565433914215564,0.32808002216301474,5.0,0.0,2.0,0.0
-0.1,0.0,10.0,1.0,0.10583174795596983,2.0,3.0,0.08756200804494092,0.14056244671604098,2.0,1.0,0.0,2.0
-0.1,0.0,11.0,0.0,0.43950737180644384,6.0,8.0,0.3035810905144496,0.40703253113610033,2.0,1.0,1.0,4.0
-0.1,0.0,12.0,0.0,0.5310747803578671,14.0,8.0,0.5510197607851226,0.28743271700261597,3.0,0.0,3.0,0.0
-0.1,0.0,13.0,1.0,0.5693125831727799,2.0,4.0,0.06878519401998848,0.13819742927649725,0.0,1.0,1.0,2.0
-0.1,0.0,14.0,0.0,0.4488997320653765,15.0,10.0,0.6309075465142846,0.45025231721057846,3.0,0.0,3.0,1.0
-0.1,0.0,15.0,1.0,0.9883022606780023,16.0,8.0,0.5551273817275578,0.3048496931330629,6.0,0.0,3.0,1.0
