gamma,replicate,individual,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
0.1,0,0,0,1,2,0
0.1,0,1,2,0,3,0
0.1,0,2,0,3,0,3
0.1,0,3,0,0,2,0
0.1,0,4,0,1,0,1
0.1,0,5,2,0,2,0
0.1,0,6,2,0,1,0
0.1,0,7,0,0,2,0
0.1,0,8,0,1,1,0
0.1,0,9,0,1,0,1
0.1,0,10,0,4,0,0
0.1,0,11,0,0,4,2
0.1,0,12,1,0,4,1
0.1,0,13,0,1,0,2
0.1,0,14,1,0,0,0
0.1,0,15,1,0,1,0
0.1,0,16,0,1,0,2
0.1,0,17,0,0,0,2
0.1,0,18,1,0,6,0
0.1,0,19,2,0,1,1
0.1,0,20,0,2,3,0
0.1,0,21,0,3,0,1
0.1,0,22,0,2,0,0
0.1,0,23,0,1,0,2
0.1,0,24,4,0,0,0
0.1,0,25,0,1,0,0
0.1,0,26,0,3,0,0
0.1,0,27,0,0,0,4
0.1,0,28,0,2,0,2
0.1,0,29,1,0,3,1
0.1,0,30,0,0,1,1
0.1,0,31,0,1,0,1
0.1,0,32,0,0,0,0
0.1,0,33,0,2,0,2
0.1,0,34,0,2,1,4
0.1,0,35,2,1,1,1
0.1,0,36,0,2,0,2
0.1,0,37,0,2,0,1
0.1,0,38,0,3,0,0
0.1,0,39,0,3,1,1
0.1,0,40,0,1,0,1
0.1,0,41,0,1,3,0
0.1,0,42,0,1,4,0
0.1,0,43,1,1,0,0
0.1,0,44,0,0,0,0
0.1,0,45,0,1,0,0
0.1,0,46,1,1,3,0
0.1,0,47,2,3,3,0
0.1,0,48,0,1,0,2
0.1,0,49,0,2,0,1
0.1,0,50,0,3,0,1
0.1,0,51,0,1,0,3
0.1,0,52,0,0,0,1
0.1,0,53,0,1,0,0
0.1,0,54,0,0,0,1
0.1,0,55,0,2,0,1
0.1,0,56,0,1,0,0
0.1,0,57,0,0,0,2
0.1,0,58,0,0,1,1
0.1,0,59,0,0,0,2
0.1,0,60,0,0,0,5
0.1,0,61,0,3,2,3
0.1,0,62,0,5,0,1
0.1,0,63,0,2,0,3
0.1,0,64,0,1,4,1
0.1,0,65,0,2,0,3
0.1,0,66,0,2,4,1
0.1,0,67,0,3,0,3
0.1,0,68,1,3,0,0
0.1,0,69,1,0,2,0
0.1,0,70,2,1,5,0
0.1,0,71,0,2,0,2
0.1,0,72,1,2,1,0
0.1,0,73,0,2,0,0
0.1,0,74,0,2,0,2
0.1,0,75,0,1,0,2
0.1,0,76,0,1,0,2
0.1,0,77,0,0,0,2
0.1,0,78,0,1,1,1
0.1,0,79,0,1,2,0
0.1,0,80,0,3,0,0
0.1,0,81,0,0,0,0
0.1,0,82,0,1,1,0
0.1,0,83,0,2,0,1
0.1,0,84,0,3,0,2
0.1,0,85,0,2,0,2
0.1,0,86,0,1,0,0
0.1,0,87,0,1,0,1
0.1,0,88,0,0,0,0
0.1,0,89,0,1,0,0
0.1,0,90,0,0,0,1
0.1,0,91,0,0,0,1
0.1,0,92,0,0,3,0
0.1,0,93,3,0,0,0
0.1,0,94,0,3,0,1
0.1,0,95,0,1,3,1
0.1,0,96,0,3,0,0
0.1,0,97,0,2,1,0
0.1,0,98,0,1,1,0
0.1,0,99,0,0,1,2
0.1,0,100,0,4,0,3
0.1,0,101,0,1,2,0
0.1,0,102,0,1,0,0
0.1,0,103,0,2,2,1
0.1,0,104,0,1,1,0
0.1,0,105,0,1,1,1
0.1,0,106,0,0,0,1
0.1,0,107,0,1,1,2
0.1,0,108,0,0,0,1
0.1,0,109,0,0,0,3
0.1,0,110,1,0,0,3
0.1,0,111,0,1,0,2
0.1,0,112,0,2,2,0
0.1,0,113,0,0,0,0
0.1,0,114,2,0,1,1
0.1,0,115,0,2,0,0
0.1,0,116,3,1,0,0
0.1,0,117,0,1,1,0
0.1,0,118,0,2,0,1
0.1,0,119,0,1,1,1
0.1,0,120,0,2,0,1
0.1,0,121,0,1,0,3
0.1,0,122,0,0,3,0
0.1,0,123,0,3,0,1
0.1,0,124,0,1,0,4
0.1,0,125,0,0,0,2
0.1,0,126,1,1,2,2
0.1,0,127,0,1,0,2
0.1,0,128,0,1,0,0
0.1,0,129,1,0,3,0
0.1,0,130,0,1,0,2
0.1,0,131,0,0,0,2
0.1,0,132,0,2,3,3
0.1,0,133,0,2,0,1
0.1,0,134,0,0,1,1
0.1,0,135,0,1,0,0
0.1,0,136,0,1,1,2
0.1,0,137,0,1,0,0
0.1,0,138,0,1,4,1
0.1,0,139,2,0,3,0
0.1,0,140,0,1,0,0
0.1,0,141,0,1,4,0
0.1,0,142,0,3,0,4
0.1,0,143,1,1,0,0
0.1,0,144,0,1,1,0
0.1,0,145,0,1,0,1
0.1,0,146,0,2,0,2
0.1,0,147,0,1,0,1
0.1,0,148,0,1,0,4
0.1,0,149,0,3,0,1
0.1,0,150,0,0,1,0
0.1,0,151,0,1,0,1
0.1,0,152,0,3,0,0
0.1,0,153,1,2,2,0
0.1,0,154,1,1,1,1
0.1,0,155,0,0,0,0
0.1,0,156,0,0,0,2
0.1,0,157,0,1,2,0
0.1,0,158,0,2,2,1
0.1,0,159,2,3,0,1
0.1,0,160,1,2,2,0
0.1,0,161,0,1,0,0
0.1,0,162,0,1,0,0
0.1,0,163,0,0,2,1
0.1,0,164,0,1,0,1
0.1,0,165,0,1,0,0
0.1,0,166,0,0,1,0
0.1,0,167,1,0,0,0
0.1,0,168,0,0,0,1
0.1,0,169,0,1,1,0
0.1,0,170,2,0,0,0
0.1,0,171,0,2,1,0
0.1,0,172,0,0,5,0
0.1,0,173,0,0,0,1
0.1,0,174,1,2,1,1
0.1,0,175,1,3,0,3
0.1,0,176,0,3,0,3
0.1,0,177,0,2,0,3
0.1,0,178,1,2,0,0
0.1,0,179,1,1,1,0
0.1,0,180,0,3,1,0
0.1,0,181,2,1,2,0
