gamma,replicate,individual,type,theshold,degree,degree_initial,centrality,centrality_initial,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
0.1,0.0,0.0,0.0,0.23122947870823407,1.0,9.0,0.035746867563378554,0.5193247104848914,1.0,1.0,0.0,8.0
0.1,0.0,1.0,1.0,0.4520862848335544,9.0,11.0,0.41889799768249664,0.7599387817410891,0.0,0.0,0.0,2.0
0.1,0.0,2.0,0.0,0.9416673856620044,10.0,9.0,0.45566405180015435,0.5379075934696065,2.0,0.0,1.0,2.0
0.1,0.0,3.0,1.0,0.1395183164264393,1.0,11.0,0.04744776564290873,0.5652843073962965,1.0,1.0,0.0,10.0
0.1,0.0,4.0,0.0,0.7212877204402722,11.0,10.0,0.4348094197246623,0.6421151455846833,1.0,0.0,3.0,3.0
0.1,0.0,5.0,1.0,0.868192176217387,10.0,9.0,0.3605885484971848,0.4891215835743757,3.0,0.0,1.0,3.0
0.1,0.0,6.0,0.0,0.6287813839325427,3.0,4.0,0.12165435530632555,0.155171555960502,1.0,2.0,1.0,1.0
0.1,0.0,7.0,0.0,0.19933745570153383,3.0,6.0,0.1361269297509459,0.3335372815462087,1.0,0.0,0.0,4.0
0.1,0.0,8.0,0.0,0.19281182719367584,2.0,9.0,0.08565879459365076,0.4844065549283066,1.0,2.0,0.0,6.0
0.1,0.0,9.0,0.0,0.40706094109263147,14.0,7.0,0.6835606342840627,0.48312615179266893,8.0,0.0,1.0,2.0
0.1,0.0,10.0,0.0,0.9947274732934404,9.0,3.0,0.33533553579664055,0.17177151698853496,4.0,0.0,2.0,0.0
0.1,0.0,11.0,1.0,0.3081409651839915,5.0,6.0,0.22674764291557845,0.297449201885117,2.0,1.0,1.0,3.0
0.1,0.0,12.0,1.0,0.2221043681050403,5.0,11.0,0.21863701431695193,0.6757872841216258,1.0,2.0,0.0,5.0
0.1,0.0,13.0,0.0,0.5210878006322408,9.0,10.0,0.38066573765349854,0.5702619466196183,3.0,2.0,0.0,2.0
0.1,0.0,14.0,0.0,0.5100044530371187,12.0,7.0,0.5812703309685492,0.26907471335953653,5.0,1.0,2.0,1.0
0.1,0.0,15.0,0.0,0.13974397203560296,4.0,13.0,0.15787329941561987,0.7022525762310499,0.0,1.0,0.0,8.0
0.1,0.0,16.0,0.0,0.7495832822131246,10.0,8.0,0.3579953820644368,0.5253883676986758,2.0,0.0,2.0,2.0
0.1,0.0,17.0,1.0,0.7089004694282028,10.0,6.0,0.4335244396756853,0.264442060677124,1.0,0.0,3.0,0.0
0.1,0.0,18.0,1.0,0.3051764613265836,7.0,12.0,0.28505746952065,0.6768707952280768,0.0,3.0,1.0,3.0
0.1,0.0,19.0,0.0,0.5112101706192923,7.0,3.0,0.3233978074519886,0.13468901458143476,2.0,0.0,4.0,2.0
0.1,0.0,20.0,0.0,0.2539474696769698,10.0,12.0,0.4519253314254915,0.723614368013762,1.0,1.0,0.0,2.0
0.1,0.0,21.0,1.0,0.6533524415067522,12.0,9.0,0.4968535903076553,0.494767923006106,2.0,0.0,2.0,1.0
0.1,0.0,22.0,0.0,0.667408492188854,10.0,6.0,0.367311317483464,0.26683914305823325,3.0,0.0,1.0,0.0
0.1,0.0,23.0,1.0,0.7707737092895152,14.0,10.0,0.6274220027834834,0.4866656840438699,2.0,0.0,4.0,2.0
0.1,0.0,24.0,1.0,0.4362031207252757,1.0,3.0,0.060248469912254056,0.09852877796365513,0.0,0.0,0.0,2.0
0.1,0.0,25.0,1.0,0.7687741759199926,9.0,10.0,0.3662676682243566,0.5887972704861811,0.0,0.0,1.0,2.0
0.1,0.0,26.0,0.0,0.8263668399387788,13.0,11.0,0.6452639933085393,0.6811221515960311,1.0,0.0,3.0,2.0
0.1,0.0,27.0,1.0,0.47596953521304997,11.0,9.0,0.4163529346423431,0.5362409993592225,1.0,0.0,3.0,2.0
0.1,0.0,28.0,0.0,0.6450939120356324,11.0,8.0,0.5189528737715304,0.4163525772241169,0.0,0.0,3.0,0.0
0.1,0.0,29.0,1.0,0.3154480149785821,4.0,8.0,0.1479427248496056,0.39673915453668845,2.0,2.0,0.0,4.0
0.1,0.0,30.0,1.0,0.3784391211767386,1.0,5.0,0.03972037647654274,0.20892859260514707,1.0,1.0,0.0,4.0
0.1,0.0,31.0,0.0,0.6280669609786605,8.0,7.0,0.36243408586488884,0.3626427616014902,1.0,0.0,1.0,1.0
0.1,0.0,32.0,1.0,0.712568845951225,3.0,2.0,0.1250163550981031,0.07078580261608071,1.0,0.0,1.0,1.0
0.1,0.0,33.0,0.0,0.6927119797146336,12.0,6.0,0.43250237188975044,0.2751013797068763,2.0,0.0,6.0,2.0
0.1,0.0,34.0,0.0,0.5152581485087064,11.0,11.0,0.4462070463373833,0.6922082362962789,3.0,0.0,2.0,5.0
0.1,0.0,35.0,0.0,0.5104550724056615,6.0,6.0,0.24624207737210815,0.25474517831261356,1.0,1.0,3.0,3.0
0.1,0.0,36.0,0.0,0.5928056161048547,10.0,6.0,0.44391961476961833,0.3603389457067605,3.0,0.0,2.0,1.0
0.1,0.0,37.0,1.0,0.7279844648061773,8.0,6.0,0.329102756624797,0.26341256874939867,2.0,0.0,2.0,2.0
0.1,0.0,38.0,0.0,0.6313074322985034,11.0,8.0,0.4774941137341778,0.4715429473529538,2.0,0.0,2.0,1.0
0.1,0.0,39.0,1.0,0.3319008048319271,2.0,9.0,0.0841326408162757,0.5751992563143931,0.0,1.0,0.0,6.0
0.1,0.0,40.0,1.0,0.544690082651197,9.0,7.0,0.27721619251183516,0.3743577395962161,2.0,0.0,1.0,1.0
0.1,0.0,41.0,0.0,0.29712478205476567,12.0,9.0,0.6582029083413612,0.5983870962037647,2.0,1.0,5.0,3.0
0.1,0.0,42.0,0.0,0.2867129921786954,5.0,4.0,0.23163536274717209,0.32203565699373005,3.0,1.0,0.0,1.0
0.1,0.0,43.0,0.0,0.22230687493048018,0.0,4.0,3.4243851381704555e-17,0.24068350422443643,0.0,2.0,0.0,2.0
0.1,0.0,44.0,0.0,0.6381049751105823,11.0,9.0,0.5097987116307955,0.5215335429981341,1.0,0.0,2.0,1.0
0.1,0.0,45.0,1.0,0.6372773139154411,12.0,9.0,0.4620800727721368,0.5003171134206149,4.0,0.0,1.0,2.0
0.1,0.0,46.0,0.0,0.46134004933065687,6.0,4.0,0.2548814779161115,0.21265306344868531,2.0,0.0,1.0,1.0
0.1,0.0,47.0,1.0,0.19195874401629776,3.0,10.0,0.12302262092293038,0.5021544844283686,1.0,4.0,0.0,4.0
0.1,0.0,48.0,0.0,0.8862752275594576,9.0,3.0,0.40635751462429953,0.18472707024250254,4.0,0.0,2.0,0.0
0.1,0.0,49.0,0.0,0.8507169849511507,14.0,10.0,0.5699700004517485,0.5568063464555381,2.0,0.0,3.0,1.0
0.1,0.0,50.0,1.0,0.6279295479427714,9.0,8.0,0.36376325579192337,0.41674424032555624,3.0,0.0,0.0,2.0
0.1,0.0,51.0,1.0,0.01933113052369806,2.0,6.0,0.09736936611546088,0.34642864771947024,1.0,2.0,0.0,3.0
0.1,0.0,52.0,1.0,0.5245209784179368,15.0,12.0,0.6369117855047616,0.7998502301191407,3.0,0.0,2.0,2.0
0.1,0.0,53.0,0.0,0.8865602217223648,10.0,8.0,0.43567996999009284,0.48137294864245983,2.0,0.0,1.0,1.0
0.1,0.0,54.0,0.0,0.5368589673110172,12.0,10.0,0.4447407020660536,0.5204004387539412,1.0,0.0,2.0,1.0
0.1,0.0,55.0,1.0,0.798011251301738,6.0,8.0,0.2818552049478962,0.39262202324504125,0.0,0.0,1.0,3.0
0.1,0.0,56.0,0.0,0.9397492746241849,14.0,10.0,0.7664715992625902,0.5273068880936136,3.0,0.0,2.0,1.0
0.1,0.0,57.0,0.0,0.6455112744628111,9.0,9.0,0.4652972483417918,0.570549316254655,1.0,0.0,1.0,2.0
