gamma,replicate,individual,type,theshold,degree,degree_initial,centrality,centrality_initial,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
0.1,0.0,58.0,1.0,0.2773150245567019,4.0,8.0,0.18784657082961642,0.43210975868668533,1.0,1.0,1.0,5.0
0.1,0.0,59.0,0.0,0.6508055042148427,17.0,12.0,0.8082481631107961,0.739602775653476,3.0,0.0,3.0,1.0
0.1,0.0,60.0,1.0,0.8160857438485812,8.0,6.0,0.31472223990906295,0.3763625882754457,0.0,0.0,2.0,0.0
0.1,0.0,61.0,0.0,0.06597037222005175,1.0,6.0,0.04585157934685889,0.3318543489099233,0.0,2.0,0.0,3.0
0.1,0.0,62.0,0.0,0.777579728522244,13.0,12.0,0.6286169160443105,0.7762681492944279,3.0,0.0,2.0,4.0
0.1,0.0,63.0,0.0,0.6412989951669508,8.0,3.0,0.3917932857097999,0.07491560834470821,3.0,0.0,2.0,0.0
0.1,0.0,64.0,1.0,0.2857655446738141,11.0,7.0,0.4830401120776453,0.26388333023807314,3.0,1.0,3.0,1.0
0.1,0.0,65.0,0.0,0.46109770062968014,3.0,10.0,0.12037927402844108,0.5196495177500166,0.0,2.0,0.0,5.0
0.1,0.0,66.0,1.0,0.12712268335963584,5.0,9.0,0.24351807852252239,0.6000764496299583,2.0,2.0,0.0,4.0
0.1,0.0,67.0,1.0,0.8727764449754102,15.0,9.0,0.6937570709513082,0.4605358289559813,3.0,0.0,3.0,0.0
0.1,0.0,68.0,0.0,0.2608946711890029,3.0,5.0,0.12013487531028125,0.2584041767710894,1.0,1.0,0.0,2.0
0.1,0.0,69.0,1.0,0.8297822289844456,18.0,7.0,0.8062190872004673,0.28358855351792417,2.0,0.0,9.0,0.0
0.1,0.0,70.0,1.0,0.6631347950629919,14.0,12.0,0.5577418432204374,0.6802297867230612,3.0,0.0,1.0,2.0
0.1,0.0,71.0,1.0,0.5961420065892779,7.0,6.0,0.23443966290108054,0.22958328420002663,0.0,0.0,2.0,1.0
0.1,0.0,72.0,0.0,0.07657617491775004,4.0,5.0,0.2098130936225716,0.27561114863605335,1.0,1.0,0.0,1.0
0.1,0.0,73.0,1.0,0.5542524508885008,19.0,17.0,0.7991608179185412,0.9261031776764331,2.0,1.0,2.0,1.0
0.1,0.0,74.0,1.0,0.4369055410424044,1.0,4.0,0.03462567174637807,0.24442935735965166,1.0,1.0,0.0,3.0
0.1,0.0,75.0,0.0,0.3973659544254685,8.0,9.0,0.3472947421484388,0.37961797289691795,0.0,0.0,2.0,3.0
0.1,0.0,76.0,1.0,0.9671232083406697,8.0,9.0,0.32757351482757163,0.5015504738052996,0.0,0.0,0.0,1.0
0.1,0.0,77.0,1.0,0.021753406980148382,6.0,12.0,0.2792908072355975,0.7278355419835085,1.0,1.0,0.0,6.0
0.1,0.0,78.0,1.0,0.2673151762252126,7.0,14.0,0.3485433868691755,0.7942012952579258,0.0,2.0,0.0,5.0
0.1,0.0,79.0,1.0,0.1401742226898941,5.0,6.0,0.21340339351138896,0.31675481393097016,4.0,1.0,0.0,4.0
0.1,0.0,80.0,1.0,0.8532726318419915,9.0,7.0,0.3500527925811137,0.3647060221723767,2.0,0.0,0.0,0.0
0.1,0.0,81.0,1.0,0.3078078262902785,1.0,10.0,0.0451833824051591,0.5725648530141921,0.0,3.0,0.0,6.0
0.1,0.0,82.0,1.0,0.06842586118525462,1.0,5.0,0.0545814071450826,0.2915999844378058,0.0,3.0,0.0,1.0
0.1,0.0,83.0,1.0,0.8055365786600375,12.0,7.0,0.5067520575852064,0.38388471787991707,4.0,0.0,3.0,2.0
0.1,0.0,84.0,0.0,0.8207523637636192,9.0,9.0,0.3077693487609883,0.43010916885943434,1.0,0.0,1.0,2.0
0.1,0.0,85.0,0.0,0.532159661386959,9.0,7.0,0.3385568972039824,0.3785779042300887,0.0,0.0,2.0,0.0
0.1,0.0,86.0,1.0,0.5880020011989955,9.0,5.0,0.30092604708741094,0.27719583501679695,5.0,0.0,1.0,2.0
0.1,0.0,87.0,0.0,0.6774647540970098,3.0,8.0,0.10662695027272137,0.4735722627100426,2.0,3.0,0.0,4.0
0.1,0.0,88.0,0.0,0.48401634685922157,9.0,7.0,0.3928885628014604,0.2929277409801722,3.0,0.0,2.0,3.0
0.1,0.0,89.0,0.0,0.598347822901057,13.0,14.0,0.5336124879315638,0.8116091529814411,3.0,0.0,0.0,4.0
0.1,0.0,90.0,1.0,0.9652509604299732,12.0,7.0,0.5547756855131635,0.3025391412216939,3.0,0.0,3.0,1.0
0.1,0.0,91.0,1.0,0.6562801376001637,14.0,8.0,0.6359916686022812,0.3817924631406018,6.0,0.0,1.0,1.0
0.1,0.0,92.0,0.0,0.24460131405058128,9.0,13.0,0.4077026344586224,0.8225493843722402,2.0,3.0,0.0,3.0
0.1,0.0,93.0,1.0,0.7405987075984428,11.0,8.0,0.42738338398021086,0.4488815910890124,2.0,0.0,1.0,0.0
0.1,0.0,94.0,0.0,0.7360764196719843,9.0,5.0,0.39493496600061356,0.14293486522155843,1.0,0.0,3.0,0.0
0.1,0.0,95.0,0.0,0.44898257286174326,1.0,5.0,0.04538991432893633,0.18953017312596637,0.0,0.0,0.0,4.0
0.1,0.0,96.0,0.0,0.8222288029313708,7.0,9.0,0.39126537725718236,0.573476374429438,1.0,0.0,0.0,3.0
0.1,0.0,97.0,0.0,0.051183719519964144,3.0,9.0,0.17837897716097922,0.40961037767872677,1.0,2.0,0.0,5.0
0.1,0.0,98.0,1.0,0.07505801536066015,4.0,5.0,0.19421701077089212,0.275898994245253,1.0,0.0,0.0,2.0
0.1,0.0,99.0,0.0,0.04147155287329107,2.0,10.0,0.08978044641712465,0.5330585503543882,1.0,3.0,0.0,6.0
0.1,0.0,100.0,1.0,0.5393283836908602,16.0,12.0,0.7717263830902197,0.6753412110284178,3.0,0.0,4.0,3.0
0.1,0.0,101.0,1.0,0.16397820162666887,1.0,9.0,0.02661980510667966,0.5269555358517909,0.0,1.0,0.0,7.0
0.1,0.0,102.0,1.0,0.7903479543219684,11.0,9.0,0.4909574325820944,0.5736223876090055,3.0,0.0,0.0,1.0
0.1,0.0,103.0,1.0,0.4738548403497469,8.0,5.0,0.3077438189169935,0.2799922135414825,2.0,1.0,3.0,1.0
0.1,0.0,104.0,0.0,0.3207041815122268,8.0,12.0,0.38201066225126407,0.7788776962988307,3.0,2.0,0.0,5.0
0.1,0.0,105.0,1.0,0.281816804845504,2.0,4.0,0.07534913399056684,0.24796597951664098,1.0,1.0,0.0,2.0
0.1,0.0,106.0,1.0,0.559763177696848,6.0,5.0,0.24315005578525703,0.21590770247097843,1.0,0.0,0.0,0.0
0.1,0.0,107.0,1.0,0.3415463688304057,7.0,4.0,0.29500844770062556,0.20059050618185256,3.0,0.0,3.0,3.0
0.1,0.0,108.0,1.0,0.03277251375051671,2.0,8.0,0.08161331708344353,0.4340124251758567,0.0,0.0,0.0,6.0
0.1,0.0,109.0,1.0,0.813147508150396,9.0,6.0,0.3736220153972941,0.29596347242248755,4.0,0.0,1.0,2.0
0.1,0.0,110.0,1.0,0.7080513031347377,16.0,12.0,0.5664676134833871,0.5490408401988495,2.0,0.0,4.0,2.0
0.1,0.0,111.0,1.0,0.9535158850154921,11.0,5.0,0.4705355724795092,0.2655578644314555,5.0,0.0,1.0,0.0
0.1,0.0,112.0,0.0,0.3714360880685874,1.0,6.0,0.09602543367138686,0.3591408833665371,0.0,1.0,0.0,4.0
0.1,0.0,113.0,0.0,0.7705842548173325,12.0,8.0,0.4960763874326264,0.4385304210075439,5.0,0.0,0.0,1.0
0.1,0.0,114.0,0.0,0.46126561888039475,16.0,12.0,0.5964549772281026,0.6225477982998674,3.0,1.0,2.0,0.0
0.1,0.0,115.0,0.0,0.7872230211834974,7.0,7.0,0.339097898465925,0.29806381915462377,0.0,0.0,3.0,3.0
0.1,0.0,116.0,1.0,0.34110521290662743,9.0,12.0,0.3374730018353065,0.7044826636489153,4.0,4.0,0.0,3.0
0.1,0.0,117.0,1.0,0.6697848590747231,8.0,7.0,0.3157489541024926,0.3045865007210914,2.0,0.0,0.0,1.0
0.1,0.0,118.0,1.0,0.8930164520488627,9.0,9.0,0.3885766238194095,0.46717125593437264,1.0,0.0,0.0,1.0
0.1,0.0,119.0,0.0,0.42622148953985706,4.0,8.0,0.1823393219837862,0.42655268460476,2.0,1.0,1.0,6.0
0.1,0.0,120.0,0.0,0.637807942702722,7.0,6.0,0.3152673870735807,0.3067423157917215,2.0,0.0,0.0,1.0
0.1,0.0,121.0,0.0,0.9473946772085788,8.0,6.0,0.39346261510183456,0.28897219116261463,2.0,0.0,1.0,1.0
0.1,0.0,122.0,0.0,0.07624284395511649,2.0,7.0,0.10293562554340488,0.4020318731380129,0.0,0.0,0.0,5.0
0.1,0.0,123.0,0.0,0.854257863654856,6.0,6.0,0.25974351610102314,0.2507914025628993,0.0,0.0,2.0,2.0
0.1,0.0,124.0,0.0,0.8702663283531923,11.0,10.0,0.4903108805210608,0.6203954044475259,2.0,0.0,0.0,1.0
0.1,0.0,125.0,1.0,0.5812127672130837,15.0,8.0,0.8238097040255368,0.41449587996050563,0.0,0.0,7.0,0.0
0.1,0.0,126.0,1.0,0.5547279066164835,8.0,9.0,0.30209768358541667,0.39456527449747664,1.0,1.0,1.0,2.0
0.1,0.0,127.0,0.0,0.430855228322236,1.0,4.0,0.01996989055678281,0.22892521470062369,0.0,0.0,0.0,3.0
0.1,0.0,128.0,0.0,0.7099548632870156,10.0,8.0,0.3816766815318376,0.3545992730421366,1.0,0.0,2.0,1.0
0.1,0.0,129.0,0.0,0.13296072170905748,9.0,12.0,0.416111595088372,0.7316387526541008,1.0,1.0,1.0,4.0
0.1,0.0,130.0,1.0,0.387002956757185,1.0,8.0,0.02251217029985,0.42961483886195984,0.0,1.0,0.0,6.0
0.1,0.0,131.0,1.0,0.6573933823040622,11.0,11.0,0.4974334422811584,0.5737069023217588,1.0,0.0,1.0,2.0
0.1,0.0,132.0,1.0,0.2766450084481671,4.0,8.0,0.17575108192977992,0.4127223202805594,0.0,1.0,0.0,3.0
0.1,0.0,133.0,1.0,0.09626172465885408,2.0,6.0,0.06249264140923558,0.2993234123911479,0.0,1.0,0.0,3.0
0.1,0.0,134.0,1.0,0.6571973124749049,14.0,9.0,0.7262253583848798,0.5985250443021912,2.0,0.0,3.0,0.0
0.1,0.0,135.0,1.0,0.561571812277278,9.0,8.0,0.36016995605198987,0.37975621517104596,0.0,0.0,1.0,0.0
0.1,0.0,136.0,0.0,0.577981350482857,7.0,6.0,0.29822233285450006,0.2922391795189108,1.0,0.0,1.0,1.0
0.1,0.0,137.0,1.0,0.5675154672956925,7.0,4.0,0.278145904712782,0.1930093234803794,2.0,0.0,1.0,0.0
0.1,0.0,138.0,1.0,0.7378357292326025,10.0,5.0,0.46612698372559624,0.21916385038651584,3.0,0.0,2.0,0.0
0.1,0.0,139.0,1.0,0.26433394721525905,4.0,7.0,0.22029549746267238,0.3854650130147909,1.0,0.0,1.0,5.0
0.1,0.0,140.0,1.0,0.7910765258786834,15.0,13.0,0.5684057343793755,0.8308533718557541,3.0,0.0,3.0,4.0
0.1,0.0,141.0,1.0,0.19045120486701306,8.0,6.0,0.3238872443267331,0.2645834463401947,2.0,0.0,1.0,1.0
0.1,0.0,142.0,0.0,0.8671295085203689,11.0,10.0,0.4824097866998237,0.5050698764924423,1.0,0.0,2.0,2.0
0.1,0.0,143.0,0.0,0.6947765717013615,9.0,8.0,0.42666509730517305,0.46626878541338906,1.0,0.0,1.0,1.0
0.1,0.0,144.0,1.0,0.07740264157223642,6.0,11.0,0.25441122690832985,0.7063792725678022,4.0,2.0,0.0,7.0
0.1,0.0,145.0,0.0,0.41277224146018865,5.0,7.0,0.2835892878223449,0.3337563490708473,2.0,2.0,2.0,4.0
0.1,0.0,146.0,1.0,0.42370315941427383,12.0,7.0,0.4941166504416108,0.3051944635087357,3.0,0.0,2.0,0.0
0.1,0.0,147.0,0.0,0.80520471393053,15.0,10.0,0.777408378559896,0.5701935729187095,4.0,0.0,2.0,1.0
0.1,0.0,148.0,1.0,0.7534036795733196,11.0,9.0,0.4331642010853347,0.48346176367977123,2.0,0.0,2.0,2.0
0.1,0.0,149.0,1.0,0.8789734121164393,9.0,4.0,0.3647505858233416,0.21355683041727005,1.0,0.0,4.0,0.0
0.1,0.0,150.0,0.0,0.5247790466762847,11.0,8.0,0.49757651789487867,0.45527092214917814,1.0,0.0,4.0,2.0
0.1,0.0,151.0,1.0,0.7804236861609969,8.0,7.0,0.3474504507036844,0.3621353595724473,0.0,0.0,2.0,1.0
0.1,0.0,152.0,0.0,0.8187855629335135,14.0,8.0,0.6258551061636061,0.35533669793787465,3.0,0.0,3.0,0.0
0.1,0.0,153.0,1.0,0.14541583904593247,2.0,7.0,0.05790561525199584,0.4169770294419203,1.0,3.0,0.0,3.0
0.1,0.0,154.0,1.0,0.28026804903263025,1.0,8.0,0.04607029332051763,0.49664238627983176,1.0,3.0,0.0,5.0
0.1,0.0,155.0,1.0,0.547780549698652,8.0,7.0,0.30508972928613287,0.30816643451660375,1.0,0.0,2.0,2.0
0.1,0.0,156.0,0.0,0.5374189215047168,13.0,8.0,0.4901111282892524,0.46844754495988455,4.0,0.0,2.0,1.0
0.1,0.0,157.0,0.0,0.22410890060131672,4.0,7.0,0.16266387800901977,0.3764225198645229,2.0,1.0,0.0,4.0
0.1,0.0,158.0,1.0,0.2873036201073348,12.0,11.0,0.5519155156120115,0.5127239330894192,3.0,0.0,2.0,4.0
0.1,0.0,159.0,0.0,0.05972967408353602,6.0,8.0,0.21282036880768815,0.4055352408304606,2.0,0.0,0.0,4.0
0.1,0.0,160.0,1.0,0.23564057084787327,5.0,9.0,0.2570340295805712,0.5083205932115835,1.0,1.0,0.0,4.0
0.1,0.0,161.0,0.0,0.3369026262315611,3.0,3.0,0.19433995631581705,0.20288805486813133,0.0,0.0,1.0,1.0
0.1,0.0,162.0,1.0,0.7272335071851624,13.0,8.0,0.5653517977327717,0.456871467404407,3.0,0.0,3.0,1.0
0.1,0.0,163.0,0.0,0.35305920605443963,11.0,7.0,0.5080845597084231,0.30291199170777067,3.0,0.0,2.0,1.0
0.1,0.0,164.0,0.0,0.6150821191662483,9.0,9.0,0.3636033392277971,0.4297818856296705,2.0,0.0,2.0,4.0
0.1,0.0,165.0,0.0,0.26820762798922193,1.0,10.0,0.03437666181509142,0.5992128245776213,0.0,1.0,0.0,8.0
0.1,0.0,166.0,0.0,0.4841221482644341,10.0,9.0,0.47550712289284863,0.4378680767586114,3.0,0.0,2.0,4.0
0.1,0.0,167.0,0.0,0.953575197040602,15.0,11.0,0.580428019530888,0.6151067181764838,2.0,0.0,3.0,1.0
0.1,0.0,168.0,1.0,0.8056757167102636,13.0,12.0,0.5339889093467891,0.7040311497431986,2.0,0.0,3.0,4.0
0.1,0.0,169.0,1.0,0.24747596715547815,5.0,7.0,0.2155049193659064,0.33418088242967026,0.0,0.0,0.0,2.0
0.1,0.0,170.0,1.0,0.5617919982227682,11.0,11.0,0.43356061391538897,0.5481813235481209,1.0,0.0,1.0,2.0
0.1,0.0,171.0,1.0,0.3790750010258509,2.0,4.0,0.08602768006580819,0.2544539008524883,2.0,1.0,0.0,3.0
0.1,0.0,172.0,0.0,0.4919154007466682,9.0,10.0,0.3310471719898548,0.5199733049982166,2.0,0.0,1.0,4.0
0.1,0.0,173.0,1.0,0.8763502720201425,10.0,7.0,0.36189540772078643,0.3402936985776178,3.0,0.0,2.0,2.0
0.1,0.0,174.0,0.0,0.13020335072793954,2.0,8.0,0.08910827828815111,0.4013735201453648,0.0,1.0,0.0,5.0
0.1,0.0,175.0,1.0,0.6442793278754104,0.0,7.0,3.4243851381704555e-17,0.39159221605051786,0.0,3.0,0.0,4.0
0.1,0.0,176.0,0.0,0.8642604847416528,6.0,5.0,0.2767623710070932,0.28614822435963405,2.0,0.0,0.0,1.0
0.1,0.0,177.0,0.0,0.9209651220937459,8.0,6.0,0.3880223582701993,0.314122268653244,2.0,0.0,1.0,1.0
0.1,0.0,178.0,1.0,0.21577907492986115,5.0,6.0,0.22975489320905235,0.34836843290920594,3.0,1.0,1.0,4.0
0.1,0.0,179.0,0.0,0.2272594359594936,10.0,9.0,0.37623620133871727,0.5592017370894936,4.0,1.0,1.0,3.0
0.1,0.0,180.0,0.0,0.04468089330786462,4.0,9.0,0.14026446509771084,0.4165768744284533,3.0,2.0,0.0,6.0
0.1,0.0,181.0,0.0,0.6792287516060997,12.0,7.0,0.4726863768641465,0.3793487186341654,2.0,0.0,3.0,0.0
0.1,0.0,182.0,0.0,0.7870780370865506,0.0,5.0,3.4243851381704555e-17,0.2866517035868731,0.0,2.0,0.0,3.0
0.1,0.0,183.0,1.0,0.9862955485501211,9.0,6.0,0.41105690881795665,0.3478505306562894,3.0,0.0,0.0,0.0
0.1,0.0,184.0,1.0,0.7507165264767421,12.0,11.0,0.4797717808614852,0.6061457439613147,2.0,0.0,2.0,3.0
0.1,0.0,185.0,0.0,0.6244055374476863,5.0,7.0,0.20796459639143897,0.4524939087292726,0.0,0.0,0.0,2.0
0.1,0.0,186.0,0.0,0.0739514199910174,6.0,13.0,0.25480467389566347,0.6930731901307482,2.0,1.0,0.0,8.0
0.1,0.0,187.0,0.0,0.5334333456585028,8.0,9.0,0.2955878005924877,0.5491632978529073,0.0,0.0,1.0,2.0
0.1,0.0,188.0,1.0,0.5689039220763776,11.0,7.0,0.4136443331510665,0.36138535884434553,4.0,0.0,2.0,2.0
0.1,0.0,189.0,0.0,0.4809450274561301,9.0,8.0,0.4511217487073891,0.531291601201302,2.0,0.0,0.0,1.0
0.1,0.0,190.0,1.0,0.35933278345260666,13.0,9.0,0.5720230195690662,0.48277169180445595,2.0,0.0,4.0,2.0
0.1,0.0,191.0,0.0,0.7002990881050642,11.0,8.0,0.5275180006328953,0.4333417610093669,2.0,0.0,2.0,1.0
0.1,0.0,192.0,1.0,0.38717535139363046,4.0,9.0,0.22141997036389552,0.530498675800448,2.0,1.0,0.0,6.0
0.1,0.0,193.0,1.0,0.8514845386843085,7.0,6.0,0.27921604126880695,0.2971507926726898,1.0,0.0,2.0,2.0
0.1,0.0,194.0,0.0,0.051758441666482025,2.0,5.0,0.08423764661182652,0.20917706099465044,1.0,1.0,0.0,3.0
0.1,0.0,195.0,0.0,0.584351516680064,11.0,7.0,0.3722645782127848,0.4467437774010836,3.0,0.0,1.0,0.0
0.1,0.0,196.0,0.0,0.03550089306825499,5.0,8.0,0.23654672616390834,0.36063584076396626,1.0,2.0,0.0,2.0
0.1,0.0,197.0,0.0,0.3945544192220749,22.0,17.0,0.9999999999999999,1.0,3.0,0.0,4.0,2.0
0.1,0.0,198.0,1.0,0.11590122935965597,5.0,10.0,0.2147819442804935,0.5830882726006369,1.0,1.0,0.0,5.0
0.1,0.0,199.0,1.0,0.8853083091675343,8.0,7.0,0.3293338310285457,0.29772594092592014,0.0,0.0,1.0,0.0
0.1,1.0,0.0,0.0,0.5218909004290003,11.0,12.0,0.6827453990523443,0.7308270631425114,2.0,0.0,0.0,3.0
0.1,1.0,1.0,0.0,0.5501156705176771,7.0,7.0,0.4313850992375704,0.38257257316905147,4.0,2.0,1.0,3.0
0.1,1.0,2.0,1.0,0.7004643172290662,14.0,10.0,0.7259477776739577,0.6796441632412932,2.0,0.0,2.0,0.0
0.1,1.0,3.0,1.0,0.5313900366724333,0.0,4.0,3.301634704871381e-17,0.20437390221073903,0.0,1.0,0.0,3.0
0.1,1.0,4.0,1.0,0.31229630673034847,4.0,6.0,0.19669194037241297,0.4539270819790499,2.0,1.0,0.0,3.0
0.1,1.0,5.0,1.0,0.06709716242064978,4.0,10.0,0.20510839512916532,0.6071678288532427,0.0,2.0,0.0,4.0
0.1,1.0,6.0,0.0,0.9059122690591574,9.0,8.0,0.5646996703578685,0.5951397078028815,2.0,0.0,1.0,2.0
