gamma,replicate,individual,type,threshold,degree,degree_initial,centrality,centrality_initial,local_assortativity,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
0.7,0.0,0.0,1.0,0.048370026456534654,8.0,14.0,0.43030404120151106,0.7066291496337962,0.45362736782042634,1.0,4.0,0.0,3.0
0.7,0.0,1.0,1.0,0.33347067385878715,15.0,12.0,0.8497956732361283,0.6709105534941415,0.367633145696276,6.0,0.0,1.0,4.0
0.7,0.0,2.0,1.0,0.9216562983262552,16.0,9.0,0.6730806039150969,0.6237716654865828,0.05537227033984669,4.0,0.0,3.0,0.0
0.7,0.0,3.0,0.0,0.48213457030622453,9.0,8.0,0.422663847170097,0.4675501250462494,0.4448341764724267,2.0,0.0,1.0,2.0
0.7,0.0,4.0,1.0,0.8082330710130834,10.0,6.0,0.5017474461836668,0.3012446255017052,-0.04368307500986422,2.0,0.0,3.0,1.0
0.7,0.0,5.0,0.0,0.8307343265382507,11.0,6.0,0.4237312004902444,0.2578160685748964,0.1946707683537729,3.0,0.0,3.0,1.0
0.7,0.0,6.0,0.0,0.24995162598716836,3.0,8.0,0.159629462480418,0.41896062713859844,-0.07191475958865252,0.0,3.0,1.0,3.0
0.7,0.0,7.0,1.0,0.13800290982223928,4.0,10.0,0.19339730233216718,0.4664335609200064,0.4116705288374322,1.0,4.0,0.0,3.0
0.7,0.0,8.0,1.0,0.8969902059103498,9.0,6.0,0.45580018186154875,0.27571730792677096,0.0306375028805839,3.0,0.0,2.0,2.0
0.7,0.0,9.0,1.0,0.7111562124584719,0.0,4.0,0.0,0.23210543933468655,,0.0,2.0,0.0,2.0
0.7,0.0,10.0,0.0,0.3511864316041746,13.0,15.0,0.6058625117194936,0.8634403673575829,0.31610705280221124,3.0,0.0,1.0,6.0
0.7,0.0,11.0,1.0,0.885757179024588,7.0,4.0,0.29576854032019717,0.2245363000588413,0.25427642478207707,3.0,0.0,1.0,1.0
