gamma,replicate,individual,type,threshold,degree,degree_initial,centrality,centrality_initial,local_assortativity,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
-0.6,0.0,0.0,0.0,0.5705316251454068,8.0,7.0,0.372665528346428,0.3871054680486816,0.3732677081795825,4.0,1.0,1.0,3.0
-0.6,0.0,1.0,0.0,0.2682597758139009,9.0,9.0,0.398683015489922,0.47774137785713167,0.5029624030558051,4.0,5.0,1.0,0.0
-0.6,0.0,2.0,0.0,0.6052952376255275,15.0,12.0,0.7867736766687694,0.6688453617728235,0.421845906566848,2.0,0.0,4.0,3.0
-0.6,0.0,3.0,0.0,0.08485637761245057,2.0,7.0,0.09085264165893896,0.3762794457199481,0.7157336474441777,2.0,3.0,0.0,4.0
-0.6,0.0,4.0,0.0,0.973654351788043,0.0,1.0,6.150828905358543e-18,0.050076194855724995,,0.0,1.0,0.0,0.0
-0.6,0.0,5.0,1.0,0.5163392519162776,8.0,8.0,0.4547623745031733,0.3942403889993171,0.4698156885723753,3.0,1.0,0.0,2.0
-0.6,0.0,6.0,1.0,0.8889893296549173,14.0,10.0,0.8705189390293742,0.5983866947909117,0.1240279335997109,5.0,0.0,2.0,3.0
-0.6,0.0,7.0,1.0,0.09739239901236474,4.0,11.0,0.17083896418256067,0.46627878241351967,0.789775547192631,1.0,2.0,0.0,6.0
-0.6,0.0,8.0,1.0,0.08909037230224182,1.0,8.0,0.04041682263059914,0.22267345772080008,0.711366411468376,0.0,6.0,0.0,1.0
-0.6,0.0,9.0,1.0,0.018425881930962174,5.0,9.0,0.23566752213509143,0.37364753115510596,0.6826335409716695,1.0,1.0,0.0,4.0
-0.6,0.0,10.0,0.0,0.784254016320024,16.0,13.0,0.8954483159795813,0.7884567662419655,0.2622536937444943,2.0,0.0,3.0,2.0
-0.6,0.0,11.0,1.0,0.022194083754500715,1.0,3.0,0.0523603701848569,0.16989833246602104,0.7755519848211265,1.0,1.0,0.0,2.0
-0.6,0.0,12.0,0.0,0.16195251514004205,4.0,11.0,0.1883632391856609,0.6099027764865982,0.7291350641087702,1.0,3.0,0.0,5.0
-0.6,0.0,13.0,0.0,0.424495922954391,8.0,8.0,0.33482883288024157,0.3231263682193498,0.06769813039553085,2.0,1.0,2.0,3.0
-0.6,0.0,14.0,0.0,0.22851963870721692,5.0,9.0,0.2976152303409541,0.4106088137450175,0.45798287175103725,2.0,2.0,1.0,5.0
