gamma,replicate,individual,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
-0.6,0,119,0,2,1,1
-0.6,0,120,0,0,3,0
-0.6,0,121,0,1,1,1
-0.6,0,122,0,1,0,1
-0.6,0,123,1,0,1,0
-0.6,0,124,3,1,0,0
-0.6,0,125,0,2,3,1
-0.6,0,126,0,1,4,0
-0.6,0,127,2,0,1,0
-0.6,0,128,1,2,2,0
-0.6,0,129,1,0,2,1
-0.6,0,130,1,0,4,0
-0.6,0,131,2,0,0,0
-0.6,0,132,0,1,0,1
-0.6,0,133,2,1,0,0
-0.6,0,134,0,0,0,1
-0.6,0,135,0,1,1,1
-0.6,0,136,2,0,1,1
-0.6,0,137,3,0,2,0
-0.6,0,138,0,0,3,2
-0.6,0,139,0,3,2,0
-0.6,0,140,0,1,0,0
-0.6,0,141,0,1,0,1
-0.6,0,142,0,1,0,2
-0.6,0,143,0,2,0,3
-0.6,0,144,2,0,0,0
-0.6,0,145,0,1,3,0
-0.6,0,146,0,0,0,1
-0.6,0,147,0,1,0,1
-0.6,0,148,0,1,1,1
-0.6,0,149,1,1,4,0
-0.6,0,150,2,2,0,1
-0.6,0,151,1,1,0,0
-0.6,0,152,0,0,0,1
-0.6,0,153,0,2,0,0
-0.6,0,154,0,1,3,0
-0.6,0,155,0,3,0,2
-0.6,0,156,1,0,1,0
-0.6,0,157,0,2,0,0
-0.6,0,158,1,3,0,1
-0.6,0,159,0,2,1,1
-0.6,0,160,1,3,0,0
-0.6,0,161,2,0,2,0
-0.6,0,162,2,0,2,1
-0.6,0,163,1,1,0,0
-0.6,0,164,1,0,4,0
-0.6,0,165,0,0,2,0
-0.6,0,166,1,0,1,0
-0.6,0,167,3,1,4,0
-0.6,0,168,0,1,1,0
-0.6,0,169,1,0,3,0
-0.6,0,170,0,0,0,0
-0.6,0,171,1,2,0,0
-0.6,0,172,0,1,1,0
-0.6,0,173,3,1,3,2
-0.6,0,174,2,1,4,1
-0.6,0,175,1,0,1,1
-0.6,0,176,1,1,2,3
-0.6,0,177,0,2,0,2
-0.6,0,178,0,1,1,0
-0.6,0,179,1,0,3,2
-0.6,0,180,0,2,4,1
-0.6,0,181,0,0,2,0
-0.6,0,182,2,0,0,0
-0.6,0,183,0,1,1,1
-0.6,0,184,1,0,4,0
-0.6,0,185,0,2,0,0
-0.6,0,186,4,1,1,0
-0.6,0,187,0,0,5,0
-0.6,0,188,2,0,0,0
-0.6,0,189,0,1,0,2
-0.6,0,190,1,1,1,1
-0.6,0,191,0,1,3,0
-0.6,0,192,2,1,1,3
-0.6,0,193,1,4,1,0
-0.6,0,194,0,1,0,0
-0.6,0,195,2,0,2,0
-0.6,0,196,0,2,2,0
-0.6,0,197,0,0,3,2
-0.6,0,198,1,0,2,0
-0.6,0,199,1,3,0,4
-0.6,1,0,0,1,0,1
-0.6,1,1,2,0,0,0
-0.6,1,2,0,1,0,1
-0.6,1,3,0,1,0,3
-0.6,1,4,0,0,5,0
-0.6,1,5,0,1,0,1
-0.6,1,6,0,2,0,0
-0.6,1,7,1,0,6,0
-0.6,1,8,0,0,3,1
-0.6,1,9,1,1,3,0
-0.6,1,10,0,1,0,1
-0.6,1,11,0,0,1,1
-0.6,1,12,0,4,1,1
-0.6,1,13,0,1,1,0
-0.6,1,14,2,0,0,0
-0.6,1,15,0,1,0,1
-0.6,1,16,1,1,6,0
-0.6,1,17,2,0,0,1
-0.6,1,18,0,1,2,1
-0.6,1,19,0,2,3,0
-0.6,1,20,0,2,0,3
-0.6,1,21,0,1,0,1
-0.6,1,22,0,2,4,0
-0.6,1,23,0,1,0,2
-0.6,1,24,0,1,1,1
-0.6,1,25,0,0,0,0
-0.6,1,26,0,0,0,0
-0.6,1,27,1,0,0,0
-0.6,1,28,0,0,3,0
-0.6,1,29,2,1,3,0
-0.6,1,30,1,1,2,1
-0.6,1,31,0,1,0,1
-0.6,1,32,1,0,0,0
-0.6,1,33,1,3,1,0
-0.6,1,34,0,0,1,2
-0.6,1,35,0,3,1,1
-0.6,1,36,2,0,1,0
-0.6,1,37,1,1,1,3
-0.6,1,38,0,2,3,0
-0.6,1,39,2,2,1,3
-0.6,1,40,1,1,3,1
-0.6,1,41,0,4,0,0
-0.6,1,42,2,2,2,0
-0.6,1,43,2,2,1,0
-0.6,1,44,0,0,0,1
-0.6,1,45,2,0,1,0
-0.6,1,46,0,1,2,2
-0.6,1,47,2,1,1,0
-0.6,1,48,3,4,3,1
-0.6,1,49,2,1,1,1
-0.6,1,50,2,2,1,0
-0.6,1,51,2,0,2,0
-0.6,1,52,1,1,4,0
-0.6,1,53,1,0,1,0
-0.6,1,54,0,2,0,3
-0.6,1,55,0,0,2,1
-0.6,1,56,0,4,0,1
-0.6,1,57,0,2,0,0
-0.6,1,58,2,2,5,0
-0.6,1,59,4,2,5,1
-0.6,1,60,0,1,3,1
-0.6,1,61,1,0,2,0
-0.6,1,62,0,1,2,0
-0.6,1,63,1,0,1,0
-0.6,1,64,0,0,1,0
-0.6,1,65,1,2,2,1
-0.6,1,66,2,1,0,1
-0.6,1,67,1,0,0,0
-0.6,1,68,0,0,4,0
-0.6,1,69,0,2,1,1
-0.6,1,70,0,2,1,1
-0.6,1,71,0,0,0,1
-0.6,1,72,0,0,0,2
-0.6,1,73,0,0,0,1
-0.6,1,74,0,1,1,0
-0.6,1,75,1,2,0,0
-0.6,1,76,0,2,0,2
-0.6,1,77,2,1,0,1
-0.6,1,78,0,0,1,0
-0.6,1,79,0,0,1,1
-0.6,1,80,0,2,0,2
-0.6,1,81,0,2,1,1
-0.6,1,82,0,0,0,0
-0.6,1,83,2,1,3,0
-0.6,1,84,1,1,3,0
-0.6,1,85,1,1,4,0
-0.6,1,86,0,0,0,2
-0.6,1,87,2,1,1,0
-0.6,1,88,2,0,1,0
-0.6,1,89,0,1,0,0
-0.6,1,90,1,1,0,2
-0.6,1,91,2,0,1,0
-0.6,1,92,1,0,2,0
-0.6,1,93,1,0,2,0
-0.6,1,94,1,3,0,1
-0.6,1,95,1,2,2,0
-0.6,1,96,1,3,1,0
-0.6,1,97,3,0,1,0
-0.6,1,98,6,0,1,0
-0.6,1,99,2,0,3,0
-0.6,1,100,1,1,2,0
-0.6,1,101,0,0,1,0
-0.6,1,102,0,0,3,1
-0.6,1,103,1,0,1,4
-0.6,1,104,0,1,1,0
-0.6,1,105,0,1,1,0
-0.6,1,106,1,0,2,1
-0.6,1,107,1,0,0,0
-0.6,1,108,3,0,3,0
-0.6,1,109,1,0,3,0
-0.6,1,110,0,1,0,1
-0.6,1,111,1,2,1,2
-0.6,1,112,1,3,0,0
-0.6,1,113,0,1,0,3
-0.6,1,114,0,1,0,0
-0.6,1,115,1,0,1,1
-0.6,1,116,0,1,5,0
-0.6,1,117,1,0,2,0
-0.6,1,118,0,0,0,1
-0.6,1,119,0,4,0,0
-0.6,1,120,0,2,0,0
-0.6,1,121,3,0,0,0
-0.6,1,122,2,0,0,0
-0.6,1,123,1,1,0,0
-0.6,1,124,0,3,0,0
-0.6,1,125,0,1,0,1
-0.6,1,126,1,0,3,0
-0.6,1,127,2,0,1,1
-0.6,1,128,2,1,2,1
-0.6,1,129,1,1,4,0
-0.6,1,130,0,1,2,0
-0.6,1,131,2,1,0,0
-0.6,1,132,0,2,1,1
-0.6,1,133,0,2,1,1
-0.6,1,134,2,0,1,0
-0.6,1,135,2,0,1,0
-0.6,1,136,0,2,1,1
-0.6,1,137,2,1,2,0
-0.6,1,138,0,0,0,0
-0.6,1,139,1,0,1,0
-0.6,1,140,0,0,4,0
-0.6,1,141,0,0,2,0
-0.6,1,142,1,1,3,2
-0.6,1,143,0,2,0,0
-0.6,1,144,0,0,3,2
-0.6,1,145,0,0,0,1
-0.6,1,146,2,1,1,3
-0.6,1,147,1,0,1,0
-0.6,1,148,2,0,5,0
-0.6,1,149,0,0,0,0
-0.6,1,150,1,0,1,1
-0.6,1,151,1,1,1,0
-0.6,1,152,0,0,1,1
-0.6,1,153,1,2,2,0
-0.6,1,154,0,1,1,0
-0.6,1,155,1,1,0,0
-0.6,1,156,0,0,3,0
-0.6,1,157,0,1,1,0
-0.6,1,158,0,1,0,1
-0.6,1,159,0,1,1,1
-0.6,1,160,0,3,1,3
-0.6,1,161,0,0,0,0
-0.6,1,162,1,0,0,2
-0.6,1,163,0,0,2,1
-0.6,1,164,2,1,2,0
-0.6,1,165,0,2,1,0
-0.6,1,166,0,0,1,1
-0.6,1,167,2,0,2,0
-0.6,1,168,1,0,1,0
-0.6,1,169,2,0,1,0
-0.6,1,170,0,2,0,2
-0.6,1,171,4,1,4,0
-0.6,1,172,1,1,1,2
-0.6,1,173,0,2,0,0
-0.6,1,174,1,0,0,1
-0.6,1,175,0,0,1,2
-0.6,1,176,0,0,0,1
-0.6,1,177,1,3,1,2
-0.6,1,178,0,3,0,0
-0.6,1,179,2,1,2,0
-0.6,1,180,2,6,4,0
-0.6,1,181,0,2,0,1
-0.6,1,182,1,0,3,1
-0.6,1,183,0,0,2,0
-0.6,1,184,0,2,0,0
-0.6,1,185,1,1,1,1
-0.6,1,186,1,3,2,1
-0.6,1,187,1,0,4,0
-0.6,1,188,1,4,3,1
-0.6,1,189,3,0,4,0
-0.6,1,190,0,1,0,2
-0.6,1,191,0,1,3,0
-0.6,1,192,0,1,2,0
-0.6,1,193,3,1,5,0
-0.6,1,194,2,0,2,0
-0.6,1,195,0,0,0,0
-0.6,1,196,0,0,0,0
-0.6,1,197,1,1,0,0
-0.6,1,198,3,0,0,0
-0.6,1,199,1,1,2,1
-0.6,2,0,0,0,7,0
-0.6,2,1,2,0,2,0
-0.6,2,2,1,2,3,0
-0.6,2,3,4,0,1,0
-0.6,2,4,0,1,1,6
-0.6,2,5,0,1,0,0
-0.6,2,6,0,1,0,3
-0.6,2,7,0,0,4,2
-0.6,2,8,0,0,0,3
-0.6,2,9,0,0,1,0
-0.6,2,10,0,2,0,0
-0.6,2,11,1,1,3,0
-0.6,2,12,1,3,2,0
-0.6,2,13,0,1,1,1
-0.6,2,14,0,3,1,2
-0.6,2,15,2,1,1,0
-0.6,2,16,1,2,0,1
-0.6,2,17,0,1,0,1
-0.6,2,18,0,2,0,1
-0.6,2,19,1,0,2,0
-0.6,2,20,1,1,1,0
-0.6,2,21,0,0,0,2
-0.6,2,22,0,0,1,0
-0.6,2,23,0,2,1,1
-0.6,2,24,0,4,0,0
-0.6,2,25,2,0,2,0
-0.6,2,26,0,0,2,0
-0.6,2,27,0,1,0,2
-0.6,2,28,0,0,0,2
-0.6,2,29,0,0,2,0
-0.6,2,30,0,0,1,0
-0.6,2,31,0,1,0,2
-0.6,2,32,0,1,0,3
-0.6,2,33,0,3,0,1
-0.6,2,34,0,0,4,1
-0.6,2,35,0,0,2,0
-0.6,2,36,0,1,0,2
-0.6,2,37,2,0,3,0
-0.6,2,38,0,4,0,2
-0.6,2,39,1,0,2,2
-0.6,2,40,0,0,0,1
-0.6,2,41,0,2,0,1
-0.6,2,42,2,4,2,1
-0.6,2,43,1,0,1,0
-0.6,2,44,0,2,0,3
-0.6,2,45,0,3,0,2
-0.6,2,46,0,0,4,0
-0.6,2,47,1,0,2,1
-0.6,2,48,2,0,3,0
-0.6,2,49,1,0,1,1
-0.6,2,50,2,1,1,0
-0.6,2,51,0,1,0,2
-0.6,2,52,0,1,0,5
-0.6,2,53,1,0,1,0
-0.6,2,54,0,0,4,0
-0.6,2,55,0,2,0,2
-0.6,2,56,0,1,0,3
-0.6,2,57,0,2,0,1
-0.6,2,58,0,0,2,0
-0.6,2,59,0,2,0,3
-0.6,2,60,1,0,3,0
-0.6,2,61,0,1,1,0
-0.6,2,62,3,3,1,1
-0.6,2,63,0,1,0,0
-0.6,2,64,0,2,0,1
-0.6,2,65,1,2,3,0
-0.6,2,66,2,3,0,0
-0.6,2,67,0,0,2,0
-0.6,2,68,0,1,1,1
-0.6,2,69,0,1,0,2
-0.6,2,70,1,2,0,0
-0.6,2,71,1,0,4,0
-0.6,2,72,0,2,0,2
-0.6,2,73,1,0,4,1
-0.6,2,74,2,0,0,0
-0.6,2,75,0,1,0,1
-0.6,2,76,0,2,1,1
-0.6,2,77,0,0,0,0
-0.6,2,78,0,3,2,1
-0.6,2,79,0,4,0,2
-0.6,2,80,0,1,1,1
-0.6,2,81,3,3,1,0
-0.6,2,82,0,1,1,1
-0.6,2,83,0,2,2,0
-0.6,2,84,1,1,2,0
-0.6,2,85,1,0,3,1
-0.6,2,86,0,0,0,0
-0.6,2,87,1,1,0,0
-0.6,2,88,0,5,0,2
-0.6,2,89,3,0,3,0
-0.6,2,90,0,1,0,0
-0.6,2,91,0,0,0,2
-0.6,2,92,0,2,1,0
-0.6,2,93,1,2,0,2
-0.6,2,94,1,1,2,0
-0.6,2,95,0,0,0,1
-0.6,2,96,1,4,1,3
-0.6,2,97,3,1,0,0
-0.6,2,98,0,0,0,3
-0.6,2,99,0,0,1,0
-0.6,2,100,0,1,0,1
-0.6,2,101,0,1,0,1
-0.6,2,102,0,0,0,1
-0.6,2,103,0,4,3,0
-0.6,2,104,0,1,2,0
-0.6,2,105,1,0,2,0
-0.6,2,106,0,1,1,0
-0.6,2,107,2,0,2,0
-0.6,2,108,1,0,5,0
-0.6,2,109,0,1,2,0
-0.6,2,110,1,4,0,1
-0.6,2,111,0,2,1,0
-0.6,2,112,0,1,5,0
-0.6,2,113,0,1,0,2
-0.6,2,114,2,3,3,0
-0.6,2,115,0,0,5,0
-0.6,2,116,0,0,4,0
-0.6,2,117,1,0,1,0
-0.6,2,118,0,1,0,2
-0.6,2,119,0,2,4,0
-0.6,2,120,0,1,0,0
-0.6,2,121,1,0,2,0
-0.6,2,122,1,0,6,0
-0.6,2,123,0,2,0,4
-0.6,2,124,0,1,0,1
-0.6,2,125,1,0,5,0
-0.6,2,126,0,0,0,2
-0.6,2,127,0,0,0,1
-0.6,2,128,0,2,0,2
-0.6,2,129,1,2,2,1
-0.6,2,130,0,1,1,1
-0.6,2,131,1,1,1,0
-0.6,2,132,2,0,2,0
-0.6,2,133,0,4,0,1
-0.6,2,134,0,2,1,0
-0.6,2,135,1,1,2,0
-0.6,2,136,2,0,0,0
-0.6,2,137,2,0,3,0
-0.6,2,138,0,2,1,2
-0.6,2,139,0,3,1,1
-0.6,2,140,2,0,1,0
-0.6,2,141,0,1,0,2
-0.6,2,142,1,0,3,1
-0.6,2,143,0,1,0,0
-0.6,2,144,1,0,5,0
-0.6,2,145,0,1,0,2
-0.6,2,146,0,0,0,1
-0.6,2,147,1,0,3,0
-0.6,2,148,0,0,0,3
-0.6,2,149,0,3,0,1
-0.6,2,150,0,3,0,1
-0.6,2,151,1,0,1,0
-0.6,2,152,0,1,0,3
-0.6,2,153,0,0,1,0
-0.6,2,154,1,0,2,0
-0.6,2,155,2,1,0,0
-0.6,2,156,0,0,2,1
-0.6,2,157,0,0,0,0
-0.6,2,158,0,1,0,1
-0.6,2,159,0,1,1,1
-0.6,2,160,0,0,4,1
-0.6,2,161,0,2,0,1
-0.6,2,162,2,2,2,0
-0.6,2,163,2,4,1,0
-0.6,2,164,2,3,0,2
-0.6,2,165,0,0,4,1
-0.6,2,166,2,2,4,1
-0.6,2,167,1,0,2,0
-0.6,2,168,1,1,1,0
-0.6,2,169,1,0,2,0
-0.6,2,170,0,0,0,1
-0.6,2,171,0,1,0,0
-0.6,2,172,0,0,0,0
-0.6,2,173,1,2,4,0
-0.6,2,174,3,3,2,1
-0.6,2,175,0,0,2,0
-0.6,2,176,0,1,0,2
-0.6,2,177,0,0,2,1
-0.6,2,178,2,0,2,0
-0.6,2,179,0,2,0,1
-0.6,2,180,2,0,2,0
-0.6,2,181,0,0,0,4
-0.6,2,182,0,1,1,1
-0.6,2,183,1,2,0,1
-0.6,2,184,1,3,1,0
-0.6,2,185,0,2,2,0
-0.6,2,186,2,0,4,0
-0.6,2,187,1,2,0,0
-0.6,2,188,1,0,1,0
-0.6,2,189,2,1,0,0
-0.6,2,190,0,0,0,3
-0.6,2,191,2,0,2,0
-0.6,2,192,0,0,1,0
-0.6,2,193,2,0,5,0
-0.6,2,194,0,4,0,1
-0.6,2,195,0,2,0,2
-0.6,2,196,0,0,5,0
-0.6,2,197,0,0,0,0
-0.6,2,198,0,0,1,0
-0.6,2,199,1,3,0,1
-0.6,3,0,0,1,2,0
-0.6,3,1,1,0,1,0
-0.6,3,2,0,1,0,2
-0.6,3,3,0,0,4,0
-0.6,3,4,0,1,1,1
-0.6,3,5,0,0,1,0
-0.6,3,6,0,1,0,1
-0.6,3,7,0,2,0,1
-0.6,3,8,0,0,0,1
-0.6,3,9,1,1,0,1
-0.6,3,10,0,1,0,1
-0.6,3,11,0,1,0,3
-0.6,3,12,0,1,1,1
-0.6,3,13,0,0,0,3
-0.6,3,14,0,0,1,1
-0.6,3,15,0,3,0,1
-0.6,3,16,2,1,3,0
-0.6,3,17,0,0,0,0
-0.6,3,18,1,0,2,0
-0.6,3,19,1,2,1,0
-0.6,3,20,0,3,0,7
-0.6,3,21,0,1,0,2
-0.6,3,22,0,1,3,0
-0.6,3,23,2,0,0,0
-0.6,3,24,2,1,1,2
-0.6,3,25,1,1,0,0
-0.6,3,26,1,2,2,0
-0.6,3,27,0,2,0,0
-0.6,3,28,1,2,2,1
-0.6,3,29,0,0,2,0
-0.6,3,30,2,0,2,0
-0.6,3,31,3,0,3,0
-0.6,3,32,0,1,0,2
-0.6,3,33,2,1,7,1
-0.6,3,34,4,2,1,0
-0.6,3,35,0,1,0,0
-0.6,3,36,2,0,1,2
-0.6,3,37,0,1,0,0
-0.6,3,38,0,0,0,0
-0.6,3,39,0,0,0,2
-0.6,3,40,0,1,0,0
-0.6,3,41,1,1,2,1
-0.6,3,42,1,0,0,0
-0.6,3,43,0,2,2,1
-0.6,3,44,0,2,0,1
-0.6,3,45,0,2,0,0
-0.6,3,46,0,1,0,1
-0.6,3,47,0,3,0,5
-0.6,3,48,0,3,0,2
-0.6,3,49,0,0,1,0
-0.6,3,50,1,1,1,0
-0.6,3,51,1,0,2,0
-0.6,3,52,0,2,0,2
-0.6,3,53,0,0,0,1
-0.6,3,54,1,0,2,1
-0.6,3,55,0,1,0,0
-0.6,3,56,2,0,1,0
-0.6,3,57,0,0,0,1
-0.6,3,58,0,1,0,1
-0.6,3,59,0,0,3,0
-0.6,3,60,0,1,4,0
-0.6,3,61,1,0,2,0
-0.6,3,62,0,3,0,1
-0.6,3,63,0,1,0,1
-0.6,3,64,0,2,0,1
-0.6,3,65,1,0,2,0
-0.6,3,66,1,2,4,0
-0.6,3,67,0,0,3,0
-0.6,3,68,0,3,0,0
-0.6,3,69,0,4,0,1
-0.6,3,70,0,1,2,0
-0.6,3,71,0,1,0,0
-0.6,3,72,0,1,0,4
-0.6,3,73,0,2,0,1
-0.6,3,74,0,0,3,1
-0.6,3,75,0,2,3,1
-0.6,3,76,1,0,0,2
-0.6,3,77,1,0,3,0
-0.6,3,78,2,0,4,0
-0.6,3,79,0,0,0,0
-0.6,3,80,1,0,1,0
-0.6,3,81,0,1,0,1
-0.6,3,82,1,1,2,0
-0.6,3,83,0,2,0,0
-0.6,3,84,0,2,0,1
-0.6,3,85,1,1,4,0
-0.6,3,86,0,3,0,2
-0.6,3,87,0,0,1,2
-0.6,3,88,1,0,1,0
-0.6,3,89,0,2,0,1
-0.6,3,90,0,0,0,1
-0.6,3,91,0,0,0,1
-0.6,3,92,2,1,0,0
-0.6,3,93,2,3,2,1
-0.6,3,94,0,0,1,1
-0.6,3,95,2,0,2,0
-0.6,3,96,1,0,1,0
-0.6,3,97,0,1,0,2
-0.6,3,98,0,1,0,1
-0.6,3,99,0,0,0,1
-0.6,3,100,2,2,1,2
-0.6,3,101,0,0,0,2
-0.6,3,102,0,3,2,1
-0.6,3,103,0,3,4,0
-0.6,3,104,0,0,0,1
-0.6,3,105,0,0,0,1
-0.6,3,106,0,1,0,3
-0.6,3,107,0,1,0,0
-0.6,3,108,0,2,0,0
-0.6,3,109,0,1,0,2
-0.6,3,110,2,1,6,0
-0.6,3,111,0,1,0,1
-0.6,3,112,1,2,0,0
-0.6,3,113,0,1,0,1
-0.6,3,114,1,2,0,0
-0.6,3,115,0,1,0,2
-0.6,3,116,0,0,0,0
-0.6,3,117,0,0,1,1
-0.6,3,118,2,1,1,0
-0.6,3,119,0,0,0,2
-0.6,3,120,0,0,1,2
-0.6,3,121,0,2,0,4
-0.6,3,122,0,3,0,3
-0.6,3,123,0,2,0,0
-0.6,3,124,1,0,1,0
-0.6,3,125,0,1,0,1
-0.6,3,126,0,1,0,1
-0.6,3,127,0,1,2,1
-0.6,3,128,1,0,0,0
-0.6,3,129,0,1,1,1
-0.6,3,130,0,2,0,1
-0.6,3,131,0,0,3,0
-0.6,3,132,0,1,0,1
-0.6,3,133,0,2,0,1
-0.6,3,134,0,3,0,1
-0.6,3,135,1,4,1,1
-0.6,3,136,1,0,2,0
-0.6,3,137,0,3,0,2
-0.6,3,138,0,3,0,1
-0.6,3,139,0,3,0,2
-0.6,3,140,0,1,0,5
-0.6,3,141,2,0,4,0
-0.6,3,142,0,2,2,2
-0.6,3,143,0,1,0,1
-0.6,3,144,1,0,5,0
-0.6,3,145,0,0,0,0
-0.6,3,146,2,0,0,0
-0.6,3,147,0,2,0,0
-0.6,3,148,1,0,3,1
-0.6,3,149,0,1,0,0
-0.6,3,150,0,0,0,1
-0.6,3,151,0,0,0,2
-0.6,3,152,0,1,5,0
-0.6,3,153,2,2,2,0
-0.6,3,154,3,0,2,2
-0.6,3,155,2,0,1,0
-0.6,3,156,1,0,2,0
-0.6,3,157,0,2,0,2
-0.6,3,158,0,1,0,2
-0.6,3,159,0,2,0,2
-0.6,3,160,0,2,0,3
-0.6,3,161,0,0,0,0
-0.6,3,162,0,1,0,2
-0.6,3,163,0,1,0,0
-0.6,3,164,0,1,1,0
-0.6,3,165,0,0,0,0
-0.6,3,166,0,5,0,0
-0.6,3,167,0,1,0,1
-0.6,3,168,0,0,0,3
-0.6,3,169,0,3,0,1
-0.6,3,170,0,0,4,0
-0.6,3,171,0,3,1,0
-0.6,3,172,0,0,3,0
-0.6,3,173,0,1,3,1
-0.6,3,174,0,1,0,0
-0.6,3,175,0,2,1,1
-0.6,3,176,0,0,0,1
-0.6,3,177,1,1,2,0
-0.6,3,178,0,3,4,0
-0.6,3,179,0,0,1,0
-0.6,3,180,0,0,2,1
-0.6,3,181,1,0,4,0
-0.6,3,182,1,2,0,0
-0.6,3,183,2,0,2,1
-0.6,3,184,0,3,0,0
-0.6,3,185,0,2,0,1
-0.6,3,186,0,0,0,1
-0.6,3,187,1,1,0,0
-0.6,3,188,1,0,2,0
-0.6,3,189,0,1,2,1
-0.6,3,190,0,0,0,1
-0.6,3,191,0,1,3,0
-0.6,3,192,0,0,0,0
-0.6,3,193,0,2,1,1
-0.6,3,194,1,0,5,1
-0.6,3,195,0,1,0,1
-0.6,3,196,0,4,0,0
-0.6,3,197,0,3,1,2
-0.6,3,198,0,1,0,1
-0.6,3,199,0,2,0,1
-0.6,4,0,0,1,2,0
-0.6,4,1,0,0,2,0
-0.6,4,2,0,0,0,0
-0.6,4,3,0,0,1,0
-0.6,4,4,0,1,0,2
-0.6,4,5,0,2,0,1
-0.6,4,6,0,0,0,0
-0.6,4,7,0,1,0,0
-0.6,4,8,0,1,0,2
-0.6,4,9,0,1,0,2
-0.6,4,10,0,0,0,3
-0.6,4,11,0,1,3,1
-0.6,4,12,0,2,0,1
-0.6,4,13,0,2,0,1
-0.6,4,14,0,3,1,1
-0.6,4,15,0,2,3,0
-0.6,4,16,0,0,1,0
-0.6,4,17,0,0,0,2
