gamma,replicate,individual,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
0.7,0,0,0,3,1,1
0.7,0,1,1,0,1,1
0.7,0,2,0,1,1,2
0.7,0,3,1,2,1,1
0.7,0,4,0,0,0,0
0.7,0,5,0,1,0,1
0.7,0,6,2,0,3,0
0.7,0,7,0,2,3,2
0.7,0,8,0,2,0,1
0.7,0,9,0,1,1,1
0.7,0,10,0,0,1,0
0.7,0,11,1,1,3,3
0.7,0,12,1,0,1,0
0.7,0,13,1,2,1,1
0.7,0,14,0,1,0,0
0.7,0,15,0,1,1,0
0.7,0,16,0,2,0,2
0.7,0,17,0,0,0,0
0.7,0,18,0,1,0,3
0.7,0,19,2,1,2,2
0.7,0,20,0,1,0,0
0.7,0,21,0,3,0,1
0.7,0,22,0,2,1,1
0.7,0,23,0,0,0,0
0.7,0,24,0,1,0,0
0.7,0,25,0,0,0,2
0.7,0,26,0,1,0,1
0.7,0,27,0,0,0,1
0.7,0,28,0,2,0,1
0.7,0,29,1,2,0,0
0.7,0,30,1,2,1,0
0.7,0,31,1,3,0,2
0.7,0,32,0,1,0,0
0.7,0,33,1,4,1,2
0.7,0,34,0,1,1,1
0.7,0,35,0,1,0,4
0.7,0,36,1,3,0,1
0.7,0,37,0,3,0,1
0.7,0,38,1,0,2,0
0.7,0,39,0,2,1,2
0.7,0,40,0,0,0,1
0.7,0,41,1,0,0,0
0.7,0,42,0,0,0,3
0.7,0,43,0,1,0,2
0.7,0,44,1,2,1,3
0.7,0,45,0,1,0,2
0.7,0,46,0,2,0,2
0.7,0,47,0,3,0,0
0.7,0,48,0,4,0,2
0.7,0,49,0,0,0,0
0.7,0,50,1,2,2,0
0.7,0,51,1,1,1,2
0.7,0,52,3,0,0,0
0.7,0,53,1,1,0,2
0.7,0,54,0,0,0,1
0.7,0,55,1,0,1,0
0.7,0,56,0,1,0,1
0.7,0,57,0,0,3,0
0.7,0,58,0,0,1,2
0.7,0,59,2,0,3,0
0.7,0,60,0,2,0,1
0.7,0,61,0,1,0,0
0.7,0,62,0,4,0,1
0.7,0,63,2,2,0,1
0.7,0,64,1,1,2,3
0.7,0,65,1,0,0,3
0.7,0,66,0,1,1,2
0.7,0,67,0,1,0,0
0.7,0,68,0,1,0,1
0.7,0,69,5,3,2,0
0.7,0,70,0,2,0,2
0.7,0,71,1,0,0,1
0.7,0,72,0,2,0,1
0.7,0,73,2,1,2,0
0.7,0,74,0,0,0,0
0.7,0,75,0,0,0,1
0.7,0,76,0,2,0,0
0.7,0,77,0,2,0,2
0.7,0,78,0,0,0,2
0.7,0,79,0,1,0,1
0.7,0,80,0,1,0,4
0.7,0,81,0,1,0,1
0.7,0,82,1,0,2,0
0.7,0,83,1,0,0,2
0.7,0,84,1,1,1,1
0.7,0,85,0,2,0,1
0.7,0,86,0,1,0,2
0.7,0,87,0,2,0,1
0.7,0,88,2,2,0,1
0.7,0,89,1,0,1,2
0.7,0,90,0,1,1,0
0.7,0,91,1,1,2,0
0.7,0,92,0,0,0,1
0.7,0,93,0,3,1,0
0.7,0,94,1,3,2,1
0.7,0,95,0,0,0,0
0.7,0,96,1,0,1,0
0.7,0,97,0,0,0,0
0.7,0,98,0,1,0,0
0.7,0,99,0,1,0,0
0.7,0,100,0,1,0,2
0.7,0,101,1,3,1,1
0.7,0,102,0,1,0,1
0.7,0,103,0,1,2,0
0.7,0,104,3,0,0,0
0.7,0,105,0,0,0,0
0.7,0,106,0,1,0,0
0.7,0,107,3,3,1,0
0.7,0,108,0,1,0,1
0.7,0,109,2,1,1,0
0.7,0,110,1,2,0,2
0.7,0,111,0,1,0,2
0.7,0,112,1,0,0,1
0.7,0,113,0,1,0,0
0.7,0,114,2,0,3,0
0.7,0,115,0,2,0,0
0.7,0,116,0,2,0,0
0.7,0,117,0,1,0,0
0.7,0,118,2,0,5,3
0.7,0,119,2,1,1,0
0.7,0,120,1,0,0,1
0.7,0,121,0,1,2,1
0.7,0,122,0,0,2,0
0.7,0,123,0,1,0,1
0.7,0,124,0,0,1,0
0.7,0,125,0,1,0,1
0.7,0,126,0,1,0,2
0.7,0,127,0,0,0,1
0.7,0,128,1,0,2,1
0.7,0,129,0,1,0,1
0.7,0,130,0,0,0,1
0.7,0,131,0,1,1,1
0.7,0,132,0,4,0,0
0.7,0,133,0,0,0,0
0.7,0,134,0,1,0,1
0.7,0,135,0,1,0,1
0.7,0,136,0,0,3,1
0.7,0,137,1,2,0,0
0.7,0,138,0,4,0,1
0.7,0,139,1,1,1,1
0.7,0,140,0,1,0,4
0.7,0,141,1,0,0,0
0.7,0,142,1,0,0,1
0.7,0,143,0,0,0,0
0.7,0,144,0,2,0,1
0.7,0,145,0,1,1,0
0.7,0,146,0,4,0,1
0.7,0,147,0,3,0,0
0.7,0,148,0,1,1,0
0.7,0,149,0,3,0,1
0.7,0,150,0,2,1,2
0.7,0,151,0,1,1,0
0.7,0,152,2,0,1,0
0.7,0,153,0,1,0,0
0.7,0,154,1,0,0,2
0.7,0,155,0,1,2,2
0.7,0,156,1,1,3,0
0.7,0,157,2,0,0,0
0.7,0,158,1,2,1,0
0.7,0,159,1,0,2,0
0.7,0,160,0,1,0,3
0.7,0,161,1,4,6,1
0.7,0,162,0,2,0,0
0.7,0,163,0,0,2,0
0.7,0,164,0,2,0,2
