gamma,replicate,individual,type,threshold,degree,degree_initial,centrality,centrality_initial,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
0.4,0.0,0.0,1.0,0.8864286863256481,7.0,4.0,0.20165493736187537,0.13626429876035387,1.0,0.0,2.0,0.0
0.4,0.0,1.0,0.0,0.4267770061162103,1.0,3.0,0.03506418580661047,0.19611235160740176,1.0,2.0,0.0,1.0
0.4,0.0,2.0,0.0,0.8996885724198237,12.0,9.0,0.4444389859410236,0.41532738279245723,3.0,0.0,3.0,3.0
0.4,0.0,3.0,0.0,0.8797632578062221,9.0,4.0,0.28893738148953035,0.16220973724541946,4.0,1.0,4.0,2.0
0.4,0.0,4.0,0.0,0.07758205674008478,6.0,4.0,0.23037848127348762,0.22805697444095818,4.0,1.0,0.0,1.0
0.4,0.0,5.0,0.0,0.43617027409392917,16.0,13.0,0.6481383240895939,0.7622101733884112,3.0,1.0,2.0,1.0
0.4,0.0,6.0,1.0,0.03221375456522513,5.0,3.0,0.2041296233165144,0.12286971884490243,4.0,1.0,0.0,1.0
0.4,0.0,7.0,0.0,0.4639811895336632,12.0,10.0,0.521297203947572,0.4022815561468284,2.0,0.0,1.0,1.0
0.4,0.0,8.0,1.0,0.14226246025354528,4.0,8.0,0.20307453615244453,0.4206382553166427,3.0,4.0,0.0,3.0
0.4,0.0,9.0,1.0,0.14237448262587205,6.0,10.0,0.28277946354304595,0.44520337357223333,4.0,3.0,1.0,6.0
0.4,0.0,10.0,1.0,0.2267951656847752,3.0,4.0,0.16452200086298294,0.13762995365583558,2.0,1.0,0.0,2.0
0.4,0.0,11.0,1.0,0.602717517126932,2.0,6.0,0.08252996207934578,0.2179754922742066,1.0,4.0,1.0,2.0
0.4,0.0,12.0,0.0,0.8500343471310209,16.0,5.0,0.811200794775627,0.26557714832061513,7.0,0.0,4.0,0.0
0.4,0.0,13.0,1.0,0.5676184002508431,13.0,6.0,0.5116496812027512,0.2768506551900601,6.0,0.0,3.0,2.0
0.4,0.0,14.0,1.0,0.8756526567202043,0.0,2.0,1.983818663819234e-17,0.061144584531482485,0.0,0.0,0.0,2.0
0.4,0.0,15.0,0.0,0.8983054813186935,12.0,4.0,0.5123930881786003,0.1420971143961259,4.0,0.0,4.0,0.0
0.4,0.0,16.0,0.0,0.2706645234480308,4.0,6.0,0.16024905390388328,0.15709546348181963,1.0,1.0,1.0,3.0
0.4,0.0,17.0,0.0,0.23907482965354754,9.0,13.0,0.42006952245265605,0.6511669634955718,1.0,1.0,0.0,4.0
0.4,0.0,18.0,1.0,0.7378465689282904,11.0,5.0,0.4079846079546721,0.1739662183678442,7.0,0.0,0.0,1.0
0.4,0.0,19.0,0.0,0.09083235369998954,4.0,7.0,0.16840420788009922,0.25453442440062424,3.0,2.0,0.0,4.0
0.4,0.0,20.0,1.0,0.9898470086222325,14.0,10.0,0.56344084130326,0.40588502933368115,4.0,0.0,1.0,1.0
0.4,0.0,21.0,0.0,0.8374040296910183,9.0,5.0,0.4045111135114621,0.17609549031547161,2.0,0.0,2.0,0.0
0.4,0.0,22.0,1.0,0.090283963913244,3.0,6.0,0.1357726350079651,0.24140521480201746,1.0,2.0,0.0,2.0
0.4,0.0,23.0,1.0,0.7645167491794095,14.0,8.0,0.7111621629696079,0.37080359607016855,3.0,0.0,3.0,0.0
0.4,0.0,24.0,1.0,0.5649037026741232,4.0,5.0,0.18795104907637408,0.17634043441165784,3.0,3.0,0.0,1.0
0.4,0.0,25.0,1.0,0.4898090660975295,1.0,3.0,0.05817551080215683,0.1301601894605427,0.0,1.0,0.0,1.0
0.4,0.0,26.0,0.0,0.2545179367943937,9.0,8.0,0.41809913447193797,0.4831336065790077,3.0,1.0,0.0,1.0
0.4,0.0,27.0,1.0,0.42673706525153243,14.0,11.0,0.5755861515482548,0.5779103159536608,6.0,1.0,1.0,3.0
0.4,0.0,28.0,1.0,0.36430991816625624,12.0,12.0,0.5366406521867314,0.6762477668284881,1.0,1.0,2.0,2.0
0.4,0.0,29.0,0.0,0.3283959261099887,8.0,9.0,0.3512413858630445,0.3470728960568752,2.0,2.0,0.0,1.0
0.4,0.0,30.0,0.0,0.42283408837089576,11.0,4.0,0.40269815911954165,0.0795816913233816,6.0,0.0,2.0,1.0
0.4,0.0,31.0,0.0,0.7748805212112948,10.0,9.0,0.373711783374237,0.4099660219292691,1.0,0.0,2.0,2.0
