trial,samplers,samplers_active,sampler_A,sampler_B,total_active,active_A,active_B,avg_cascade_size,active_diff,cascade_bias,gamma,replicate
post,20.0,8.0571,4.0883,3.9688,9.1292,4.7072,4.422,1.1148749129601148,5.0996,0.6661091600979786,-0.10000000000001588,2
pre,20.0,9.8928,5.063,4.8298,32.8406,15.5092,17.3314,3.11996968239004,4.6326,0.20810375579437923,-0.10000000000001588,2
post,20.0,7.8106,4.0581,3.7525,8.8915,4.7304,4.1611,1.1201269764748663,4.8947,0.6472408295972818,-0.10000000000001588,15
pre,20.0,9.2942,4.8075,4.4867,44.4831,23.0933,21.3898,4.879215265089928,3.8951,0.12155899971398999,-0.10000000000001588,15
post,20.0,8.0529,4.1092,3.9437,9.0852,4.8272,4.258,1.1064985038508,5.0422,0.6499247597754456,-0.10000000000001588,9
pre,20.0,9.5993,5.0975,4.5018,42.4256,23.4181,19.0075,4.376076186164297,5.8764,0.16526675889894604,-0.10000000000001588,9
post,20.0,8.0054,4.0494,3.956,9.1191,4.667,4.4521,1.117401704199715,5.2175,0.6684679663366602,-0.10000000000001588,51
pre,20.0,9.5571,4.7301,4.827,35.7066,15.6748,20.0318,3.684445815725034,5.3994,0.19129155298287762,-0.10000000000001588,51
post,20.0,8.0162,3.981,4.0352,8.7951,4.3956,4.3995,1.07941888239335,5.0383,0.6796584612914113,-0.10000000000001588,5
pre,20.0,9.903,4.7281,5.1749,35.1333,14.6188,20.5145,3.3801602157520767,7.0263,0.27351880598205813,-0.10000000000001588,5
post,20.0,8.0049,4.0479,3.957,8.6415,4.3967,4.2448,1.066136309836215,4.8099,0.6591180186965325,-0.10000000000001588,3
pre,20.0,10.1982,4.8612,5.337,77.4574,33.8972,43.5602,7.939320964189283,9.8424,0.16215932299168356,-0.10000000000001588,3
post,20.0,7.814,4.1298,3.6842,8.6966,4.5202,4.1764,1.095834825032538,5.0216,0.676003518231755,-0.10000000000001588,68
pre,20.0,9.3185,5.0428,4.2757,30.3498,18.99,11.3598,3.0997779618296657,8.605,0.3196075904880177,-0.10000000000001588,68
post,20.0,8.2324,4.0162,4.2162,9.3173,4.713,4.6043,1.1117763916848096,5.1933,0.6611009398008436,-0.10000000000001588,14
pre,20.0,10.2211,4.932,5.2891,60.4644,29.6877,30.7767,6.05938320774918,4.1724,0.09493564027681715,-0.10000000000001588,14
post,20.0,8.2811,3.8817,4.3994,9.3383,4.2953,5.043,1.1111907364100222,5.2979,0.6717036579886044,-0.10000000000001588,34
pre,20.0,10.0121,4.8144,5.1977,53.4578,26.0731,27.3847,5.372275663042245,4.2472,0.10884919043702564,-0.10000000000001588,34
post,20.0,8.214,4.1929,4.0211,8.9754,4.6125,4.3629,1.0746577499466938,5.1166,0.6735369778779171,-0.10000000000001588,35
pre,20.0,10.4322,5.5693,4.8629,84.8447,48.2585,36.5862,9.103170058743133,11.8147,0.17056174237512986,-0.10000000000001588,35
post,20.0,7.8251,3.9593,3.8658,8.6159,4.2656,4.3503,1.0830690437282011,4.9183,0.6722515692190207,-0.10000000000001588,83
pre,20.0,9.8232,4.9537,4.8695,35.3118,16.6063,18.7055,3.2720880277224613,4.897,0.21260851848582632,-0.10000000000001588,83
