gamma,replicate,assort_final,assort_initial
-0.2,0.0,0.32020557669373595,-0.00074994330580937
-0.2,1.0,0.24303789105084056,-0.013499725321713632
-0.2,2.0,0.18494119616624113,0.0004821181361645493
-0.2,3.0,0.19931724726510988,-0.04260272557961438
-0.2,4.0,0.27139488373481396,0.026016884585783873
-0.2,5.0,0.2508676746319862,0.011544197978316639
-0.2,6.0,0.3456178440869194,0.004160965402706566
-0.2,7.0,0.26011463250168587,0.04753900888029803
-0.2,8.0,0.24809269121554597,-0.017680743857055082
-0.2,9.0,0.33722732347892764,0.008000256012288655
-0.2,10.0,0.29165937518228713,0.001569080325613771
-0.2,11.0,0.23911543464736149,-0.051896072032299165
-0.2,12.0,0.1559653500497028,-0.05811955566883776
-0.2,13.0,0.19402712730369204,-0.018095927371013905
-0.2,14.0,0.23192705945450293,0.004745523919351288
-0.2,15.0,0.30366462251761495,0.03396667695898499
-0.2,16.0,0.19826568833701055,-0.038396943750414074
-0.2,17.0,0.2649750298607126,0.0356543957722361
-0.2,18.0,0.22770469072339272,0.019526066496227096
-0.2,19.0,0.2106286350399706,8.400974539927502e-05
-0.2,20.0,0.25964892952884566,0.03798700189939526
-0.2,21.0,0.22008118598702203,-0.01003772083239739
-0.2,22.0,0.26473218277743,-0.008367648535855064
-0.2,23.0,0.20986505351326198,-0.06272467228258008
-0.2,24.0,0.20007608540586824,-0.009384757219824685
-0.2,25.0,0.2223366624173711,0.02874917531786168
-0.2,26.0,0.22478218780251696,-0.002603543594095941
-0.2,27.0,0.18069197834025952,0.0029236790657740457
-0.2,28.0,0.20362336595419647,-0.015905654200762724
-0.2,29.0,0.19435384096277122,-0.02153322803062617
-0.2,30.0,0.19415889441078354,-0.049933608647934384
-0.2,31.0,0.14332499068107993,-0.01616220037272669
-0.2,32.0,0.28525922671353265,0.11306915047296548
-0.2,33.0,0.26495788893829686,-0.007384872449824336
-0.2,34.0,0.20806389889217045,-0.001760595131034716
-0.2,35.0,0.3745225500511681,0.05918757155147032
-0.2,36.0,0.16424027165216026,-0.05696051762684906
-0.2,37.0,0.2405966539004233,0.016004609991611997
-0.2,38.0,0.17385025843319907,0.005289315931223679
-0.2,39.0,0.2503198090692123,0.014343369664367674
-0.2,40.0,0.30420087809989194,0.051214922131825304
-0.2,41.0,0.17992106045868542,-0.012018860371203925
-0.2,42.0,0.21419079381681932,-0.030260393594969535
-0.2,43.0,0.2932562873465099,0.04897538113855648
-0.2,44.0,0.26446766208985495,-0.0050456562045447986
-0.2,45.0,0.28407248081911135,0.04672816179777946
-0.2,46.0,0.25399982703450674,-0.012000892237026552
-0.2,47.0,0.2623366617757176,0.01110179664761526
-0.2,48.0,0.1897366644159354,-0.03949999939129535
-0.2,49.0,0.1183405862392885,-0.06526587901733404
-0.2,50.0,0.1831577930234806,-0.03971689666612956
-0.2,51.0,0.22491642688865926,-0.01891088722708198
-0.2,52.0,0.16052617172530853,-0.02865196834662174
-0.2,53.0,0.14590524908893343,-0.034165682079974925
-0.2,54.0,0.2765141981099695,-0.03294034748604527
-0.2,55.0,0.15245480441622758,-0.05068040946103828
-0.2,56.0,0.255140040235707,0.0016408566444557008
