user_id,user_id_str
1260971247044825090,"""1260971247044825090"""
3886785315,"""3886785315"""
1022892926857293824,"""1022892926857293824"""
1182747280199147520,"""1182747280199147520"""
2758476579,"""2758476579"""
1257153483561529346,"""1257153483561529346"""
4847310106,"""4847310106"""
1059821537761607680,"""1059821537761607680"""
2248385168,"""2248385168"""
1211868354417348608,"""1211868354417348608"""
17956999,"""17956999"""
1154967800424927232,"""1154967800424927232"""
329429908,"""329429908"""
1159176415398338560,"""1159176415398338560"""
464302065,"""464302065"""
1133903930339934208,"""1133903930339934208"""
768262351954939904,"""768262351954939904"""
998345806011863040,"""998345806011863040"""
481408081,"""481408081"""
1113151443765211136,"""1113151443765211136"""
975063292082143232,"""975063292082143232"""
806652540435697664,"""806652540435697664"""
266047094,"""266047094"""
2952339636,"""2952339636"""
3145934476,"""3145934476"""
314198523,"""314198523"""
1054949434075820033,"""1054949434075820033"""
1030123033695080448,"""1030123033695080448"""
1003042270411722754,"""1003042270411722754"""
1523378143,"""1523378143"""
2479071036,"""2479071036"""
371535274,"""371535274"""
1036123895626182656,"""1036123895626182656"""
48500649,"""48500649"""
130609197,"""130609197"""
995369504581541889,"""995369504581541889"""
1025493503105789952,"""1025493503105789952"""
1018783769443143680,"""1018783769443143680"""
25092834,"""25092834"""
1015128837544439808,"""1015128837544439808"""
1525829310,"""1525829310"""
516171204,"""516171204"""
869685000052113409,"""869685000052113409"""
174855927,"""174855927"""
983944347333767168,"""983944347333767168"""
985790906820415488,"""985790906820415488"""
985767077146488832,"""985767077146488832"""
984429025538920449,"""984429025538920449"""
983940327332446208,"""983940327332446208"""
983227542541758464,"""983227542541758464"""
982423105770590209,"""982423105770590209"""
983215839737458688,"""983215839737458688"""
701003984,"""701003984"""
980266264814735360,"""980266264814735360"""
979915399939612672,"""979915399939612672"""
1169985804,"""1169985804"""
979059837626707968,"""979059837626707968"""
978944613544349696,"""978944613544349696"""
974746764497510400,"""974746764497510400"""
606422143,"""606422143"""
972013234222858240,"""972013234222858240"""
969316245555372035,"""969316245555372035"""
969169915298004993,"""969169915298004993"""
26921138,"""26921138"""
967857364387975168,"""967857364387975168"""
964215794019155968,"""964215794019155968"""
961854100664020992,"""961854100664020992"""
469849854,"""469849854"""
958759982391902208,"""958759982391902208"""
958565497007730689,"""958565497007730689"""
952821155987046400,"""952821155987046400"""
3279047820,"""3279047820"""
949667112603144192,"""949667112603144192"""
948912818094567425,"""948912818094567425"""
948305980399349760,"""948305980399349760"""
946950822436397056,"""946950822436397056"""
946948518760951808,"""946948518760951808"""
946616257595314176,"""946616257595314176"""
945634823090999296,"""945634823090999296"""
944659158858653703,"""944659158858653703"""
944259872564146176,"""944259872564146176"""
943787649676005377,"""943787649676005377"""
943590265389907968,"""943590265389907968"""
941952563611611137,"""941952563611611137"""
941745654568771585,"""941745654568771585"""
941702184357564418,"""941702184357564418"""
941567559391879168,"""941567559391879168"""
941487355885522945,"""941487355885522945"""
886245708252291072,"""886245708252291072"""
940983354186330112,"""940983354186330112"""
940256361383854080,"""940256361383854080"""
940171940391559169,"""940171940391559169"""
938980172534910978,"""938980172534910978"""
936967850756993024,"""936967850756993024"""
3297344252,"""3297344252"""
930802954424037376,"""930802954424037376"""
924272377818595329,"""924272377818595329"""
922005884624166912,"""922005884624166912"""
913829284736675840,"""913829284736675840"""
913623725521563649,"""913623725521563649"""
912225704179388417,"""912225704179388417"""
45181145,"""45181145"""
908284759125614593,"""908284759125614593"""
907649665033633792,"""907649665033633792"""
907296933743493120,"""907296933743493120"""
906367135055724544,"""906367135055724544"""
906262299995815936,"""906262299995815936"""
902217413290319872,"""902217413290319872"""
901506364161306625,"""901506364161306625"""
4866697624,"""4866697624"""
870954292374622208,"""870954292374622208"""
856662418008793088,"""856662418008793088"""
776677885,"""776677885"""
849196879296565250,"""849196879296565250"""
382313792,"""382313792"""
807624467052658688,"""807624467052658688"""
221710464,"""221710464"""
14813088,"""14813088"""
94371352,"""94371352"""
2880201316,"""2880201316"""
820808710171852800,"""820808710171852800"""
1855999560,"""1855999560"""
22870443,"""22870443"""
3011521875,"""3011521875"""
783694610426060800,"""783694610426060800"""
3153815321,"""3153815321"""
813094919535468544,"""813094919535468544"""
28432614,"""28432614"""
838098116,"""838098116"""
785323035683348481,"""785323035683348481"""
588618240,"""588618240"""
729127590217179136,"""729127590217179136"""
266731779,"""266731779"""
1402686326,"""1402686326"""
550233506,"""550233506"""
716296127490965504,"""716296127490965504"""
749778844572409857,"""749778844572409857"""
1168547172,"""1168547172"""
60196291,"""60196291"""
4810772901,"""4810772901"""
294896233,"""294896233"""
14666809,"""14666809"""
220263306,"""220263306"""
3132145113,"""3132145113"""
3908183661,"""3908183661"""
3032077329,"""3032077329"""
2469268243,"""2469268243"""
3524922921,"""3524922921"""
3906897566,"""3906897566"""
2789074067,"""2789074067"""
3568041375,"""3568041375"""
3979661495,"""3979661495"""
4152917062,"""4152917062"""
4060296134,"""4060296134"""
2986306036,"""2986306036"""
3000677392,"""3000677392"""
3786890488,"""3786890488"""
1415966750,"""1415966750"""
3593788762,"""3593788762"""
3355897563,"""3355897563"""
2862756231,"""2862756231"""
2166124357,"""2166124357"""
2332004414,"""2332004414"""
3236773408,"""3236773408"""
2950683335,"""2950683335"""
231852779,"""231852779"""
3084023471,"""3084023471"""
3124324900,"""3124324900"""
2791842473,"""2791842473"""
3070715799,"""3070715799"""
2990967744,"""2990967744"""
2956000551,"""2956000551"""
2977422886,"""2977422886"""
60953974,"""60953974"""
2971861371,"""2971861371"""
516699465,"""516699465"""
293158345,"""293158345"""
1359771522,"""1359771522"""
42128011,"""42128011"""
14652989,"""14652989"""
2713343870,"""2713343870"""
60954132,"""60954132"""
113097055,"""113097055"""
53438641,"""53438641"""
2830306202,"""2830306202"""
377635490,"""377635490"""
27920368,"""27920368"""
2527150712,"""2527150712"""
783829544,"""783829544"""
2567793738,"""2567793738"""
403722158,"""403722158"""
2481178002,"""2481178002"""
517753096,"""517753096"""
308039977,"""308039977"""
320334265,"""320334265"""
505369021,"""505369021"""
2463784855,"""2463784855"""
327375508,"""327375508"""
271124892,"""271124892"""
21517965,"""21517965"""
2216439036,"""2216439036"""
2392616983,"""2392616983"""
66370120,"""66370120"""
143787138,"""143787138"""
383274677,"""383274677"""
291765467,"""291765467"""
32501698,"""32501698"""
2282723782,"""2282723782"""
145132303,"""145132303"""
36505208,"""36505208"""
403651899,"""403651899"""
278585444,"""278585444"""
113497590,"""113497590"""
2172970264,"""2172970264"""
15021183,"""15021183"""
2164985146,"""2164985146"""
45996727,"""45996727"""
114817816,"""114817816"""
252420232,"""252420232"""
107493656,"""107493656"""
106933273,"""106933273"""
179265867,"""179265867"""
22551189,"""22551189"""
237829089,"""237829089"""
466667656,"""466667656"""
24066603,"""24066603"""
416040079,"""416040079"""
576802680,"""576802680"""
175705446,"""175705446"""
33977917,"""33977917"""
23595586,"""23595586"""
16684965,"""16684965"""
1283890327,"""1283890327"""
791845578,"""791845578"""
457614733,"""457614733"""
278807552,"""278807552"""
316188642,"""316188642"""
373498732,"""373498732"""
113686003,"""113686003"""
180819481,"""180819481"""
1023135950,"""1023135950"""
87012478,"""87012478"""
49661348,"""49661348"""
122028557,"""122028557"""
31106543,"""31106543"""
44133321,"""44133321"""
35946991,"""35946991"""
46218350,"""46218350"""
23217402,"""23217402"""
38705353,"""38705353"""
624458777,"""624458777"""
27025962,"""27025962"""
188105676,"""188105676"""
377694547,"""377694547"""
161450265,"""161450265"""
25682790,"""25682790"""
365725126,"""365725126"""
486958585,"""486958585"""
425820210,"""425820210"""
437425361,"""437425361"""
471691205,"""471691205"""
289705279,"""289705279"""
382321593,"""382321593"""
197906349,"""197906349"""
340959910,"""340959910"""
115833577,"""115833577"""
177795139,"""177795139"""
236678452,"""236678452"""
85974282,"""85974282"""
30261940,"""30261940"""
64658894,"""64658894"""
24712514,"""24712514"""
42534193,"""42534193"""
47586432,"""47586432"""
41092710,"""41092710"""
35238760,"""35238760"""
