trial,samplers,samplers_active,sampler_A,sampler_B,total_active,active_A,active_B,avg_cascade_size,active_diff,cascade_bias,gamma,replicate
pre,20.0,10.1875,5.2082,4.9793,44.9041,22.222,22.6821,4.432164287097228,3.6735,0.1480742751789432,-0.10000000000001588,10
post,20.0,9.9961,4.9857,5.0104,14.8497,7.4672,7.3825,1.351509511754227,4.0455,0.36733959798165017,-0.10000000000001588,12
pre,20.0,9.959,4.984,4.975,36.1288,17.117,19.0118,3.3904875842877162,3.6098,0.19088472415042157,-0.10000000000001588,12
post,20.0,10.0505,4.8781,5.1724,14.9269,7.0241,7.9028,1.3505667953811151,4.0861,0.36625624093283443,-0.10000000000001588,42
pre,20.0,9.9787,4.8392,5.1395,35.4474,16.5879,18.8595,3.58744346129303,3.2494,0.12630923757773538,-0.10000000000001588,42
post,20.0,10.4275,5.2099,5.2176,15.7999,7.7999,8.0,1.377184507366338,4.2567,0.34991476303597135,-0.10000000000001588,26
pre,20.0,10.2669,5.1124,5.1545,64.3521,30.4654,33.8867,6.121645478390315,4.2927,0.09548713944325145,-0.10000000000001588,26
post,20.0,10.4254,5.4122,5.0132,15.4876,7.8529,7.6347,1.3485451239095763,4.248,0.3525277527059129,-0.10000000000001588,99
pre,20.0,10.5153,5.4251,5.0902,74.8234,36.4456,38.3778,6.458951447453668,3.3744,0.11744771197201306,-0.10000000000001588,99
post,20.0,9.5188,4.4949,5.0239,13.2478,6.1041,7.1437,1.2791598940030309,3.7216,0.35369243919423715,-0.10000000000001588,76
pre,20.0,9.6134,4.5118,5.1016,60.0639,28.3297,31.7342,7.296898228566711,3.9085,0.08881933594603367,-0.10000000000001588,76
post,20.0,10.1779,4.9589,5.219,15.9411,7.5573,8.3838,1.406766381726481,4.3157,0.35697026779638164,-0.10000000000001588,48
pre,20.0,10.2187,4.9667,5.252,67.7003,31.0722,36.6281,6.60370664244211,5.7465,0.12127169683980332,-0.10000000000001588,48
post,20.0,9.3304,4.9593,4.3711,13.2145,7.0933,6.1212,1.3030872579805772,3.6313,0.36815378086554634,-0.10000000000001588,22
pre,20.0,9.4465,5.0256,4.4209,43.3519,23.7373,19.6146,4.219503307081721,4.5585,0.1425907124402223,-0.10000000000001588,22
post,20.0,10.9172,5.2233,5.6939,16.2812,7.6979,8.5833,1.3620097275893914,4.2636,0.33671363485955524,-0.10000000000001588,71
pre,20.0,10.8041,5.1828,5.6213,101.9049,49.9031,52.0018,10.26704312812793,2.9939,0.08358838051453088,-0.10000000000001588,71
post,20.0,10.4207,5.2292,5.1915,14.7899,7.3686,7.4213,1.2909018938335455,3.9667,0.3632143248357013,-0.10000000000001588,55
