samplers,samplers_active,sampler_A,sampler_B,total_active,active_A,active_B,avg_cascade_size,active_diff,cascade_bias,gamma,replicate
20.0,9.4073,4.6575,4.7498,13.3903,6.7841,6.6062,1.3786437606548727,6.8483,0.5543414019864058,-0.20000000000003176,61.0
20.0,9.8066,4.8871,4.9195,13.6972,6.8098,6.8874,1.343445948683785,7.0402,0.5487707384033945,-0.20000000000003176,62.0
20.0,10.1671,5.2171,4.95,15.1866,8.1468,7.0398,1.4373669732760526,7.611,0.5292136424965163,-0.20000000000003176,63.0
20.0,9.7599,4.9263,4.8336,13.7614,7.0296,6.7318,1.3559837145806217,7.084,0.5596307706029371,-0.20000000000003176,64.0
20.0,9.831,5.203,4.628,14.1303,7.808,6.3223,1.382557294520734,7.4581,0.5747928998696978,-0.20000000000003176,65.0
20.0,9.6766,4.9257,4.7509,14.3252,7.2581,7.0671,1.4242083928323948,7.3202,0.5454792276428038,-0.20000000000003176,66.0
20.0,9.8292,5.1406,4.6886,14.2416,7.4907,6.7509,1.388553131259107,7.3976,0.5470306296571239,-0.20000000000003176,67.0
20.0,9.4666,4.5883,4.8783,13.6548,6.3222,7.3326,1.3865202530917529,7.1074,0.5575867333303005,-0.20000000000003176,68.0
20.0,9.9375,5.3619,4.5756,14.8418,8.0864,6.7554,1.4319226228868918,7.6174,0.543887529711506,-0.20000000000003176,69.0
20.0,10.3812,5.3116,5.0696,14.662,7.7465,6.9155,1.3620950839620618,7.1814,0.5233527782036155,-0.20000000000003176,70.0
20.0,10.1044,4.9165,5.1879,13.9988,6.5449,7.4539,1.3328658582538677,7.0664,0.5365805501074608,-0.20000000000003176,71.0
20.0,10.8935,5.5654,5.3281,16.8497,8.5763,8.2734,1.4833727020228,8.3111,0.5239253988396263,-0.20000000000003176,72.0
20.0,9.9738,5.1008,4.873,14.646,7.533,7.113,1.4143836822619384,7.2062,0.52013033709841,-0.20000000000003176,73.0
20.0,10.0322,5.0612,4.971,14.495,7.5947,6.9003,1.381848476534848,7.5058,0.5406052313032705,-0.20000000000003176,74.0
20.0,9.7073,4.6763,5.031,14.0675,6.6494,7.4181,1.391942413563878,7.2141,0.5529875388768065,-0.20000000000003176,75.0
20.0,9.2936,4.4373,4.8563,13.1601,6.2672,6.8929,1.3628363117618303,6.9497,0.5705096702905348,-0.20000000000003176,76.0
20.0,9.6994,4.8291,4.8703,13.9496,6.992,6.9576,1.380542508702281,7.1706,0.5542384455768256,-0.20000000000003176,77.0
20.0,10.0301,4.8572,5.1729,14.0439,6.7927,7.2512,1.3563021028325855,7.0797,0.5538708052391726,-0.20000000000003176,78.0
20.0,9.8225,4.9854,4.8371,13.9664,7.5251,6.4413,1.370287069421054,7.2178,0.5627811206211952,-0.20000000000003176,79.0
20.0,9.7862,5.0372,4.749,14.0821,7.5081,6.574,1.3874223437942341,7.1313,0.5482798098779956,-0.20000000000003176,80.0
20.0,10.1876,4.9447,5.2429,15.6984,7.7575,7.9409,1.479565367659248,8.0934,0.5651270274661588,-0.20000000000003176,81.0
20.0,9.9202,5.0615,4.8587,15.0023,8.1191,6.8832,1.450259680723742,7.7265,0.5475761323465927,-0.20000000000003176,82.0
20.0,9.6127,4.9865,4.6262,14.6069,7.625,6.9819,1.4576306446559606,7.2571,0.529047381382506,-0.20000000000003176,83.0
20.0,10.1619,5.334,4.8279,14.4512,7.6691,6.7821,1.3698722883761643,7.275,0.5433314768697466,-0.20000000000003176,84.0
