trial,samplers,samplers_active,sampler_A,sampler_B,total_active,active_A,active_B,avg_cascade_size,active_diff,cascade_bias,gamma,replicate
post,20.0,9.5408,4.4495,5.0913,13.0947,5.8479,7.2468,1.3641854312543382,8.4509,0.6283527094804692,-0.10000000000001588,6
pre,20.0,9.4983,4.3848,5.1135,27.3433,13.739,13.6043,2.9028993614081804,5.5153,0.21374031945302804,-0.10000000000001588,6
post,20.0,10.0417,4.8702,5.1715,13.6982,6.7193,6.9789,1.3597631698690615,8.6762,0.6149364486060014,-0.10000000000001588,73
pre,20.0,10.0256,4.9169,5.1087,27.1053,14.7891,12.3162,2.6883755123504605,5.3881,0.22624211271426148,-0.10000000000001588,73
post,20.0,9.3496,4.619,4.7306,12.5673,6.3494,6.2179,1.3369001537343066,8.2585,0.6335586394933334,-0.10000000000001588,67
pre,20.0,9.384,4.65,4.734,27.5795,13.3162,14.2633,3.0085349565875252,5.2327,0.19961294908657834,-0.10000000000001588,67
post,20.0,9.9076,5.0569,4.8507,14.4812,7.3171,7.1641,1.4566165097020378,9.177,0.6115342114953572,-0.10000000000001588,85
pre,20.0,9.9109,5.0326,4.8783,41.1514,20.906,20.2454,4.16230877022788,5.461,0.14757013640081493,-0.10000000000001588,85
post,20.0,9.5127,4.8786,4.6341,13.2945,6.8664,6.4281,1.38496111945159,8.9003,0.6402966458681595,-0.10000000000001588,32
pre,20.0,9.5237,4.8519,4.6718,32.5549,16.168,16.3869,3.4272498340956328,5.4749,0.18522432905440142,-0.10000000000001588,32
post,20.0,9.9279,5.0853,4.8426,13.6164,7.1473,6.4691,1.3630244395718716,8.0944,0.5625236434989797,-0.10000000000001588,23
pre,20.0,9.8848,5.0598,4.825,80.044,40.7535,39.2905,8.467697924618054,4.8928,0.06303146508171019,-0.10000000000001588,23
post,20.0,10.4642,5.1342,5.33,15.5494,7.4243,8.1251,1.4842538244555679,9.6408,0.6092914444982916,-0.10000000000001588,66
pre,20.0,10.4457,5.1041,5.3416,55.3299,27.3749,27.955,5.4462011081514135,5.4535,0.10369155897641681,-0.10000000000001588,66
post,20.0,10.0508,5.1787,4.8721,14.6883,7.4226,7.2657,1.4556557713060148,9.4019,0.6184964935701525,-0.10000000000001588,65
pre,20.0,10.0387,5.1646,4.8741,48.0313,25.1213,22.91,4.8878326218792765,6.0659,0.13431039345357818,-0.10000000000001588,65
post,20.0,10.0135,4.8196,5.1939,14.9268,7.1945,7.7323,1.485523376845039,9.1814,0.5983856893068733,-0.10000000000001588,38
pre,20.0,9.9669,4.7571,5.2098,57.3644,26.3388,31.0256,5.668305210465911,6.4562,0.13272406110493357,-0.10000000000001588,38
post,20.0,9.4329,4.5769,4.856,13.4629,6.6665,6.7964,1.4175747587814642,8.5563,0.6099553729409471,-0.10000000000001588,94
pre,20.0,9.4153,4.5848,4.8305,30.2972,15.7274,14.5698,3.218912341947263,6.0466,0.21973088111955671,-0.10000000000001588,94
post,20.0,9.3273,4.9998,4.3275,12.9934,6.8869,6.1065,1.384221782918866,8.3888,0.6225627544777395,-0.10000000000001588,19
pre,20.0,9.3309,4.9841,4.3468,27.2161,14.4984,12.7177,2.873315216730719,5.7153,0.232106301707254,-0.10000000000001588,19
post,20.0,9.4595,4.2943,5.1652,13.2493,5.9585,7.2908,1.3901218871079997,8.6873,0.623901600805791,-0.10000000000001588,93
pre,20.0,9.458,4.398,5.06,33.2343,16.7938,16.4405,3.5940862822145196,4.9995,0.15632247143811334,-0.10000000000001588,93
post,20.0,10.3094,5.1865,5.1229,14.9897,7.3585,7.6312,1.449238483156667,9.3765,0.6065815320567438,-0.10000000000001588,8
pre,20.0,10.3304,5.1915,5.1389,72.2564,35.0222,37.2342,7.030894665690774,5.108,0.08330303943140586,-0.10000000000001588,8
post,20.0,10.1766,4.7719,5.4047,15.6847,7.3351,8.3496,1.5386532128088781,9.6559,0.5996637607382515,-0.10000000000001588,50
pre,20.0,10.1983,4.7563,5.442,47.2111,21.2202,25.9909,4.59625097046737,6.7903,0.1657983313841816,-0.10000000000001588,50
post,20.0,10.0943,5.1718,4.9225,14.1884,7.2606,6.9278,1.3982050182151937,8.8332,0.5946833790633607,-0.10000000000001588,10
pre,20.0,10.1227,5.2462,4.8765,41.6821,20.0588,21.6233,4.152642957378874,5.8675,0.1555331472861621,-0.10000000000001588,10
post,20.0,10.0783,5.0578,5.0205,14.939,7.5423,7.3967,1.4772207156586132,9.5952,0.620438708400107,-0.10000000000001588,12
pre,20.0,10.0374,5.0666,4.9708,34.9446,15.8642,19.0804,3.4579100692015317,6.072,0.20986252721709694,-0.10000000000001588,12
post,20.0,9.964,4.8204,5.1436,14.6691,6.8918,7.7773,1.4670612163747883,9.3991,0.6198905962174387,-0.10000000000001588,42
pre,20.0,9.9745,4.9208,5.0537,36.0868,16.8512,19.2356,3.6690512664361576,5.6362,0.16203026511539506,-0.10000000000001588,42
post,20.0,10.2746,5.1307,5.1439,15.3591,7.5694,7.7897,1.49082328055846,9.6741,0.605263213249999,-0.10000000000001588,26
pre,20.0,10.2712,5.2029,5.0683,69.2233,32.2209,37.0024,6.824493209205641,7.2865,0.11188485379415611,-0.10000000000001588,26
post,20.0,10.4189,5.3572,5.0617,15.4795,7.7487,7.7308,1.4843839040002047,9.7331,0.6061495900076572,-0.10000000000001588,99
pre,20.0,10.4559,5.3796,5.0763,76.6744,36.6574,40.017,7.281266887495013,6.2408,0.10369256794740733,-0.10000000000001588,99
post,20.0,9.498,4.44,5.058,13.1628,5.9977,7.1651,1.3774846723263094,8.0938,0.5771521449460005,-0.10000000000001588,76
pre,20.0,9.5639,4.4689,5.095,65.1062,30.484,34.6222,7.106907267978427,5.779,0.09281226426642272,-0.10000000000001588,76
post,20.0,10.1869,4.9408,5.2461,15.8093,7.4311,8.3782,1.5453058322627196,10.0853,0.616887306630386,-0.10000000000001588,48
pre,20.0,10.1976,4.9653,5.2323,72.7428,33.3804,39.3624,7.251972519868734,7.3578,0.10541310113910762,-0.10000000000001588,48
post,20.0,9.4835,5.0641,4.4194,13.3826,7.2045,6.1781,1.4053260113742547,8.42,0.6114781349316752,-0.10000000000001588,22
pre,20.0,9.4621,4.9986,4.4635,40.1699,21.8231,18.3468,4.1672667128533085,5.5617,0.1569467537033793,-0.10000000000001588,22
post,20.0,10.7442,5.1195,5.6247,15.8284,7.4756,8.3528,1.4718938946223283,9.5246,0.585120325234935,-0.10000000000001588,71
pre,20.0,10.8013,5.1753,5.626,116.2599,57.0703,59.1896,11.224629737478288,5.1261,0.04747287783316112,-0.10000000000001588,71
