samplers,samplers_active,sampler_A,sampler_B,total_active,active_A,active_B,avg_cascade_size,active_diff,cascade_bias,gamma,replicate
20.0,10.2437,4.8306,5.4131,21.1887,10.5803,10.6084,2.046781536294795,6.0717,0.3034031532052444,-0.4000000000000635,6.0
20.0,9.7971,5.0873,4.7098,18.2368,9.4027,8.8341,1.8768364665251656,5.218,0.29875562268631983,-0.4000000000000635,7.0
20.0,9.6014,5.1109,4.4905,20.8978,11.3612,9.5366,2.217375050029737,5.563,0.27216356794607904,-0.4000000000000635,8.0
20.0,10.5063,4.5245,5.9818,23.366,8.4067,14.9593,2.2303301518185905,8.2904,0.3531303473035449,-0.4000000000000635,9.0
20.0,10.4288,6.2745,4.1543,23.2835,14.1485,9.135,2.218833653938951,7.5857,0.31070517485763066,-0.4000000000000635,10.0
20.0,9.2665,4.9691,4.2974,17.3663,10.3001,7.0662,1.8814810100927675,5.8171,0.3384808976379856,-0.4000000000000635,11.0
20.0,10.6301,5.2926,5.3375,28.9228,13.6983,15.2245,2.7621337736495923,6.74,0.23810576764398486,-0.4000000000000635,12.0
20.0,10.5683,5.4243,5.144,25.8575,13.3121,12.5454,2.477178680920783,6.9723,0.27163578818816286,-0.4000000000000635,13.0
20.0,10.016,4.6247,5.3913,19.6002,7.626,11.9742,1.9633749377931113,7.0242,0.3684355532631073,-0.4000000000000635,14.0
20.0,10.3491,4.8718,5.4773,22.2724,10.735,11.5374,2.1667237287666206,6.3608,0.3027676316615608,-0.4000000000000635,15.0
20.0,9.6848,4.8118,4.873,19.1249,8.5449,10.58,1.9923247282468837,6.0173,0.3230602501460732,-0.4000000000000635,16.0
20.0,9.708,5.4976,4.2104,21.0202,12.0336,8.9866,2.2003008835945903,6.0416,0.28888411360318794,-0.4000000000000635,17.0
20.0,9.8524,4.453,5.3994,21.9484,9.3883,12.5601,2.281270904124903,6.7376,0.31669804709535504,-0.4000000000000635,18.0
20.0,10.6977,4.989,5.7087,24.8999,10.4356,14.4643,2.3201068954921418,7.5891,0.3080724284459074,-0.4000000000000635,19.0
20.0,10.1356,4.3613,5.7743,24.4478,8.6109,15.8369,2.500773096582883,8.1766,0.3329797383280737,-0.4000000000000635,20.0
