Gamma,Assortativity
0.4,0.07762258845742916
0.4,0.12050658036848104
0.4,0.06168383078120063
0.4,0.13239895279739775
0.4,0.07872478619124391
0.4,0.07007737034752444
0.4,0.033600594775877075
0.4,0.09843903682191914
0.4,0.12505035382798915
0.4,0.10076461549779382
0.4,0.11314784745722677
0.4,0.054016692852236495
0.4,0.10877237081720972
0.4,0.08734447340576841
0.4,0.03555677228620161
0.4,-0.00893964529306525
-0.8,0.14807296623639638
-0.8,0.18369809096933976
-0.8,0.10372521872336866
-0.8,0.13800299923704812
-0.8,0.15085472994403334
-0.8,0.11187821750998156
-0.8,0.1286802922061426
-0.8,0.14689981054887544
-0.8,0.15290544104555726
-0.8,0.19588410527028424
-0.8,0.16120857457654575
-0.8,0.1056548638726672
-0.8,0.1851023315018292
-0.8,0.21257488678549535
-0.8,0.18091392762214006
-0.8,0.1753839014567362
-0.8,0.18647971464488525
-0.8,0.1535011601137344
-0.8,0.12275801227754585
-0.8,0.15874944792244358
-0.8,0.20123270569945775
-0.8,0.14488897209540572
-0.8,0.21048117227859459
-0.8,0.14905154883900726
-0.8,0.19056837430088266
-0.8,0.1796033510252586
-0.8,0.1405420859204148
-0.8,0.14212510629048955
-0.8,0.15765221329791282
-0.8,0.1065204236051651
-0.8,0.14708464435790417
-0.8,0.1759558441081785
-0.8,0.2137688813257581
-0.8,0.12875984923364395
-0.8,0.15192266612869973
-0.8,0.17944030836315236
-0.8,0.16227086439467203
-0.8,0.1572647040582132
-0.8,0.1339858015274059
-0.8,0.14743618980041404
-0.8,0.142306278514297
-0.8,0.16508155614878517
-0.8,0.17133650012728033
-0.8,0.10396985999881364
-0.8,0.10383224981541123
-0.8,0.15309754163295847
-0.8,0.1793900524673795
-0.8,0.2765455959648337
-0.8,0.1831765016852559
-0.8,0.13534989288277988
-0.8,0.21036523534278592
-0.8,0.21190226762164288
-0.8,0.1337563150294155
-0.8,0.08815481003876104
-0.8,0.1148135579877961
-0.8,0.11226652819128605
-0.8,0.13078746482935716
-0.8,0.1394236764883469
-0.8,0.13655103669244922
-0.8,0.19269986545617884
-0.8,0.1851137744177331
-0.8,0.16130064536856026
-0.8,0.12332759986446677
-0.8,0.1070633624332611
-0.8,0.17424087450585132
-0.8,0.1352910448153388
-0.8,0.16140591297626775
-0.8,0.16355381636162408
-0.8,0.15364920730352033
-0.8,0.11426696779837492
-0.8,0.23682972972070823
-0.8,0.1790879735963292
-0.8,0.07740212930431256
-0.8,0.11858867006033391
-0.8,0.1129357108221743
-0.8,0.16862954446569578
-0.8,0.23184794363698497
-0.8,0.1721060132920642
-0.8,0.13310108588171
-0.8,0.20310774170586193
-0.8,0.1110781834381018
-0.8,0.16969273886150577
-0.8,0.16692699561435925
-0.8,0.10551368037600395
-0.8,0.16867751541377285
-0.8,0.14429229921322181
-0.8,0.13864517890613112
-0.8,0.16582434187101383
-0.8,0.23827730912135237
-0.8,0.11214664427271684
-0.8,0.07391650203450156
-0.8,0.14899352644542696
-0.8,0.14280159051920505
-0.8,0.21382123630602268
-0.8,0.1721967238747409
-0.8,0.11584488569778188
-0.8,0.15711643098134187
-0.8,0.12345226170162599
-0.8,0.14991840973149392
-0.8,0.19309924257989708
-0.6,0.2654800456199685
-0.6,0.22986386132574488
-0.6,0.19976048884474104
-0.6,0.1519871658027024
-0.6,0.12330476297686838
-0.6,0.15700726657370573
-0.6,0.26866920314581094
-0.6,0.19122766308971068
-0.6,0.13286051757205714
-0.6,0.18265747203210364
-0.6,0.1090160931924098
-0.6,0.18554054145785806
-0.6,0.11517164991628484
-0.6,0.15731176925183088
-0.6,0.2137544798696723
-0.6,0.20893817661648847
-0.6,0.17309272929644198
-0.6,0.11588042572367489
-0.6,0.1385749900488146
-0.6,0.10790182697472513
-0.6,0.12414788415311273
-0.6,0.11531343833543836
-0.6,0.08743568626278478
-0.6,0.12520108464033047
-0.6,0.18725806207280604
-0.6,0.1729658231958162
-0.6,0.12897286381912426
-0.6,0.19926866530665843
-0.6,0.17594380471678034
-0.6,0.15525202680097325
-0.6,0.16492601904961635
-0.6,0.101213266583483
-0.6,0.12457075617390864
-0.6,0.1837129747388075
-0.6,0.10010693201543061
-0.6,0.20467292318133937
-0.6,0.11405344514729417
-0.6,0.09065176641646618
-0.6,0.12999007432154355
-0.6,0.10849398049310928
-0.6,0.1330880272577505
-0.6,0.1696203224313664
-0.6,0.15091945090720052
-0.6,0.1193281439545261
-0.6,0.1474306068071274
-0.6,0.14236839119310588
-0.6,0.18408845572460678
-0.6,0.1084231712526836
-0.6,0.13642184829701873
-0.6,0.11418336046286953
-0.6,0.08451348181155934
-0.6,0.15722285016927934
-0.6,0.09870569324265997
-0.6,0.17890759023348674
-0.6,0.13516049768623292
-0.6,0.2158469582965978
-0.6,0.1864531890533014
-0.6,0.20884165363581805
-0.6,0.12262316958748248
-0.6,0.17353756398137563
-0.6,0.15528610504619803
-0.6,0.15179249874615897
-0.6,0.16061154500804903
-0.6,0.1367025732241928
-0.6,0.14309458172892903
-0.6,0.13653943993535844
-0.6,0.23101992221935785
-0.6,0.12719636084996497
-0.6,0.18295685258992617
-0.6,0.20312323850203093
-0.6,0.1968567444793933
-0.6,0.089400775647102
-0.6,0.13462901423137086
-0.6,0.1814169637409555
-0.6,0.12455396067753047
-0.6,0.12699248478705233
-0.6,0.16164479665408546
-0.6,0.17567935843925142
-0.6,0.1309150196148239
-0.6,0.20315510245367852
-0.6,0.18571613895691405
-0.6,0.09359835394189661
-0.6,0.16778116476229693
-0.6,0.1896977154038247
-0.6,0.17667472499709183
-0.6,0.1713670280531838
-0.6,0.10032254644203084
-0.6,0.1826967315185478
-0.6,0.148891970841103
-0.6,0.0713122895443882
-0.6,0.1639767794030755
-0.6,0.14137740257355777
-0.6,0.13376308104351722
-0.6,0.17259416840391836
-0.6,0.16083479260280198
-0.6,0.20728285785011002
-0.6,0.08768744272341988
-0.6,0.10671296741190145
-0.6,0.21066570664973241
-0.6,0.14481981305202174
-0.1,0.16155130106996554
-0.1,0.15138103504297146
-0.1,0.08954770936840119
-0.1,0.06774271316594026
-0.1,0.14310663484903766
-0.1,0.1250075462797611
-0.1,0.14226355841550578
-0.1,0.07177311543569517
-0.1,0.11817285245355397
-0.1,0.12611186076973047
-0.1,0.15069554695532597
-0.1,0.11236516969017792
-0.1,0.12751517240440718
-0.1,0.10959734741094385
-0.1,0.08111021251109558
-0.1,0.06353310997346807
-0.1,0.1031679362810253
-0.1,0.15358903633548956
-0.1,0.11519001327436852
-0.1,0.10670273775126439
-0.1,0.13576422028826202
-0.1,0.11684105471499183
-0.1,0.1082648113677062
-0.1,0.10354776180737256
-0.1,0.11619024111583663
-0.1,0.14514678622199162
-0.1,0.15447277330950057
-0.1,0.07485526208928837
-0.1,0.1689211724018528
-0.1,0.10567990914657001
-0.1,0.0864123761312093
-0.1,0.16424216520418364
-0.1,0.1004652237037151
-0.1,0.14873530850877134
-0.1,0.13261968547288738
-0.1,0.06508397891675873
-0.1,0.10642761154677917
-0.1,0.1414257758421274
-0.1,0.11467789326436978
-0.1,0.10324173188429642
-0.1,0.11020491755881388
-0.1,0.11104895040796146
-0.1,0.1144204869339408
-0.1,0.10532321954749503
-0.1,0.11095490913017027
-0.1,0.11513660542627169
-0.1,0.09934868725049803
-0.1,0.09928287830240227
-0.1,0.13952627227377698
-0.1,0.12041696889256223
-0.1,0.11131547433955023
-0.1,0.15708875667440117
-0.1,0.07894280231296026
-0.1,0.0973994126355294
-0.1,0.15559825562645677
-0.1,0.0960919402924052
-0.1,0.10736082250122625
-0.1,0.10445018361628453
-0.1,0.1829498397697469
-0.1,0.051542378238217584
-0.1,0.11007168164591163
-0.1,0.17331059634388052
-0.1,0.10353074687616422
-0.1,0.1158657953345546
-0.1,0.1415744279099067
-0.1,0.06526588327428699
-0.1,0.1839793562626304
-0.1,0.14689262999115657
-0.1,0.12094191019912211
-0.1,0.12747328598508428
-0.1,0.11511642242425044
-0.1,0.13662581320040004
-0.1,0.16016554098518954
-0.1,0.13265663478638487
-0.1,0.1658955036213398
-0.1,0.10852586813672997
-0.1,0.07725322372254169
-0.1,0.12067640014142685
-0.1,0.20225136202603186
-0.1,0.05005721377597367
-0.1,0.07148286694469082
-0.1,0.07156055999977477
-0.1,0.109139749050974
-0.1,0.1264908392503235
-0.1,0.16716152833375703
-0.1,0.11780245136737354
-0.1,0.0838424502626769
-0.1,0.09757995320169427
-0.1,0.15937429861070437
-0.1,0.1170576844453721
-0.1,0.05004792408883225
-0.1,0.1657710563168505
-0.1,0.07204040131454567
-0.1,0.08065934289858973
-0.1,0.11715558635422602
-0.1,0.14973350209892175
-0.1,0.10253844078824774
-0.1,0.11392290680459473
-0.1,0.1280730864099381
-0.1,0.144453862160228
0.5,0.03720383642753999
0.5,0.07942144029273189
0.5,0.06412260798353614
0.5,0.07364666856839658
0.5,0.051761344189920254
0.5,0.07610727504114909
0.5,0.026120011683675573
0.5,0.05837883211402318
0.5,0.08048196366650072
0.5,0.05086305952037429
0.5,0.08644498140806389
0.5,0.07343717149339976
0.5,0.15904313880325407
0.5,0.061319882849057886
0.5,0.03401493305527756
0.5,0.07790666553556105
0.5,0.07841598831866665
0.5,0.036730703261808634
0.5,0.06039136564104544
0.5,0.04916220936125445
0.5,0.10630143743952769
0.5,0.07032898311629851
0.5,0.0781217159332515
0.5,0.09054529822600348
0.5,0.099219418418713
0.5,0.06942647663108074
0.5,0.07139469895374595
0.5,0.08756094052453661
0.5,0.03372261596542579
0.5,0.06240263718311506
0.5,0.11826047075811255
0.5,0.05849219547605776
0.5,0.07335193850543816
0.5,0.09131963467260121
0.5,0.08448710401711439
0.5,0.04618579446028934
0.5,0.10422908977438707
0.5,0.0871743998119023
0.5,0.06578855895795928
0.5,0.06183457057059471
0.5,0.06986861121646618
0.5,0.06418536330869158
0.5,0.052897048108184595
0.5,0.0788482427091403
0.5,0.0699889652382662
0.5,0.04882233154495963
0.5,0.041751363360607294
0.5,0.11179027622547927
0.5,0.14722973397375919
0.5,0.09803954023976937
0.5,0.03672758979446954
0.5,0.04141930299187805
0.5,0.02372479674386619
0.5,0.047182497183543226
0.5,0.05345786320291061
0.5,0.04261807410101293
0.5,0.030592795336593103
0.5,0.06602143690436527
0.5,0.09980986496440016
0.5,0.11911143473986406
0.5,0.072155625108211
0.5,0.07170645924340614
0.5,0.07318552646744123
0.5,0.07074404358151658
0.5,0.09610267180947701
0.5,0.10703334158216654
0.5,0.11208311446562007
0.5,0.09273844142428292
0.5,0.0008927587833612241
0.5,0.0877921711981098
0.5,0.12041351054903555
0.5,0.11468347219697461
0.5,0.03182717179401612
0.5,0.08505808199252732
0.5,0.09542320076859921
0.5,0.02648970166019692
0.5,0.052678162985891626
0.5,0.01601441821090831
0.5,0.07759590428082162
0.5,0.09165406994806163
0.5,0.061293774837661234
0.5,0.007644745336715446
0.5,0.04495127643510702
0.5,0.08851377839437728
0.5,0.09575940914684095
0.5,0.023676332474611886
0.5,0.06623564931954283
0.5,0.09191520296615352
0.5,0.06591613832208225
0.5,0.07872119063384364
0.5,0.07852132428712667
0.5,0.06894528677620332
0.5,0.1008102918365968
0.5,0.05134687678046082
0.5,0.076078887432508
0.5,0.042034585009665414
0.5,0.06948497130168302
0.5,0.09531001750554871
0.5,0.10860134054520755
0.5,0.06170653096920496
0.2,0.16674214975845414
0.2,0.1240544278585785
0.2,0.12076435170654053
0.2,0.06977266908809042
0.2,0.09223509791469034
0.2,0.10569644756612902
0.2,0.12356827372378416
0.2,0.07816097731752024
0.2,0.10243139241115679
0.2,0.14364137563765972
0.2,0.05980580915988563
0.2,0.110496749764597
0.2,0.13313457791281852
0.2,0.12019415657082282
0.2,0.10542932541209739
0.2,0.09891503569040593
0.2,0.052768187136768376
0.2,0.11812723001364436
0.2,0.10803719965840061
0.2,0.16036078144753185
0.2,0.08917713919157962
0.2,0.2035673083010833
0.2,0.07485905446876373
0.2,0.039768522075794885
0.2,0.13654863246511842
0.2,0.12791907823384557
0.2,0.062146607926319195
0.2,0.10817787739791164
0.2,0.08766576912776455
0.2,0.0778085102248363
0.2,0.10410471043780156
0.2,0.13078134623129312
0.2,0.05206065917580412
0.2,0.11576497133463819
0.2,0.12597480124050384
0.2,0.10242583140141331
0.2,0.06338828361189477
0.2,0.12373643428206052
0.2,0.08910727830166437
0.2,0.0662537259119919
0.2,0.09889152625367068
0.2,0.08907519001098649
0.2,0.07155803561353655
0.2,0.047120757722918696
0.2,0.060636973161170074
0.2,0.18125471414003758
0.2,0.1129668714793706
0.2,0.08376115804772434
0.2,0.13289670645984678
0.2,0.12192661371444279
0.2,0.12086832730549509
0.2,0.07580283507872927
0.2,0.05076308566042031
0.2,0.0971976092761054
0.2,0.14302460410934703
0.2,0.1349048851602987
0.2,0.14199986625192068
0.2,0.12921720187336905
0.2,0.06773938671194933
0.2,0.11162299752622398
0.2,0.07155747819067197
0.2,0.1243504283193105
0.2,0.10231633652298812
0.2,0.12127431653198824
0.2,0.13198002170409825
0.2,0.1028954397924479
0.2,0.07382788633608312
0.2,0.15274973127962774
0.2,0.15145388414061403
0.2,0.1428233516216791
0.2,0.10272492094756652
0.2,0.06862713478975847
0.2,0.11951850110117085
0.2,0.10418580468262122
0.2,0.06988839146239609
0.2,0.13408164340903417
0.2,0.07662614903678515
0.2,0.09349134076908153
0.2,0.05738286006386289
0.2,0.06464098157114323
0.2,0.13734294018449575
0.2,0.10067980801593263
0.2,0.1007267490943005
0.2,0.06071991474979612
0.2,0.10154787293450447
0.2,0.10918651010364301
0.2,0.1800326087714801
0.2,0.11756647705200855
0.2,0.12659709998526575
0.2,0.09301539364641914
0.2,0.08748553268785156
0.2,0.06013943586937117
0.2,0.08992663749517069
0.2,0.0877262118795379
0.2,0.08245849085802993
0.2,0.06874091442526893
0.2,0.1497568185078611
0.2,0.1661463849539676
0.2,0.12563710643347023
0.2,0.11340163629992593
-0.7,0.17923799392545942
-0.7,0.15208172072883566
-0.7,0.16446145059144493
-0.7,0.1456492812791953
-0.7,0.11415179318383602
-0.7,0.17984484941717382
-0.7,0.1535029934094318
-0.7,0.1683562540427236
-0.7,0.1658969541247574
-0.7,0.1810675799031923
-0.7,0.13834666504326693
-0.7,0.16943447304555323
-0.7,0.12076213043970066
-0.7,0.1536370903111556
-0.7,0.14335729534730982
-0.7,0.1918651733751961
-0.7,0.138806001571296
-0.7,0.1607442134753384
-0.7,0.18967721364486032
-0.7,0.09160855851496794
-0.7,0.22084370250235869
-0.7,0.16355944751147494
-0.7,0.11685482857520724
-0.7,0.12577566157338416
-0.7,0.10120513423667994
-0.7,0.14622176891593033
-0.7,0.15967247100133267
-0.7,0.1262513034410845
-0.7,0.21888483167237222
-0.7,0.270240219912859
-0.7,0.1812893932256771
-0.7,0.16724973675561738
-0.7,0.16221149549153024
-0.7,0.17473403684342761
-0.7,0.1571955415400171
-0.7,0.1407930307036277
-0.7,0.13336547864729378
-0.7,0.11924605193541044
-0.7,0.13877428664454725
-0.7,0.12030167383950592
-0.7,0.20419588362844834
-0.7,0.12144646523654141
-0.7,0.10597412757228515
-0.7,0.09971292524028746
-0.7,0.09965133792669847
-0.7,0.11263436107185552
-0.7,0.08814318815823903
-0.7,0.11848004707650027
-0.7,0.15608861846386232
-0.7,0.1422743054711088
-0.7,0.1318952669198823
-0.7,0.13150010567378304
-0.7,0.11804178076783658
-0.7,0.17915554310156112
-0.7,0.1808271330796429
-0.7,0.1423341357023885
-0.7,0.1597801928263362
-0.7,0.12646099368217298
-0.7,0.10586050905158229
-0.7,0.1972864946513014
-0.7,0.1662681223588354
-0.7,0.17070790061782143
-0.7,0.06799015030309888
-0.7,0.20234663575086856
-0.7,0.19596792766880375
-0.7,0.14902762032775924
-0.7,0.1369565034306465
-0.7,0.125378251050459
-0.7,0.19851933500611746
-0.7,0.2118364171922241
-0.7,0.09210111140217427
-0.7,0.13087990410612174
-0.7,0.12341008183618868
-0.7,0.17138331626312486
-0.7,0.10349684596414047
-0.7,0.13900785523578513
-0.7,0.2100703736256921
-0.7,0.17171549912426196
-0.7,0.14769709750367252
-0.7,0.14445820465727602
-0.7,0.151535066736173
-0.7,0.21158294080475518
-0.7,0.12985590735322217
-0.7,0.1901494488316628
-0.7,0.14702213835481223
-0.7,0.1599591788849102
-0.7,0.1886572461785002
-0.7,0.15951625470259792
-0.7,0.13576072658865632
-0.7,0.1586994881931383
-0.7,0.16031546804902566
-0.7,0.13607912731966534
-0.7,0.16394486661947652
-0.7,0.16202671768335694
-0.7,0.18044448053502465
-0.7,0.17782052337258508
-0.7,0.22459788890927992
-0.7,0.1561475309867375
-0.7,0.08273973468331935
-0.7,0.15618851343185858
-0.9,0.15490809386712587
-0.9,0.18696198809282538
-0.9,0.1205280013037754
-0.9,0.14077903862315033
-0.9,0.13441611700187966
-0.9,0.10039566513160068
-0.9,0.0891310397045446
-0.9,0.1716634864588986
-0.9,0.18253853019120767
-0.9,0.1633814702868411
-0.9,0.1809379174086757
-0.9,0.16991111017121963
-0.9,0.15483855484702552
-0.9,0.20992506684609372
-0.9,0.1476217057907528
-0.9,0.15436196433273566
-0.9,0.0919251145070185
-0.9,0.15861024342829783
-0.9,0.15919158268304381
-0.9,0.14401085159813268
-0.9,0.19425377712499597
-0.9,0.1342997480759123
-0.9,0.13897887446859225
-0.9,0.1801000614501406
-0.9,0.14313313732691765
-0.9,0.14584665378989306
-0.9,0.13264836737481275
-0.9,0.16217807220079464
-0.9,0.16421290810438208
-0.9,0.11347137830467828
-0.9,0.1729169156529512
-0.9,0.18584100257479544
-0.9,0.12227660476115
-0.9,0.14893523548992857
-0.9,0.2108559289773507
-0.9,0.12928555425618402
-0.9,0.15381244868769717
-0.9,0.10420580675027513
-0.9,0.18506946564721322
-0.9,0.10219742179251672
-0.9,0.16497555557307034
-0.9,0.14240979178753105
-0.9,0.11785064948107635
-0.9,0.138214971179224
-0.9,0.11271164037674197
-0.9,0.22228714004412953
-0.9,0.11617930241520975
-0.9,0.15728800030994314
-0.9,0.13063476792675602
-0.9,0.044910434530619776
-0.9,0.13526022189404985
-0.9,0.1644591192569975
-0.9,0.1376780346436264
-0.9,0.15794376222551765
-0.9,0.16891946656310633
-0.9,0.17899205494331466
-0.9,0.1186585360309533
-0.9,0.18412505515354233
-0.9,0.16646688845141153
-0.9,0.17706859652553716
-0.9,0.1864279971000962
-0.9,0.12149366522482266
-0.9,0.19287755126690753
-0.9,0.15587738224121592
-0.9,0.2016372764545221
-0.9,0.29821565927652594
-0.9,0.13959693432244236
-0.9,0.1660115707272541
-0.9,0.09410654511489003
-0.9,0.1863128064876604
-0.9,0.15694650826319748
-0.9,0.18336346338220127
-0.9,0.22066284417052454
-0.9,0.1798101928362676
-0.9,0.1554467282913827
-0.9,0.11831435144988876
-0.9,0.10323691327900761
-0.9,0.24432149732108427
-0.9,0.12366355981998593
-0.9,0.19722042516412203
-0.9,0.14035705633895126
-0.9,0.1729834692726005
-0.9,0.16941588156614099
-0.9,0.14149422304983397
-0.9,0.11806884204107765
-0.9,0.18272354108358335
-0.9,0.13098487948563012
-0.9,0.2739784283765647
-0.9,0.16637300164188876
-0.9,0.16297555212674325
-0.9,0.12148540454020974
-0.9,0.19135266365113102
-0.9,0.18256578947368413
-0.9,0.17383221782858543
-0.9,0.17266512653144145
-0.9,0.27670149336232125
-0.9,0.08570916268856735
-0.9,0.1810061821200084
-0.9,0.10179292125866443
-0.9,0.21299093794740412
-1.0,0.12389123431481186
-1.0,0.16695668003335687
-1.0,0.10950741287375275
-1.0,0.1422179362132745
-1.0,0.19009710920262643
-1.0,0.18957490496369986
-1.0,0.12716040635253031
-1.0,0.10032564205053461
-1.0,0.22284637371259247
-1.0,0.15772861378830447
-1.0,0.17579758878044777
-1.0,0.14589140804693645
-1.0,0.1353956788840498
-1.0,0.11098299000937338
-1.0,0.15023683449546996
-1.0,0.17206690875368474
-1.0,0.09306977673834735
-1.0,0.14513013847489462
-1.0,0.1765237125633016
-1.0,0.2125178301704408
-1.0,0.16503781717291807
-1.0,0.14211256024152
-1.0,0.1359796679405333
-1.0,0.12777187931028403
-1.0,0.14664073480422582
-1.0,0.17102072938135815
-1.0,0.18624156489224178
-1.0,0.14113331945964802
-1.0,0.1618765391494263
