gamma,replicate,individual,type,threshold,degree,degree_initial,centrality,centrality_initial,local_assortativity,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
-0.1,0.0,0.0,0.0,0.27341258360564347,1.0,6.0,0.05166968357871361,0.29527214924674716,0.6020633180895072,0.0,2.0,0.0,3.0
-0.1,0.0,1.0,0.0,0.26246098833617504,5.0,6.0,0.22319718786144835,0.3247905062154141,0.659099055200764,1.0,1.0,0.0,1.0
-0.1,0.0,2.0,1.0,0.7431170380357941,12.0,9.0,0.4180619864905522,0.3614867863533092,0.47256220780940444,3.0,0.0,2.0,2.0
-0.1,0.0,3.0,0.0,0.025178360937518462,1.0,6.0,0.04958982640481468,0.27750021048166557,0.7161010480222445,1.0,2.0,0.0,4.0
-0.1,0.0,4.0,1.0,0.3254502969866999,0.0,8.0,2.339049386807405e-17,0.3692803478645678,,0.0,3.0,0.0,5.0
-0.1,0.0,5.0,0.0,0.08144580957192082,3.0,5.0,0.15679239943313034,0.2619947789085146,0.7073881128330848,3.0,1.0,0.0,4.0
-0.1,0.0,6.0,1.0,0.9667194372051862,14.0,8.0,0.6283105921983675,0.4355635740490669,0.22546921234125972,3.0,0.0,4.0,1.0
-0.1,0.0,7.0,1.0,0.5839265926291868,7.0,4.0,0.2552502169460419,0.229347420901397,0.42364297562808056,3.0,0.0,1.0,1.0
-0.1,0.0,8.0,0.0,0.002404371296126584,4.0,9.0,0.14948662957473483,0.46078349016815323,0.7153142137090301,2.0,5.0,0.0,2.0
-0.1,0.0,9.0,1.0,0.7297330864308464,14.0,7.0,0.5654339142155639,0.32808002216301446,0.43158712949416633,5.0,0.0,2.0,0.0
-0.1,0.0,10.0,1.0,0.10583174795596983,2.0,3.0,0.08756200804494095,0.1405624467160407,0.7826872508019713,2.0,1.0,0.0,2.0
-0.1,0.0,11.0,0.0,0.43950737180644384,6.0,8.0,0.30358109051444937,0.4070325311360999,0.5326674492798853,2.0,1.0,1.0,4.0
-0.1,0.0,12.0,0.0,0.5310747803578671,14.0,8.0,0.5510197607851223,0.2874327170026157,0.20412647263734107,3.0,0.0,3.0,0.0
-0.1,0.0,13.0,1.0,0.5693125831727799,2.0,4.0,0.06878519401998849,0.1381974292764971,0.15425630060757956,0.0,1.0,1.0,2.0
-0.1,0.0,14.0,0.0,0.4488997320653765,15.0,10.0,0.6309075465142845,0.45025231721057773,0.375634163710355,3.0,0.0,3.0,1.0
-0.1,0.0,15.0,1.0,0.9883022606780023,16.0,8.0,0.5551273817275574,0.30484969313306265,0.278177403860587,6.0,0.0,3.0,1.0
-0.1,0.0,16.0,0.0,0.20447468840643668,12.0,7.0,0.5581194500642104,0.321693913261656,0.5362732152655901,6.0,1.0,0.0,0.0
-0.1,0.0,17.0,1.0,0.20396683984408515,3.0,9.0,0.14173805819534965,0.3915275383074768,0.7077902537674174,2.0,3.0,0.0,5.0
-0.1,0.0,18.0,0.0,0.7346672329845625,7.0,5.0,0.302107220340283,0.2335152564945296,0.13470089289819398,2.0,0.0,0.0,0.0
-0.1,0.0,19.0,1.0,0.28246667632335,6.0,7.0,0.21060751312177808,0.24707705317546585,0.70159556681452,4.0,3.0,0.0,2.0
-0.1,0.0,20.0,0.0,0.810708200679211,10.0,9.0,0.44062102751041604,0.38340647502016606,0.1577812042503719,2.0,0.0,3.0,4.0
-0.1,0.0,21.0,0.0,0.9088487644685548,15.0,11.0,0.6444812482885414,0.48384471205032487,0.3564913852371528,4.0,0.0,2.0,2.0
-0.1,0.0,22.0,0.0,0.8950072985411014,12.0,9.0,0.4255728126012147,0.4002704888342985,0.2990237638275555,3.0,0.0,2.0,2.0
-0.1,0.0,23.0,1.0,0.7429309883234848,15.0,8.0,0.6783641081949516,0.33980865003145494,0.46014694732708683,5.0,0.0,3.0,1.0
-0.1,0.0,24.0,1.0,0.7348392550881173,10.0,9.0,0.35520214772607767,0.5665763023997775,0.6744000040139654,1.0,0.0,0.0,0.0
-0.1,0.0,25.0,1.0,0.19427839887316944,6.0,8.0,0.29721912515982546,0.43052340415067586,0.47606192014036564,3.0,2.0,1.0,4.0
-0.1,0.0,26.0,1.0,0.7914224431220233,12.0,10.0,0.5184016905851007,0.37610297569808454,0.10442827512441605,1.0,0.0,5.0,4.0
-0.1,0.0,27.0,1.0,0.24805727172607217,7.0,12.0,0.2366107633212745,0.635343173167274,0.603630770877421,0.0,1.0,1.0,5.0
-0.1,0.0,28.0,1.0,0.3104132019252469,1.0,10.0,0.039221676883689945,0.4747855865769322,0.6790198385128872,0.0,3.0,0.0,6.0
-0.1,0.0,29.0,1.0,0.27448237730817837,1.0,10.0,0.023935072535707324,0.47754866757595205,0.7118215423749417,1.0,4.0,0.0,6.0
-0.1,0.0,30.0,0.0,0.5261446600646116,15.0,11.0,0.6611779902023563,0.549085687260678,0.1292417167514726,4.0,0.0,1.0,1.0
-0.1,0.0,31.0,0.0,0.5659177913295613,11.0,9.0,0.44861140479994926,0.39457590234199835,0.31156676594506255,4.0,0.0,2.0,4.0
-0.1,0.0,32.0,1.0,0.19534390778706334,0.0,2.0,2.339049386807405e-17,0.08553703167716502,,0.0,0.0,0.0,2.0
-0.1,0.0,33.0,1.0,0.0856392158117919,5.0,14.0,0.22627438682334752,0.7051273445872752,0.677238308815009,3.0,3.0,0.0,9.0
-0.1,0.0,34.0,0.0,0.2887860413866363,4.0,15.0,0.15081421490116304,0.6842886061160691,0.7182716205361723,2.0,4.0,0.0,9.0
-0.1,0.0,35.0,1.0,0.17562313071031488,3.0,8.0,0.1615875214123472,0.3774480094026146,0.7437189549121899,3.0,1.0,0.0,7.0
-0.1,0.0,36.0,0.0,0.3300993594105891,5.0,8.0,0.23861210287839493,0.3510514470982823,0.4812056149257875,2.0,2.0,0.0,3.0
-0.1,0.0,37.0,1.0,0.12099140373022577,3.0,8.0,0.16502708615029552,0.4135610403488171,0.6640988651586723,2.0,3.0,0.0,4.0
-0.1,0.0,38.0,1.0,0.8771221844566954,13.0,8.0,0.6352394358121536,0.4243650820107169,0.3137749032781648,5.0,0.0,1.0,1.0
-0.1,0.0,39.0,0.0,0.22758861689861065,9.0,10.0,0.41556144337296214,0.4681506531969716,0.35493045549262425,1.0,1.0,2.0,3.0
-0.1,0.0,40.0,0.0,0.8458281094823071,10.0,11.0,0.3047061709506821,0.5548551082654103,0.39626378468702556,4.0,0.0,0.0,5.0
-0.1,0.0,41.0,0.0,0.538424076315763,9.0,5.0,0.3964976888930295,0.1838439042114951,0.2225963077590209,3.0,1.0,2.0,0.0
-0.1,0.0,42.0,1.0,0.33730498885138205,3.0,13.0,0.10602323975297283,0.5384008759886748,0.26555435695829904,1.0,2.0,0.0,9.0
-0.1,0.0,43.0,1.0,0.6532241617237734,13.0,5.0,0.5204325824148948,0.20750461650885077,0.41427504620516353,6.0,0.0,3.0,1.0
-0.1,0.0,44.0,0.0,0.16879238191808876,1.0,7.0,0.06088528398762079,0.30017654301829777,0.6738985364587067,1.0,2.0,0.0,5.0
-0.1,0.0,45.0,0.0,0.6671642902458423,17.0,12.0,0.6729564277288393,0.5854109402537366,0.41567593818037263,4.0,0.0,1.0,0.0
-0.1,0.0,46.0,1.0,0.5153331134985638,9.0,8.0,0.4819146091751174,0.4289971884211883,0.3491831895361066,3.0,1.0,2.0,3.0
-0.1,0.0,47.0,1.0,0.292944265603593,7.0,6.0,0.3392705023191456,0.2682448231375363,0.39334059570384106,2.0,1.0,1.0,1.0
-0.1,0.0,48.0,0.0,0.12145217637663774,2.0,8.0,0.10057746677993026,0.3082012697090909,0.658347291764355,1.0,5.0,0.0,2.0
-0.1,0.0,49.0,1.0,0.39786503110038185,3.0,9.0,0.08876355581704548,0.3909743518951389,0.4469160316534885,0.0,3.0,1.0,4.0
-0.1,0.0,50.0,1.0,0.05345606458749086,5.0,8.0,0.18429841391187826,0.30614868184737803,0.6888428796811146,1.0,1.0,0.0,3.0
-0.1,0.0,51.0,1.0,0.15904069349254013,1.0,8.0,0.02776476739575922,0.4364326943383425,0.7033352325922538,1.0,0.0,0.0,8.0
-0.1,0.0,52.0,0.0,0.1903654703139217,3.0,8.0,0.17700189600053826,0.3650132354672058,0.6644579135701973,1.0,3.0,0.0,3.0
-0.1,0.0,53.0,0.0,0.17962555946404213,4.0,10.0,0.22684755232132006,0.5043519946118687,0.6980862757293123,0.0,4.0,0.0,2.0
-0.1,0.0,54.0,1.0,0.9337179485755024,9.0,4.0,0.3431501738772312,0.18455197460929487,0.5905084750790056,7.0,0.0,1.0,3.0
-0.1,0.0,55.0,1.0,0.9857264856291484,12.0,9.0,0.4536240689881298,0.39861342724192644,0.12025156007248605,4.0,0.0,1.0,2.0
-0.1,0.0,56.0,1.0,0.2898047544235973,6.0,10.0,0.2818975911877983,0.5172277464235601,0.7111676864230158,2.0,3.0,0.0,3.0
-0.1,0.0,57.0,0.0,0.21254770781918808,2.0,5.0,0.07486924823457565,0.25976809075621304,0.6267154783699653,1.0,2.0,0.0,2.0
-0.1,0.0,58.0,0.0,0.3267901546341093,11.0,13.0,0.6009099441794064,0.7206585629674368,0.43418604749930134,1.0,1.0,1.0,3.0
-0.1,0.0,59.0,0.0,0.7943387649796179,12.0,11.0,0.5485559327097562,0.46050408968913586,0.23354545002345328,2.0,0.0,2.0,3.0
-0.1,0.0,60.0,0.0,0.37636741522729233,4.0,5.0,0.177573187219962,0.17073559474628822,0.7168913922168751,3.0,1.0,0.0,3.0
-0.1,0.0,61.0,0.0,0.71804189637238,13.0,11.0,0.6760881650734187,0.5523267481462506,0.4107950420331401,1.0,0.0,3.0,2.0
-0.1,0.0,62.0,0.0,0.6100632352140549,14.0,11.0,0.5764040636197468,0.5470764334362145,0.37092576485106143,3.0,0.0,3.0,3.0
-0.1,0.0,63.0,1.0,0.557101165185436,7.0,8.0,0.2960911395046451,0.3519929665411315,0.4066749850630127,3.0,0.0,1.0,5.0
-0.1,0.0,64.0,1.0,0.8068115970348295,15.0,7.0,0.6340992621426939,0.25901250559072286,0.4049173840378716,5.0,0.0,4.0,1.0
