gamma,replicate,individual,type,threshold,degree,degree_initial,centrality,centrality_initial,local_assortativity,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
-0.8,0.0,0.0,1.0,0.3790985254337701,3.0,6.0,0.1530636928970851,0.20007000713728829,0.3083870005614463,1.0,2.0,1.0,3.0
-0.8,0.0,1.0,0.0,0.567098167179614,1.0,6.0,0.04457671748735188,0.22843094726187024,0.7929346388818993,1.0,3.0,0.0,3.0
-0.8,0.0,2.0,0.0,0.5955925126571219,18.0,13.0,1.0,0.6130984843504954,0.36697766069700616,5.0,0.0,2.0,2.0
-0.8,0.0,3.0,1.0,0.4498588988554526,16.0,9.0,0.7280620296248406,0.36173660055877505,0.32436109704612465,6.0,0.0,2.0,1.0
-0.8,0.0,4.0,1.0,0.45701982539471864,11.0,4.0,0.6107661253095465,0.18809141611090677,0.4087372724216302,5.0,0.0,3.0,1.0
-0.8,0.0,5.0,1.0,0.3116509978753955,4.0,8.0,0.23862777162083781,0.3370757500395649,0.4136634217784299,1.0,2.0,1.0,4.0
-0.8,0.0,6.0,0.0,0.3133373611975704,1.0,3.0,0.08990999776586245,0.13779563983860027,0.6834888547582326,1.0,2.0,0.0,1.0
-0.8,0.0,7.0,0.0,0.29485946100158045,5.0,10.0,0.37317643583612037,0.494244491591879,0.4865193253049078,3.0,5.0,1.0,4.0
-0.8,0.0,8.0,0.0,0.5307724612356264,13.0,8.0,0.7623158177761208,0.45087260194491885,0.17004067522126823,2.0,0.0,5.0,2.0
-0.8,0.0,9.0,1.0,0.3962220215994189,7.0,11.0,0.4736238199107734,0.5330182747570709,0.3503684955880243,2.0,2.0,0.0,4.0
-0.8,0.0,10.0,1.0,0.7187503721849594,10.0,6.0,0.5351265662461865,0.2892587228560919,0.2470680768590596,4.0,0.0,3.0,3.0
-0.8,0.0,11.0,1.0,0.5480919969498905,14.0,6.0,0.647452991256342,0.3537632493553655,0.431211677329872,7.0,0.0,1.0,0.0
-0.8,0.0,12.0,1.0,0.582075082707141,13.0,9.0,0.633921714951098,0.36170665253056433,0.2986232652072266,1.0,0.0,3.0,0.0
-0.8,0.0,13.0,1.0,0.16765093779104812,7.0,7.0,0.36397180566859016,0.2307572196612781,0.5099181477002341,4.0,3.0,1.0,2.0
-0.8,0.0,14.0,1.0,0.029277197597395443,3.0,7.0,0.1324897141899548,0.3122840214763759,0.6691725942253423,3.0,1.0,0.0,6.0
-0.8,0.0,15.0,1.0,0.20874191791401042,3.0,11.0,0.14160202711370817,0.5360132670791685,0.7146083470267565,2.0,2.0,0.0,8.0
-0.8,0.0,16.0,0.0,0.022575436577678576,4.0,7.0,0.24727949441467978,0.2713488672514958,0.709223081516585,1.0,0.0,0.0,4.0
-0.8,0.0,17.0,1.0,0.6346744421866868,7.0,8.0,0.36308434872698725,0.2677997066740203,-0.02289413210886996,0.0,0.0,3.0,4.0
-0.8,0.0,18.0,1.0,0.2244417391997393,3.0,9.0,0.12393297814678281,0.38597573700593174,0.7367176462221804,2.0,2.0,0.0,6.0
-0.8,0.0,19.0,1.0,0.398309870301092,15.0,10.0,0.7089006328774176,0.39332983238432806,0.42136067501001434,4.0,0.0,2.0,1.0
-0.8,0.0,20.0,0.0,0.6195007984120342,12.0,10.0,0.6309338200047325,0.480617501634295,0.17343148513359885,3.0,0.0,1.0,2.0
-0.8,0.0,21.0,1.0,0.0019484974344642358,7.0,6.0,0.39569843752410894,0.24172647124580193,0.6732564450487628,4.0,2.0,0.0,1.0
