gamma,replicate,individual,type,threshold,degree,degree_initial,centrality,centrality_initial,local_assortativity,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
0.9,0.0,0.0,0.0,0.7879955433794817,8.0,5.0,0.39858480902580523,0.25430839316139775,-0.2034758183345587,0.0,0.0,3.0,0.0
0.9,0.0,1.0,1.0,0.837899079090607,14.0,11.0,0.6920784038759544,0.5837681765487363,-0.17454829428904148,0.0,0.0,3.0,0.0
0.9,0.0,2.0,0.0,0.027626699940338728,9.0,8.0,0.4873913366416563,0.3999830280119907,0.2298547082795846,4.0,2.0,1.0,2.0
0.9,0.0,3.0,1.0,0.8643006336457159,8.0,5.0,0.3864376509979724,0.3175703894540324,0.1558151901487834,1.0,0.0,2.0,0.0
0.9,0.0,4.0,1.0,0.49537451320044257,10.0,9.0,0.5332204022378563,0.5092445579801295,0.044583324424774994,0.0,1.0,2.0,0.0
0.9,0.0,5.0,1.0,0.5208699094848576,12.0,9.0,0.5836566583406856,0.4208326007319656,-0.13225193286762355,1.0,0.0,3.0,1.0
0.9,0.0,6.0,1.0,0.9165019385426612,10.0,7.0,0.49214244240336963,0.44879880454878773,0.04398594159940843,2.0,0.0,1.0,0.0
0.9,0.0,7.0,0.0,0.9803527358261553,15.0,11.0,0.7964196908466189,0.5852241998892613,-0.09302810361551204,2.0,0.0,2.0,0.0
0.9,0.0,8.0,1.0,0.5467865490101835,12.0,9.0,0.5248824793799051,0.41816342698851433,0.0745439982970843,2.0,0.0,1.0,0.0
0.9,0.0,9.0,0.0,0.9522512148910356,8.0,6.0,0.3553925725927391,0.250235977759785,0.03980703238814721,1.0,0.0,1.0,0.0
0.9,0.0,10.0,0.0,0.3339424227789818,7.0,6.0,0.3785235483851833,0.2906582448847725,0.2866289999573407,1.0,0.0,1.0,1.0
0.9,0.0,11.0,1.0,0.3728670381883499,3.0,3.0,0.17519431386789605,0.21224350144430776,0.23799382398754884,1.0,1.0,1.0,1.0
0.9,0.0,12.0,1.0,0.29084612122025644,2.0,4.0,0.08049476518380201,0.19692744713440885,0.5170871887798689,1.0,2.0,0.0,1.0
0.9,0.0,13.0,0.0,0.8237983325978216,8.0,7.0,0.4495401604504845,0.3969149689356435,-0.19508333139717446,0.0,0.0,1.0,0.0
0.9,0.0,14.0,0.0,0.6720426109502342,11.0,9.0,0.7270162322489627,0.5433813317558417,-0.07977170548018624,1.0,0.0,1.0,0.0
0.9,0.0,15.0,0.0,0.9979183845124736,11.0,7.0,0.5569277221299497,0.23700696133585503,-0.020284655556225804,1.0,0.0,3.0,0.0
0.9,0.0,16.0,1.0,0.5797089922720582,1.0,5.0,0.0670167064402425,0.3102332605431154,0.47805428018525215,1.0,1.0,0.0,4.0
0.9,0.0,17.0,0.0,0.16582848000068318,4.0,8.0,0.22456154925663155,0.3783907556642095,-0.042923857622587984,1.0,2.0,0.0,3.0
0.9,0.0,18.0,1.0,0.17517720405082948,7.0,7.0,0.4454835194180134,0.3737824300540059,0.13272290218696264,1.0,0.0,1.0,2.0
0.9,0.0,19.0,1.0,0.2316871798740513,2.0,11.0,0.10183571589987861,0.5721035533164013,0.5221423549976795,0.0,1.0,0.0,8.0
0.9,0.0,20.0,1.0,0.12292711517514376,3.0,3.0,0.11698766079370637,0.16290708386498437,0.6168336567281629,2.0,1.0,0.0,1.0
0.9,0.0,21.0,1.0,0.4456804895229054,15.0,12.0,0.7623718534193371,0.7158376842111103,0.2440500273274535,1.0,0.0,4.0,2.0
0.9,0.0,22.0,1.0,0.18837735807389255,6.0,9.0,0.3326444203624476,0.3241374896423304,0.011688136306416266,2.0,3.0,0.0,2.0
