gamma,replicate,individual,type,threshold,degree,degree_initial,centrality,centrality_initial,local_assortativity,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
0.4,0.0,0.0,1.0,0.8864286863256481,7.0,4.0,0.2016549373618753,0.13626429876035384,0.08831582433743647,1.0,0.0,2.0,0.0
0.4,0.0,1.0,0.0,0.4267770061162103,1.0,3.0,0.03506418580661048,0.19611235160740156,0.668808276227215,1.0,2.0,0.0,1.0
0.4,0.0,2.0,0.0,0.8996885724198237,12.0,9.0,0.44443898594102393,0.4153273827924575,0.22159489646066483,3.0,0.0,3.0,3.0
0.4,0.0,3.0,0.0,0.8797632578062221,9.0,4.0,0.28893738148953013,0.16220973724541934,0.11089443819383636,4.0,1.0,4.0,2.0
0.4,0.0,4.0,0.0,0.07758205674008478,6.0,4.0,0.2303784812734872,0.22805697444095802,0.6157347049591817,4.0,1.0,0.0,1.0
0.4,0.0,5.0,0.0,0.43617027409392917,16.0,13.0,0.6481383240895935,0.7622101733884112,0.25686832553865413,3.0,1.0,2.0,1.0
0.4,0.0,6.0,1.0,0.03221375456522513,5.0,3.0,0.20412962331651452,0.12286971884490244,0.6557322231816608,4.0,1.0,0.0,1.0
0.4,0.0,7.0,0.0,0.4639811895336632,12.0,10.0,0.5212972039475715,0.402281556146828,0.23346465445180314,2.0,0.0,1.0,1.0
0.4,0.0,8.0,1.0,0.14226246025354528,4.0,8.0,0.20307453615244445,0.42063825531664234,0.6362170625493747,3.0,4.0,0.0,3.0
0.4,0.0,9.0,1.0,0.14237448262587205,6.0,10.0,0.2827794635430457,0.44520337357223316,0.5492817048030387,4.0,3.0,1.0,6.0
0.4,0.0,10.0,1.0,0.2267951656847752,3.0,4.0,0.16452200086298285,0.13762995365583552,0.6823392296191284,2.0,1.0,0.0,2.0
0.4,0.0,11.0,1.0,0.602717517126932,2.0,6.0,0.0825299620793457,0.2179754922742066,0.09141079157263794,1.0,4.0,1.0,2.0
0.4,0.0,12.0,0.0,0.8500343471310209,16.0,5.0,0.8112007947756269,0.26557714832061496,0.26496024457896883,7.0,0.0,4.0,0.0
0.4,0.0,13.0,1.0,0.5676184002508431,13.0,6.0,0.5116496812027513,0.2768506551900602,0.36342483990350094,6.0,0.0,3.0,2.0
0.4,0.0,14.0,1.0,0.8756526567202043,0.0,2.0,1.6102742228627545e-17,0.0611445845314825,,0.0,0.0,0.0,2.0
0.4,0.0,15.0,0.0,0.8983054813186935,12.0,4.0,0.5123930881786,0.1420971143961259,0.18748930099136843,4.0,0.0,4.0,0.0
0.4,0.0,16.0,0.0,0.2706645234480308,4.0,6.0,0.16024905390388325,0.15709546348181955,0.41543782204209484,1.0,1.0,1.0,3.0
0.4,0.0,17.0,0.0,0.23907482965354754,9.0,13.0,0.42006952245265594,0.6511669634955717,0.5943719339305266,1.0,1.0,0.0,4.0
0.4,0.0,18.0,1.0,0.7378465689282904,11.0,5.0,0.4079846079546718,0.17396621836784434,0.42374368239013244,7.0,0.0,0.0,1.0
0.4,0.0,19.0,0.0,0.09083235369998954,4.0,7.0,0.16840420788009908,0.25453442440062424,0.7248648857937381,3.0,2.0,0.0,4.0
0.4,0.0,20.0,1.0,0.9898470086222325,14.0,10.0,0.5634408413032601,0.40588502933368087,0.36338435533543495,4.0,0.0,1.0,1.0
0.4,0.0,21.0,0.0,0.8374040296910183,9.0,5.0,0.4045111135114619,0.1760954903154716,-0.04144195610935474,2.0,0.0,2.0,0.0
0.4,0.0,22.0,1.0,0.090283963913244,3.0,6.0,0.13577263500796513,0.2414052148020175,0.5960925583472999,1.0,2.0,0.0,2.0
0.4,0.0,23.0,1.0,0.7645167491794095,14.0,8.0,0.7111621629696082,0.3708035960701684,0.3049456766152146,3.0,0.0,3.0,0.0
0.4,0.0,24.0,1.0,0.5649037026741232,4.0,5.0,0.18795104907637394,0.17634043441165775,0.42079815645256863,3.0,3.0,0.0,1.0
0.4,0.0,25.0,1.0,0.4898090660975295,1.0,3.0,0.05817551080215689,0.13016018946054264,0.5868434264817166,0.0,1.0,0.0,1.0
0.4,0.0,26.0,0.0,0.2545179367943937,9.0,8.0,0.4180991344719376,0.4831336065790078,0.308812241007999,3.0,1.0,0.0,1.0
0.4,0.0,27.0,1.0,0.42673706525153243,14.0,11.0,0.5755861515482545,0.5779103159536603,0.39233053065938445,6.0,1.0,1.0,3.0
0.4,0.0,28.0,1.0,0.36430991816625624,12.0,12.0,0.5366406521867314,0.6762477668284882,0.25518860979365615,1.0,1.0,2.0,2.0
0.4,0.0,29.0,0.0,0.3283959261099887,8.0,9.0,0.35124138586304443,0.3470728960568755,0.38289527193096684,2.0,2.0,0.0,1.0
0.4,0.0,30.0,0.0,0.42283408837089576,11.0,4.0,0.4026981591195414,0.07958169132338158,0.4631815380231632,6.0,0.0,2.0,1.0
0.4,0.0,31.0,0.0,0.7748805212112948,10.0,9.0,0.37371178337423683,0.40996602192926884,0.14869925706685116,1.0,0.0,2.0,2.0
0.4,0.0,32.0,0.0,0.47419521823509625,0.0,7.0,1.6102742228627545e-17,0.25624494120444713,,0.0,3.0,0.0,4.0
0.4,0.0,33.0,1.0,0.1525839979465603,2.0,4.0,0.07778528847534764,0.13774058867741118,0.6602873447286417,0.0,0.0,0.0,2.0
0.4,0.0,34.0,1.0,0.6197516975186009,7.0,9.0,0.2902231342593052,0.3744106329307557,0.22248780190163198,2.0,1.0,1.0,4.0
0.4,0.0,35.0,0.0,0.042339812361025464,5.0,4.0,0.2163370912000852,0.11959915538572283,0.46778342618412894,1.0,0.0,1.0,1.0
0.4,0.0,36.0,1.0,0.6634009057901464,0.0,7.0,1.6102742228627545e-17,0.31908957889312706,,0.0,2.0,0.0,5.0
0.4,0.0,37.0,1.0,0.7133075077234896,0.0,7.0,1.6102742228627545e-17,0.2652084573060764,,0.0,1.0,0.0,6.0
0.4,0.0,38.0,0.0,0.0736410070165493,6.0,7.0,0.21347698425496014,0.4537556597556701,0.49287898731685487,2.0,0.0,1.0,4.0
0.4,0.0,39.0,0.0,0.6083344621551985,7.0,6.0,0.26614482340284573,0.3013436401579893,0.1061332997651345,1.0,0.0,0.0,0.0
0.4,0.0,40.0,1.0,0.11625613721509398,2.0,2.0,0.11164161782364235,0.0682762690203843,0.5567846553607021,2.0,0.0,0.0,2.0
0.4,0.0,41.0,0.0,0.5192310440816035,10.0,8.0,0.43657177671357916,0.29066477489894005,0.487153531889849,5.0,0.0,0.0,3.0
0.4,0.0,42.0,1.0,0.29682945084414813,5.0,8.0,0.20878298490435496,0.31136130568794307,0.701869820489644,4.0,0.0,0.0,7.0
0.4,0.0,43.0,0.0,0.18934012521082944,8.0,8.0,0.32738065043189146,0.3742270176807514,0.5704313943542114,3.0,2.0,1.0,2.0
0.4,0.0,44.0,0.0,0.8704045193289502,14.0,9.0,0.5575855825140668,0.42669440246890816,0.7245790704021946,7.0,0.0,0.0,2.0
0.4,0.0,45.0,0.0,0.04459728743891189,0.0,6.0,1.6102742228627545e-17,0.24573902455451632,,0.0,4.0,0.0,2.0
0.4,0.0,46.0,0.0,0.5046368491213212,9.0,9.0,0.43884978298306265,0.4510937987794969,0.2123147925632275,3.0,0.0,1.0,4.0
0.4,0.0,47.0,1.0,0.39834161414725655,10.0,10.0,0.49354196877367734,0.4627179953410963,0.42570013021858577,4.0,1.0,1.0,4.0
0.4,0.0,48.0,1.0,0.24331126802635017,11.0,12.0,0.5875268502975419,0.5911588817797422,0.36550037156091547,4.0,2.0,2.0,5.0
0.4,0.0,49.0,1.0,0.48619105515085537,1.0,10.0,0.06901524301212356,0.49697291607215077,0.6989138977618304,1.0,4.0,0.0,6.0
0.4,0.0,50.0,1.0,0.4490793419098693,18.0,20.0,0.6397244113344462,1.0,0.4093677145364495,3.0,1.0,1.0,5.0
0.4,0.0,51.0,1.0,0.9826252210842732,14.0,9.0,0.5899956803593326,0.33829059672000167,0.1604514642050908,4.0,0.0,2.0,1.0
0.4,0.0,52.0,1.0,0.8187321606488093,11.0,6.0,0.38930701983173505,0.2496914403746061,0.6048012281128952,6.0,0.0,0.0,1.0
0.4,0.0,53.0,0.0,0.8111521750798694,13.0,10.0,0.5511964075853684,0.5391548819391774,0.3532112537019398,4.0,0.0,2.0,3.0
0.4,0.0,54.0,0.0,0.47222599549923827,11.0,9.0,0.3808878103397684,0.492995267837401,0.33761476235776966,2.0,0.0,2.0,2.0
0.4,0.0,55.0,0.0,0.10309851534314929,5.0,6.0,0.199078294068373,0.2704385489712399,0.66567441517173,3.0,0.0,0.0,4.0
0.4,0.0,56.0,0.0,0.7438012205029546,9.0,4.0,0.24889597648919348,0.19502431044953122,0.5297479015720022,5.0,0.0,2.0,2.0
0.4,0.0,57.0,0.0,0.7229659556036164,13.0,12.0,0.5369628786133225,0.589548206742488,0.33138196435717704,3.0,0.0,1.0,3.0
0.4,0.0,58.0,0.0,0.12087727193496978,1.0,7.0,0.04761789447983291,0.2964225773259511,0.602344323967807,1.0,1.0,0.0,6.0
0.4,0.0,59.0,1.0,0.09125100103482087,2.0,4.0,0.09608624023617328,0.13242648257469808,0.6862452737722801,1.0,0.0,0.0,3.0
0.4,0.0,60.0,1.0,0.21807542437140282,6.0,10.0,0.27863921277808135,0.42651898345069356,0.3978393825145642,0.0,2.0,0.0,2.0
0.4,0.0,61.0,1.0,0.4560757590554304,2.0,7.0,0.08515079827280952,0.40592746446862393,0.6941159375525037,1.0,1.0,0.0,5.0
0.4,0.0,62.0,0.0,0.1767480484288162,7.0,9.0,0.3047656967947938,0.4497415977399921,0.6431846672343844,3.0,0.0,0.0,5.0
0.4,0.0,63.0,1.0,0.894057023764609,12.0,7.0,0.4026844892090533,0.2478571008798473,0.23569174270463208,3.0,0.0,2.0,0.0
0.4,0.0,64.0,1.0,0.5089701870921006,0.0,10.0,1.6102742228627545e-17,0.49011384331063285,,0.0,4.0,0.0,6.0
0.4,0.0,65.0,0.0,0.2761227238460543,5.0,6.0,0.19807688600983236,0.21140724749466086,0.4780497628756831,2.0,0.0,0.0,3.0
0.4,0.0,66.0,1.0,0.5203438512766797,12.0,6.0,0.5811556924666498,0.3356093414589165,0.31908565199189437,5.0,0.0,2.0,1.0
0.4,0.0,67.0,1.0,0.09756806462465384,6.0,11.0,0.3402566264819458,0.5026060015157578,0.6436784396653069,3.0,4.0,0.0,4.0
0.4,0.0,68.0,1.0,0.8875753240372787,16.0,14.0,0.6319366160971475,0.644885823317712,0.17368856215148684,2.0,0.0,2.0,2.0
0.4,0.0,69.0,0.0,0.026602204015153008,3.0,9.0,0.14912128377907374,0.3931305086749332,0.32692231813845807,0.0,1.0,1.0,6.0
0.4,0.0,70.0,0.0,0.6658452327554826,2.0,4.0,0.07966685715821452,0.17813979699501803,0.6283892354334247,1.0,1.0,0.0,2.0
0.4,0.0,71.0,1.0,0.7600344131062885,14.0,13.0,0.465739728591373,0.5839325027105532,0.2591497543284141,3.0,0.0,2.0,4.0
0.4,0.0,72.0,1.0,0.9803900854741355,18.0,9.0,0.6064794745692815,0.4267261426031525,0.1739133942977702,5.0,0.0,4.0,0.0
0.4,0.0,73.0,1.0,0.002592570632667379,0.0,5.0,1.6102742228627545e-17,0.16155735984929043,,0.0,1.0,0.0,4.0
0.4,0.0,74.0,1.0,0.04703759467752355,1.0,6.0,0.033640239122107285,0.2705038664193098,0.7511998763097142,1.0,4.0,0.0,2.0
0.4,0.0,75.0,1.0,0.34346504935733513,12.0,8.0,0.5866439886083226,0.39972074920320194,0.3004366682496654,3.0,1.0,2.0,0.0
0.4,0.0,76.0,1.0,0.025179553086556172,1.0,10.0,0.03364235338392088,0.44268727546088654,0.7038771952677437,0.0,5.0,0.0,4.0
