user_id,user_id_str
1049634518536204288,"""1049634518536204288"""
492807361,"""492807361"""
879514089894146050,"""879514089894146050"""
106647604,"""106647604"""
1797104220,"""1797104220"""
574166864,"""574166864"""
20398119,"""20398119"""
23278130,"""23278130"""
26466747,"""26466747"""
18414418,"""18414418"""
25011698,"""25011698"""
716717234664644608,"""716717234664644608"""
823992142611750914,"""823992142611750914"""
1489565389,"""1489565389"""
1129937888538497026,"""1129937888538497026"""
2303106097,"""2303106097"""
1216794679,"""1216794679"""
2213231920,"""2213231920"""
1133467830073155585,"""1133467830073155585"""
