user_id,user_id_str
2999656227,"""2999656227"""
1199465047858327554,"""1199465047858327554"""
24651052,"""24651052"""
315379912,"""315379912"""
851449107097034756,"""851449107097034756"""
1229428858509762560,"""1229428858509762560"""
1280531863,"""1280531863"""
958906042556989440,"""958906042556989440"""
727583168287649792,"""727583168287649792"""
377673333,"""377673333"""
953384159220781056,"""953384159220781056"""
319199879,"""319199879"""
1245560787051085825,"""1245560787051085825"""
123463938,"""123463938"""
1152049228870500352,"""1152049228870500352"""
1063566600928923648,"""1063566600928923648"""
1239389296811020289,"""1239389296811020289"""
456283028,"""456283028"""
