user_id,user_id_str
785336015938588673,"""785336015938588673"""
28585760,"""28585760"""
825343075190968322,"""825343075190968322"""
1164216705901576192,"""1164216705901576192"""
16872512,"""16872512"""
342930668,"""342930668"""
2867283584,"""2867283584"""
1135743690570207233,"""1135743690570207233"""
1194393363526684672,"""1194393363526684672"""
962204831212433415,"""962204831212433415"""
344465112,"""344465112"""
815326410063675392,"""815326410063675392"""
1181472725035995136,"""1181472725035995136"""
788096156,"""788096156"""
353372244,"""353372244"""
997558591023472642,"""997558591023472642"""
