user_id,user_id_str
106907998,"""106907998"""
3130016657,"""3130016657"""
711122516,"""711122516"""
327768592,"""327768592"""
2988165965,"""2988165965"""
4443548717,"""4443548717"""
18724685,"""18724685"""
126337463,"""126337463"""
176105519,"""176105519"""
1287531488863346689,"""1287531488863346689"""
16598214,"""16598214"""
479134501,"""479134501"""
972406932,"""972406932"""
773221905339850752,"""773221905339850752"""
1329822960,"""1329822960"""
1288321535556681728,"""1288321535556681728"""
1043151408625852417,"""1043151408625852417"""
17799392,"""17799392"""
67623211,"""67623211"""
309406429,"""309406429"""
1267621353831698436,"""1267621353831698436"""
43491735,"""43491735"""
1279559373057077248,"""1279559373057077248"""
