gamma,assort_final,assort_initial
-0.4,-0.004436515987685731,-0.005025125628140659
-0.4,-0.0004365051473806028,-0.005025125628140711
-0.4,-0.0020003591840957323,-0.005025125628140696
-0.4,-0.0015610448313873365,-0.005025125628140622
-0.4,-0.0015027398370272326,-0.005025125628140636
-0.4,-0.004233510464163711,-0.005025125628140733
-0.4,-0.0036909407861487687,-0.005025125628140733
-0.4,-0.002615245109134978,-0.005025125628140783
-0.4,-0.00631213006386741,-0.005025125628140704
-0.4,-0.00032767232957070156,-0.005025125628140711
-0.4,-0.003826928675937362,-0.005025125628140711
-0.4,-0.002845248617493996,-0.005025125628140704
-0.4,-0.0009174674767101989,-0.005025125628140733
-0.4,-0.002162882977790364,-0.005025125628140622
-0.4,7.154738526957382e-06,-0.005025125628140622
-0.4,-0.003248600427423991,-0.005025125628140677
-0.4,-0.001697164107679673,-0.005025125628140659
-0.4,-0.0035100295611773303,-0.005025125628140636
-0.4,-0.0036825509506573247,-0.005025125628140677
-0.4,-0.004070024553099211,-0.005025125628140704
-0.4,0.0013788502539422746,-0.005025125628140696
-0.4,-0.0017379041741262355,-0.005025125628140704
-0.4,-0.002742094491143805,-0.005025125628140704
-0.4,0.007536448123867317,-0.005025125628140674
-0.4,-0.0026037346465493535,-0.005025125628140622
-0.4,-0.0024800325170727766,-0.005025125628140704
-0.4,-0.0012041140428594394,-0.005025125628140659
-0.4,-0.0030550381064672143,-0.005025125628140783
-0.4,-0.0005171460955771818,-0.005025125628140704
-0.4,-0.0006938554786394937,-0.005025125628140659
-0.4,-0.00267849484314737,-0.005025125628140696
-0.4,-0.002435948441032606,-0.005025125628140749
-0.4,-0.001795485978089453,-0.005025125628140659
-0.4,-0.003876670276618711,-0.00502512562814062
-0.4,-0.00037610194469157095,-0.005025125628140696
-0.4,-0.0036656370084304267,-0.005025125628140674
-0.4,-0.0029339247793156516,-0.005025125628140674
-0.4,-0.00441624829370676,-0.005025125628140622
-0.4,-0.0029746253869075943,-0.005025125628140622
-0.4,-0.0006306102073031712,-0.005025125628140659
-0.4,-0.004300390274842523,-0.005025125628140704
-0.4,-0.004686587212270252,-0.005025125628140622
-0.4,-0.003416986973157904,-0.005025125628140674
-0.4,-0.0027041136023808095,-0.005025125628140696
-0.4,-0.0010753664689852223,-0.005025125628140696
-0.4,-0.002056237733506564,-0.005025125628140783
-0.4,0.0008123800863151353,-0.005025125628140783
-0.4,-0.0020082641439388422,-0.005025125628140733
-0.4,-0.0037689117134412694,-0.005025125628140659
-0.4,-0.0012146524496963649,-0.005025125628140704
-0.4,-0.0020713995791938025,-0.005025125628140783
-0.4,-0.0035943201802794604,-0.005025125628140783
-0.4,-0.004562427041198051,-0.005025125628140704
-0.4,-0.0030593721614422904,-0.005025125628140704
-0.4,-0.0035207891316465533,-0.005025125628140696
-0.4,-5.219130180036552e-05,-0.0050251256281407695
-0.4,-0.004659520604366515,-0.005025125628140783
-0.4,-0.0011246643470678632,-0.005025125628140674
-0.4,-0.0009765044940803451,-0.005025125628140733
-0.4,-0.004066727911509591,-0.005025125628140674
-0.4,0.0013211862616558175,-0.005025125628140749
-0.4,-0.0019509972632798852,-0.005025125628140783
-0.4,-0.0027001386005538084,-0.005025125628140674
-0.4,0.0035049205138646617,-0.005025125628140622
-0.4,-0.0004459043052676089,-0.005025125628140704
-0.4,-0.0033047141434850934,-0.005025125628140749
-0.4,-0.003056227916119632,-0.005025125628140659
-0.4,-0.002422417112122688,-0.005025125628140749
-0.4,-0.0027492684567860083,-0.005025125628140622
-0.4,-0.0019116105438201638,-0.005025125628140677
-0.4,-0.0009278169695641499,-0.005025125628140696
-0.4,-0.0017374379911906702,-0.005025125628140704
-0.4,-0.002364377508382474,-0.005025125628140674
-0.4,0.0020163485646070892,-0.005025125628140674
-0.4,-0.0010374435647523574,-0.005025125628140677
-0.4,-0.004232481822048787,-0.005025125628140696
-0.4,-0.0035343310042051613,-0.005025125628140659
-0.4,-0.0001090082930603968,-0.005025125628140704
-0.4,-0.003395424411347055,-0.005025125628140749
-0.4,-0.0012141736673285668,-0.005025125628140696
-0.4,-0.0032077547294079283,-0.005025125628140696
-0.4,-0.0003261460305526257,-0.005025125628140674
-0.4,-0.002490660226639901,-0.005025125628140704
-0.4,-0.0035870996391137292,-0.005025125628140704
-0.4,-0.0022873925963621,-0.005025125628140704
-0.4,-0.003075780786889519,-0.005025125628140711
-0.4,-0.004828242376662082,-0.005025125628140704
-0.4,-0.001207972328502643,-0.005025125628140636
-0.4,-0.0030999709326946312,-0.005025125628140622
-0.4,-0.002792701109525475,-0.005025125628140704
-0.4,-0.004197086875468,-0.005025125628140674
-0.4,-0.000991252383058949,-0.005025125628140749
-0.4,-0.0019080373383497595,-0.005025125628140696
-0.4,-0.0027995941310435127,-0.005025125628140704
-0.4,0.0011075799963417487,-0.005025125628140622
-0.5,0.001613242660891645,-0.005025125628140677
-0.5,-0.004013815278953549,-0.005025125628140704
-0.5,-0.0003267524914857883,-0.005025125628140783
-0.5,0.0004633332385764968,-0.005025125628140783
-0.5,-0.0036539055939940565,-0.005025125628140622
-0.5,0.0007299087989321877,-0.005025125628140659
-0.5,-0.000966580704643866,-0.005025125628140677
-0.5,-0.0017020003661196057,-0.005025125628140659
-0.5,-0.002849301963194988,-0.005025125628140659
-0.5,-0.0003448888210136735,-0.005025125628140674
-0.5,-0.0025150840139471567,-0.005025125628140704
-0.5,-0.0035043847868012675,-0.005025125628140711
-0.5,-0.001457938959566463,-0.005025125628140704
-0.5,0.0011527523874531485,-0.005025125628140704
-0.5,-0.0013241036463635424,-0.005025125628140622
-0.5,-0.0020342310528436935,-0.005025125628140659
-0.5,-0.0027661909184474617,-0.005025125628140659
-0.5,-0.0030719930527751084,-0.005025125628140704
-0.5,-0.0004905607466890095,-0.005025125628140622
-0.5,-0.0010694798505944806,-0.005025125628140696
-0.5,0.0012844549721670868,-0.005025125628140674
-0.5,-0.0022771761225069834,-0.005025125628140733
-0.5,0.0003372020089577439,-0.005025125628140733
-0.5,-0.0010841680904901622,-0.005025125628140696
-0.5,-0.0027204172206750084,-0.005025125628140659
-0.5,0.0023832450764698565,-0.005025125628140704
-0.5,-0.0019202471354902203,-0.005025125628140696
-0.5,-0.002573530255628023,-0.005025125628140704
-0.5,-0.0001896331352479373,-0.005025125628140677
-0.5,-0.003909845040139143,-0.005025125628140704
-0.5,-0.002716641537563119,-0.005025125628140659
-0.5,-0.0027396990889012214,-0.005025125628140659
-0.5,-0.0012675039219321423,-0.005025125628140674
-0.5,-0.003538538874499592,-0.005025125628140733
-0.5,-0.00120542302307025,-0.005025125628140783
-0.5,0.0017927359339493742,-0.005025125628140696
-0.5,-0.001953196969818121,-0.005025125628140704
-0.5,-0.0004512200250520269,-0.005025125628140659
-0.5,0.0008375111116887003,-0.005025125628140659
-0.5,-0.002420738014970348,-0.005025125628140696
-0.5,-0.0019684096886299646,-0.005025125628140696
-0.5,-0.002975095114539993,-0.005025125628140704
-0.5,0.0004005065184907806,-0.005025125628140674
-0.5,0.0003005889019953123,-0.005025125628140636
-0.5,0.00011420311773106824,-0.005025125628140704
-0.5,-0.0027620718961639417,-0.005025125628140659
-0.5,0.0010573567345808655,-0.005025125628140783
-0.5,-0.0018488580677922214,-0.005025125628140733
-0.5,-0.0031452524823206993,-0.005025125628140674
-0.5,0.00013843064287701116,-0.005025125628140659
-0.5,0.008176376387368412,-0.005025125628140749
-0.5,-0.0031616559758938273,-0.005025125628140696
-0.5,-0.002503766050375641,-0.005025125628140783
-0.5,0.0005395557454882285,-0.005025125628140674
-0.5,-0.003383432759069214,-0.005025125628140636
-0.5,-0.0016796493599697318,-0.0050251256281407695
-0.5,-0.0025757704072034014,-0.005025125628140704
-0.5,-0.0023670672654552256,-0.005025125628140783
-0.5,-0.003069121936075125,-0.005025125628140734
-0.5,-0.0036048309199543083,-0.005025125628140677
-0.5,-0.0016995995435807934,-0.005025125628140674
-0.5,-0.0038825228484321564,-0.005025125628140659
-0.5,-0.002537816826112262,-0.005025125628140733
-0.5,0.0004354630265370703,-0.005025125628140636
-0.5,-0.0024650204748797168,-0.005025125628140733
-0.5,-0.00020552854919088368,-0.005025125628140733
-0.5,-0.002215030573880452,-0.005025125628140704
-0.5,9.567841632728747e-05,-0.005025125628140711
-0.5,-0.0036372081937867035,-0.005025125628140783
-0.5,-0.002735631609049869,-0.005025125628140674
-0.5,-0.0030486188869239873,-0.005025125628140704
-0.5,-0.003276011134318621,-0.0050251256281407695
-0.5,-0.0035893801653316504,-0.005025125628140704
-0.5,-0.0015526304314906801,-0.005025125628140704
-0.5,-0.0025599936094196384,-0.005025125628140674
-0.5,-0.0020419097650542064,-0.005025125628140711
-0.5,-0.002058066570807862,-0.005025125628140704
-0.5,-0.002240731154530246,-0.005025125628140696
-0.5,-0.0018843423887131845,-0.005025125628140674
-0.5,-0.002039656920035057,-0.005025125628140711
-0.5,-0.0032027663349944286,-0.005025125628140783
-0.5,-0.004357497298569522,-0.005025125628140622
-0.5,-0.0028391177963752617,-0.005025125628140659
-0.5,-0.0027535003453979623,-0.005025125628140733
-0.5,0.0017261307008380913,-0.005025125628140749
-0.5,-0.0020123454937725927,-0.005025125628140711
-0.5,-0.0012335022112606173,-0.005025125628140622
-0.5,-0.004081639328198347,-0.005025125628140674
-0.5,-0.003935881110067486,-0.005025125628140733
-0.5,-0.00027651573211752965,-0.005025125628140696
-0.5,-0.002325584221631413,-0.005025125628140696
-0.5,-0.001074196676372973,-0.005025125628140733
-0.5,0.0007624888272358322,-0.005025125628140783
-0.5,-0.0007296611251837544,-0.005025125628140704
-0.5,-0.0040952412652591535,-0.005025125628140674
-0.5,-0.0023140880938458354,-0.005025125628140704
-0.5,-0.0026682649954210074,-0.005025125628140711
-0.5,0.001246512149866752,-0.005025125628140659
-0.5,-0.0034673981944333848,-0.005025125628140677
-0.5,0.002493626226520949,-0.0050251256281407695
-0.6,0.0025746712755264326,-0.005025125628140704
-0.6,-0.003849446204258174,-0.005025125628140674
-0.6,0.00011498935610337572,-0.005025125628140704
-0.6,-0.0012659705621194093,-0.005025125628140733
-0.6,-0.003521002508746461,-0.005025125628140622
-0.6,-0.0022431257112977736,-0.005025125628140704
-0.6,-0.0032669225303785477,-0.005025125628140704
-0.6,0.0019186504088680582,-0.005025125628140704
-0.6,-0.006535219285948665,-0.005025125628140677
-0.6,-0.0025427333929956717,-0.005025125628140704
-0.6,-0.003930486837179388,-0.005025125628140711
-0.6,-0.002143949520363174,-0.005025125628140674
-0.6,-0.0028848441826953954,-0.005025125628140696
-0.6,-0.0012480805787287122,-0.005025125628140674
-0.6,-0.000985395883997481,-0.005025125628140704
-0.6,0.0014560286496309463,-0.005025125628140659
-0.6,-0.003898514809428822,-0.005025125628140659
-0.6,-0.0021016114756064333,-0.005025125628140704
-0.6,-0.003463881148819909,-0.005025125628140659
-0.6,-0.0016824437517623917,-0.005025125628140704
-0.6,-0.004107449692359369,-0.005025125628140704
-0.6,-0.0005432918111858825,-0.005025125628140696
-0.6,-0.003070996515139866,-0.005025125628140674
-0.6,-0.0026895123722161345,-0.005025125628140659
-0.6,-0.0022803106149363304,-0.005025125628140783
-0.6,-0.0011421647381210135,-0.005025125628140704
-0.6,-0.0022272603206164895,-0.005025125628140783
-0.6,-0.0024289224920372235,-0.005025125628140622
-0.6,-0.00022177571870982205,-0.005025125628140783
-0.6,-0.0016867779846068073,-0.005025125628140704
-0.6,-0.0044893885441139,-0.005025125628140704
-0.6,-0.0008964593225655285,-0.005025125628140704
-0.6,-0.0029635299013243814,-0.005025125628140704
-0.6,-0.0032363332237122775,-0.005025125628140711
-0.6,-0.0031944354532880137,-0.005025125628140622
-0.6,0.00549332754148705,-0.005025125628140659
-0.6,-0.002746795030695157,-0.005025125628140704
-0.6,-0.0031697481508506176,-0.005025125628140749
-0.6,-0.0028520521658123034,-0.005025125628140704
-0.6,-0.0011437929021391672,-0.005025125628140704
-0.6,-0.0012407204895563387,-0.005025125628140659
-0.6,-0.0011737006992508443,-0.005025125628140704
-0.6,-0.0018001164509482506,-0.005025125628140704
-0.6,-0.0017695243313010822,-0.0050251256281407695
-0.6,-0.0008488228670866034,-0.005025125628140704
