true_positive,false_negative,true_negative,false_positive,sensitivity,specificity,precision,gamma,replicate
4034.335,1197.41,4750.905,17.35,0.6766148725086533,0.9756764517531235,0.9932282521877385,1.0,0.0
3051.24,1941.855,4998.325,8.58,0.5862781203793529,0.9989488125315444,0.9792491543804787,1.0,1.0
2829.945,2215.43,4947.625,7.0,0.43749495796235083,0.9982138398451716,0.998102306172573,1.0,2.0
4828.12,476.615,4671.62,23.645,0.829476924534479,0.9933796545989462,0.9689526583374856,1.0,3.0
3859.875,1055.735,5080.76,3.63,0.5190122904358224,0.9950026705363858,0.9994325216421223,1.0,4.0
1771.48,2638.415,5590.105,0.0,0.2421204764777646,1.0,1.0,1.0,5.0
4768.18,464.21,4655.315,112.295,0.8973477924351111,0.9816242368758393,0.8712862082699974,1.0,6.0
2034.27,2865.795,5097.325,2.61,0.36260039175160197,0.9997341807954467,0.9620414555291874,1.0,7.0
1175.345,3401.525,5423.13,0.0,0.17443743239807444,1.0,1.0,1.0,8.0
4255.445,751.11,4988.45,4.995,0.643369135090715,0.9974426913731903,0.9988886060343848,1.0,9.0
1918.875,3039.5,5024.23,17.395,0.4276374448294928,0.9978782857297238,0.9201115670789659,1.0,0.0
4831.83,353.195,4796.975,18.0,0.8209901265160144,0.9827653710870607,0.988820844370267,1.0,1.0
4754.465,520.28,4707.345,17.91,0.7779682902480203,0.9622009505740251,0.9239391800633707,1.0,2.0
1821.985,3001.735,5176.27,0.01,0.2781951300821434,0.9999973085662038,0.999995604532619,1.0,3.0
2208.14,2578.41,5212.155,1.295,0.3266189188137643,0.9998656506768167,0.9668765399993625,1.0,4.0
2922.32,1851.0,5225.63,1.05,0.3743405033560441,0.9948353107457693,0.999872665777718,1.0,5.0
3280.925,1692.52,4927.64,98.915,0.6694676434018583,0.9887571758208027,0.8865203837568351,1.0,6.0
5017.195,587.465,4381.18,14.16,0.7556028429397251,0.9785604425259528,0.9915353971113688,1.0,7.0
4420.375,721.93,4845.21,12.485,0.6640019331883846,0.9937709097552319,0.9313732759710135,1.0,8.0
4747.955,499.97,4743.04,9.035,0.7035780692518893,0.9817878811421092,0.9821700967445931,1.0,9.0
3821.57,1241.71,4291.465,645.255,0.8118649509292947,0.9025134282290762,0.7688146804018616,1.0,0.0
3995.43,1043.545,4945.635,15.39,0.6536887526586432,0.9932180212096021,0.9403954239453706,1.0,1.0
4067.74,950.24,4975.715,6.305,0.6380216483754266,0.9983535896494904,0.9969311465208748,1.0,2.0
4470.14,615.275,4909.255,5.33,0.6398363790206861,0.9946397923523568,0.9985892619475354,1.0,3.0
4662.62,533.87,4774.09,29.42,0.8368115531507966,0.995435322338504,0.9565355208537888,1.0,4.0
4923.085,404.415,4640.275,32.225,0.8769924532539283,0.9862199379258376,0.9380124693946698,1.0,5.0
4132.795,895.54,4967.575,4.09,0.5503624148101601,0.9445802110019317,0.9992157188452088,1.0,6.0
3805.325,1228.49,4931.56,34.625,0.7147594173960118,0.9955449596629742,0.9600032932059117,1.0,7.0
4763.37,411.165,4812.165,13.3,0.7146940654757837,0.968918045347803,0.9964838579636978,1.0,8.0
1409.285,3218.055,5372.655,0.005,0.1999769535443889,0.9997272975184074,0.9999994448635725,1.0,9.0
4778.81,516.79,4685.465,18.935,0.749865864254558,0.9928833719677084,0.975871916498099,1.0,0.0
1191.14,3078.435,5730.425,0.0,0.17785193439433566,1.0,1.0,1.0,1.0
2220.815,2522.745,5255.62,0.82,0.32149866081773765,0.997751766807097,0.9873844879185667,1.0,2.0
942.435,3695.48,5362.085,0.0,0.15035761761335567,1.0,1.0,1.0,3.0
3459.795,1403.025,5134.45,2.73,0.4358999199430163,0.9872160579987275,0.9996783474745894,1.0,4.0
3132.055,1607.625,5259.775,0.545,0.42211985849560535,0.9996984544521769,0.9999168314767523,1.0,5.0
4921.855,388.965,4670.13,19.05,0.8299210052372948,0.976037307347731,0.9727477881000044,1.0,6.0
3750.04,1215.88,5027.76,6.32,0.5621546053529173,0.9929826501123445,0.9804304945420532,1.0,7.0
3203.085,1823.97,4828.85,144.095,0.6217587710609259,0.9778799153900677,0.8469336671824326,1.0,8.0
4963.75,623.81,4395.355,17.085,0.7989356226635925,0.975644104435877,0.9313095103717913,1.0,9.0
3778.595,1228.92,4988.055,4.43,0.578018325552646,0.9990112343132272,0.9978320613024139,1.0,0.0
3842.33,1453.035,4650.91,53.725,0.6746206886943508,0.9882461595581363,0.9181303098593777,1.0,1.0
4240.865,844.995,4877.005,37.135,0.8015843658304374,0.9928442337552856,0.9038593414373166,1.0,2.0
4142.81,981.385,4812.815,62.99,0.7591973524598185,0.9916549046118984,0.9233586647517193,1.0,3.0
3262.06,1637.295,5099.54,1.105,0.4308090675746299,0.9983192365954814,0.9998411880953016,1.0,4.0
4886.66,611.305,4488.165,13.87,0.7586535061526389,0.9935870095809781,0.9598025215110794,1.0,5.0
3530.855,1523.58,4141.235,804.33,0.7851969454887827,0.9099126879463512,0.7504495956316539,1.0,6.0
4163.865,883.355,4874.84,77.94,0.7217410860773512,0.983388184013186,0.8681927587885834,1.0,7.0
1360.165,3024.32,5615.515,0.0,0.1967308650007625,1.0,1.0,1.0,8.0
4689.65,660.23,4615.195,34.925,0.8174837561060736,0.9943715722047776,0.9473612268218816,1.0,9.0
3172.985,1555.875,5269.22,1.92,0.39915049150866994,0.9438422270904593,0.9997797382068065,1.0,0.0
4518.43,860.815,4608.57,12.185,0.6531988733681559,0.9938759006101635,0.9647198536807329,1.0,1.0
