gamma,assort_final,assort_initial
1.0,-0.011849509788364332,-0.008845579784172962
1.0,-0.033678800749720475,0.004613150092583195
1.0,-0.010801241688038435,-0.022528902308339874
1.0,-0.03600684549625469,-0.030852969996127414
1.0,-0.010729200019808396,-0.0030488645420137074
1.0,-0.033926326880104024,-0.03681999005523537
1.0,0.010898612338185874,0.0003031000352457714
1.0,-0.003095167093969968,-0.005906629939195723
1.0,0.024965539245125897,-0.002902141115919068
1.0,0.006536784028962511,-0.013123673027862109
1.0,-0.02077859782620537,-0.02672524181407559
1.0,0.006092722879366405,0.028262904372265092
1.0,0.0033917382792435025,-0.0032658372757530937
1.0,-0.01360007004636708,-0.08364249884348623
1.0,-0.020998774022402744,-0.03382461074162532
1.0,-0.0015615589689581407,0.015400994827189951
1.0,-0.01663050184473138,-0.01247623630170956
1.0,-0.02128180591214666,-0.03995861812396289
1.0,0.016500518575322917,-0.02712412187868437
1.0,-0.005645042443623221,-0.0027663427900699073
1.0,-0.034582081580245776,-0.03011154728188358
1.0,-0.03761582136191342,-0.033058268368886146
1.0,-0.03958369064012278,-0.057096173579994164
1.0,-0.026616952729260446,-0.06352891155539958
1.0,0.0269168473620587,-0.027295575333929553
1.0,-0.011918523396699018,-0.024565194252528295
1.0,-0.03204556972216501,0.011733699598716563
1.0,0.01681055276552301,-0.021698999902824697
1.0,-0.02415816197479396,-0.02686568026846363
1.0,0.006877319931441594,-0.0159937198962651
1.0,-0.020961775910903934,-0.016154595433458294
1.0,-0.004967305048590304,0.0069437900813514595
1.0,0.015639644487921624,0.013999106916688011
1.0,-0.007672686495126795,-0.0014216139247713038
1.0,0.0030610982401105247,-0.014443243456489358
1.0,0.04211059928709299,0.032018556600083015
1.0,-0.05684488629755257,-0.02749998753792173
1.0,0.06724478743321462,0.026382021222057944
1.0,0.021081722315219042,0.00953973776025147
1.0,-0.010129212846628153,-0.03236126793172576
1.0,0.021627863315193088,0.03518152437711878
1.0,-0.004319998198466281,-0.02609402155158696
1.0,0.04195196570284888,0.042804046212358025
1.0,0.01336628846133966,0.04417902891301016
1.0,0.017644897095540627,0.014139788125006669
1.0,0.020406537729603286,-0.02160066991103625
1.0,-0.07397478381238519,-0.025477159427003893
1.0,-0.015863147794372923,-0.008153193557813267
1.0,-0.006784483952358563,0.007993250048132682
1.0,-0.0779167403532432,-0.09995615247656424
1.0,0.02512618517198354,0.06114266026986251
1.0,-0.0011146981716284254,0.015794980031022598
1.0,0.004371998403511927,0.018602535462281335
1.0,0.05711451189913286,0.02897462899921329
1.0,0.02464304263304474,0.04818824906195826
1.0,-0.014419436835711574,-0.008490714770816149
1.0,-0.02734809694932729,-0.0360137253500089
1.0,-0.021812026177671244,-0.008955634064351884
1.0,0.009559676057993087,-0.0255854036129527
1.0,-0.0261056050593008,-0.0022082515958932736
1.0,-0.002974919644564602,0.005980128902843541
1.0,-0.03018111889894887,0.0037237275560357964
1.0,-0.019297750201416088,-0.036543795973218635
1.0,0.0438385614962248,-0.04446931886192575
1.0,-0.014950777659541732,-0.004668557729893529
1.0,-0.003347226682419866,-0.01847279420990306
1.0,-0.04522094249248843,-0.001248874641280758
1.0,0.0028519438166070906,0.002889498321797727
1.0,-0.0080411481832016,0.014588967307317883
1.0,0.05535869909213419,0.027239347838693775
1.0,-0.00168376111801695,-0.016843190922502943
1.0,-0.04555636167871988,0.019245600376456392
1.0,0.03797772257441767,0.0474728383117144
1.0,0.042563545282649266,0.022213109385094274
1.0,0.02567250046837552,0.0042927861293144826
1.0,-0.015564839787725108,-0.012051983513619212
1.0,0.053994924715603854,0.04780465248127953
1.0,-0.0009395298093383375,-0.014991986966069015
1.0,-0.018346387731480587,-0.030590062528851204
1.0,-0.009303337525818592,0.027397815205708043
1.0,-0.018482990591530184,-0.015300534565389379
1.0,-0.043518253449850185,-0.04752735505684873
1.0,-0.000624560566861452,-0.02431297371934908
1.0,-0.01351853722200518,-0.019319548174652264
1.0,-0.03469144175720076,-0.01813972150802366
1.0,-0.035626432945208786,0.009365792364685014
1.0,-0.019299899098954063,0.014347843570381097
1.0,0.0033180313387554342,-0.03407087431876137
1.0,-0.017958718300031883,0.026573677758251223
1.0,-0.01304289559996081,0.008352346321119412
1.0,-0.029153876995790307,0.003847635398533034
1.0,-0.010666461285186356,-0.005499628261279849
1.0,0.04154408723353018,0.06233734367044914
1.0,0.02297531141427163,0.007927686634211487
1.0,0.016965988987160757,0.0337079860746799
1.0,0.002821179208072351,-0.029691563913616305
1.0,-0.014103040376200754,0.02092187586708633
1.0,-0.02172363788532941,0.0037922774226311247
1.0,0.012232922288024795,-0.016726671828838684
1.0,0.009751896801996337,0.01129902700716669
0.4,0.08476703285501135,0.016202124721051776
0.4,0.30650555580438554,0.03151362043325942
0.4,0.09881111162148046,0.009576746908600333
0.4,0.18513428817897176,-0.03800638163586646
0.4,0.06158344637725593,0.003941699898578969
0.4,0.10286547166058153,-0.004561077548672205
0.4,0.10920555597327221,0.005802540685913288
0.4,0.1409824547002195,0.009871038488012877
0.4,0.1243819537596122,-0.031955044516253306
0.4,0.18520507892947288,-0.025267414824793697
0.4,0.03599990143107467,-0.0027115183104880545
0.4,0.0720697290830268,0.011317749323880587
0.4,0.06594565915082704,-0.0016606439153012166
0.4,0.20290290328014945,-0.0014045358888147596
0.4,0.16313302376748956,-0.0023043729626878837
0.4,0.1317949912455573,0.008071512744859075
0.4,0.13657128939217844,-0.025527903384609796
0.4,0.20235171317362208,0.011328476899552478
0.4,0.14359428069066202,0.02335572019489891
0.4,0.10142174415157408,0.002322431661280789
0.4,0.16759593822959987,-0.011082698483013343
0.4,0.11811878504719873,-0.00638016526040851
0.4,0.1456519739511387,-0.0002858844711251247
0.4,0.11044030122406374,-0.02172885328694424
0.4,0.11404885480198867,0.021883166786416483
0.4,0.12096562218929985,0.00010801418759613875
0.4,0.15057946055722154,-0.04112992167513427
0.4,0.08208317423812246,0.001077975149762589
0.4,0.12671853948737158,0.0023778063270166088
0.4,0.06516999557847589,-0.06732373768589107
0.4,0.08493717547676682,-0.056069670180090105
0.4,0.15389106102588204,-0.005410317035992276
0.4,0.09214294716538182,0.053683764238492644
0.4,0.0769467471879862,-0.006141801020989218
0.4,0.1791373992509804,-0.013262250197700843
0.4,0.12704251213666273,0.0185138287629298
0.4,0.09436771688784261,0.050734104090052246
0.4,0.1038101938053793,0.00794045650941112
0.4,0.173242481472608,0.001280896227602636
0.4,0.08187811889232108,-0.00959237089586907
0.4,0.11204951640959064,-0.002054798960658121
0.4,0.13326573549268564,-0.019153870534484346
0.4,0.040458848991300124,-0.011385583825063822
0.4,0.08244231235278454,0.01572765395529174
0.4,0.13108327046573265,-0.02451806949918592
0.4,0.12009196465636354,-0.07639105313523978
0.4,0.09674080980910178,0.04546608415653976
0.4,0.051125135750842286,-0.04675463553783593
0.4,0.0953577118690932,-0.0017318184226131112
0.4,0.18977569595010918,-0.012902355229557379
0.4,0.1230476149595384,0.005402835685202158
0.4,0.02151046868372193,-0.05091297115902449
0.4,0.13079798208110735,0.03305492563341107
0.4,0.05698922928125757,-0.028899113637681207
0.4,0.07913392189506221,-0.04030906751504143
0.4,0.011047365113047072,-0.05053041124120424
0.4,0.12083594019067996,-0.03107645979358005
0.4,0.11192769347768414,-0.01356440396388666
0.4,0.13167383714753328,0.026431880863134444
0.4,0.04906739035799933,-0.03473440468870017
0.4,0.24749312958532454,-0.008039621358197586
0.4,0.09034488549894056,-0.01578253166449104
0.4,0.18131419013990732,-0.02683249675494537
0.4,0.05453917943845733,-0.005083731842013655
0.4,0.0572043830675117,-0.03492310244922807
0.4,0.10222425616369583,-0.008145071356549434
0.4,0.12414837457813571,0.036149461158374856
0.4,0.058418180296192085,-0.009929320338908655
0.4,0.16832169917404294,0.050140920230088794
0.4,0.05995346023579973,-0.029149322594240683
0.4,0.05293086559374229,-0.02062313950001541
0.4,0.061633765835296506,0.010262083317713699
0.4,0.11003910837693028,-0.03170745881882494
0.4,0.08355157407492197,0.012656835066342418
0.4,0.11674075631639313,-0.006967652669133332
0.4,0.057470363544399716,-0.006573638394547288
0.4,0.05601321128096679,-0.05212532024127222
0.4,0.18720769672818957,0.01681847834422334
0.4,0.0830952688569957,-0.02655797512357361
0.4,0.13843078188678024,-0.03480388380093183
0.4,0.036346764550299296,0.011524695108428525
0.4,0.12035408392373778,0.0023618433173729545
0.4,0.15461519198557674,0.0030118244069099777
0.4,0.11009481082350463,0.01792211527903272
0.4,0.09945722995315495,0.009996902732855736
0.4,0.25724749560756327,0.04909803281383961
0.4,0.07616350760764568,-0.010490325653862605
0.4,0.09812125417773762,0.0009349095718102945
0.4,0.03640869842074998,-0.015138413185750012
0.4,0.08862947429433245,-0.031098879125295555
0.4,0.1142137465790756,0.041848925774585224
0.4,0.1071893717470543,-0.017975114601372622
0.4,0.10719387444316392,-0.031024014494445425
0.4,0.08852316408438912,-0.017056321941531182
0.4,0.12111381618330308,0.004998183011503658
0.4,0.08920967850124244,-0.042000525451395265
0.4,0.06433239276603711,0.0421720092138558
0.4,0.14923746270333582,-0.02246268231456062
0.4,0.06493836208695866,-0.02279896787422082
0.4,0.0969692370440876,0.0030804219683034095
-0.8,0.3477317686406522,0.025360947807468233
-0.8,0.23304833636537042,0.007953451529161739
-0.8,0.2045097079330472,0.01575465541997322
-0.8,0.257438113812136,0.012905189085513172
-0.8,0.1383223937521989,-0.02899860795898071
-0.8,0.15602320055914423,0.019557671829133552
-0.8,0.13764073982764202,-0.03815001078856069
-0.8,0.46656167822671524,0.03287875987945908
-0.8,0.21399822655051493,0.048073015412245665
-0.8,0.24758258245695153,-0.014564994374214003
-0.8,0.1583546682619737,-0.008393882752764651
-0.8,0.15061575173604907,-0.01993691528978501
-0.8,0.12140787406196354,-0.04822554911617703
-0.8,0.2053469940682339,0.060393480430079347
-0.8,0.17088459860991015,0.017578565789735923
-0.8,0.17349706757880673,-0.06583148399857279
-0.8,0.20189875141667402,-0.0003684027018325804
-0.8,0.16602329374906938,-0.013874574265957153
-0.8,0.2498584402101215,-0.00223193885997981
-0.8,0.20390411434895447,0.02904504172738178
-0.8,0.24645022757731266,0.03570015308727977
-0.8,0.1681503859245259,0.019846006623439917
-0.8,0.21319932656678614,0.04185448040542052
-0.8,0.20637368147423674,0.0018910077681236544
-0.8,0.215040408765202,-0.010408197379373783
-0.8,0.2557329946116599,0.03530856886937911
-0.8,0.17216326554921155,-0.021969371310484584
-0.8,0.19516146868279907,-0.04453695573174154
-0.8,0.13016850457487977,-0.0050424672303020085
-0.8,0.12551829728058558,0.027197683199072984
-0.8,0.19113157409008336,-0.008585381222432157
-0.8,0.25002120547576534,0.0658354324799443
-0.8,0.15712643329298162,-0.04110583585241202
-0.8,0.14301766828278237,-0.04591398329075251
-0.8,0.29761820130791683,0.033372945870422804
-0.8,0.23528245610884718,-0.03498151679156664
-0.8,0.15906839097715306,-0.011262356027176122
-0.8,0.18834263284772565,0.016541914828575692
-0.8,0.2099156325071431,-0.0033087088071585375
-0.8,0.1317155359245739,-0.04179309684134962
-0.8,0.19568690362601102,0.03385949054480104
-0.8,0.18948498200268654,0.03224601120966947
-0.8,0.13009156842791572,-0.009858373750440717
-0.8,0.11407603296010381,-0.006066939984921266
-0.8,0.3008184569448072,0.022863708023677293
-0.8,0.11061807008060075,0.003937465807985372
-0.8,0.2789050117530413,0.00015781947190993833
-0.8,0.2635963370275176,-0.008959022687042177
-0.8,0.17413934556608257,0.03102945217034073
-0.8,0.2237816958652089,0.08023765308684211
-0.8,0.2329362277077459,0.039426641950269674
-0.8,0.25470863779430825,0.008673880964412448
-0.8,0.2595419339876788,-0.03014404650468587
-0.8,0.16166941988840786,-0.02670286843609994
-0.8,0.13212556965878774,-0.013121834241055359
-0.8,0.17196237041774187,0.030247481589493055
-0.8,0.3967832208009444,-0.0343721471409087
-0.8,0.2192349953983235,-0.015466176924317168
-0.8,0.29873885211887563,0.019444864785698453
-0.8,0.32018523445286384,-0.020680136085778362
-0.8,0.1920332913871976,-0.0801443378252497
-0.8,0.14427391193235425,-0.06292290071297822
-0.8,0.09720354657701201,-0.03278010326525317
-0.8,0.223773950406557,-0.0159811597536084
-0.8,0.23294228717108836,-0.03759302400081329
-0.8,0.28711814511405803,-0.030504265078263388
-0.8,0.2978825359741629,-0.01641712215913581
-0.8,0.18284993694829757,-0.0015551256034897877
-0.8,0.2555501433922504,0.01071400608706948
-0.8,0.15105812466248922,-0.06266010593500332
-0.8,0.20786613711411486,0.011214506298399967
-0.8,0.3123409585080956,-0.006716761297246249
-0.8,0.08890928050245489,-0.02936225272356602
-0.8,0.23023974986640905,0.023068034253678458
-0.8,0.171856193699164,-0.014934987616805447
-0.8,0.19520058206855959,-0.032806039903741493
-0.8,0.2592874138583579,-0.0367895326796322
-0.8,0.1999450014756736,0.04183384398894215
-0.8,0.11609722749825988,-0.07446652494410093
-0.8,0.29088686751301784,-0.009600973183479097
-0.8,0.1749209916998404,0.016885197209332018
-0.8,0.19517409787110826,-0.018752405363117428
-0.8,0.1414195213132549,-0.03646029694730053
-0.8,0.17846497428154343,-0.03371432820554632
-0.8,0.23921470103122816,-0.010372497018950374
-0.8,0.21906873312727992,0.015284799808991074
-0.8,0.23129094994288285,0.04394196018876829
-0.8,0.2009350109378489,-0.011934350347656678
-0.8,0.17857789771530516,0.04597928601109072
-0.8,0.26304238829492316,0.0038887910918657584
-0.8,0.19861456626202045,-0.007946325993165944
