samplers,samplers_active,sampler_A,sampler_B,total_active,active_A,active_B,active_diff,active_diff_prop,gamma,replicate
20.0,10.7007,6.232,4.4687,27.9708,16.0515,11.9193,4.6636,0.22012022693250785,1.0,49.0
20.0,9.4109,5.1179,4.293,22.9356,12.4018,10.5338,3.053,0.17531332526010399,1.0,50.0
20.0,10.7028,5.9023,4.8005,27.3879,15.436,11.9519,4.4439,0.2210589749845433,1.0,51.0
20.0,10.8154,5.509,5.3064,37.2864,18.379,18.9074,2.8706,0.12941151583883131,1.0,52.0
20.0,10.4372,5.1727,5.2645,24.2437,12.0242,12.2195,2.8205,0.17441132121034825,1.0,53.0
20.0,10.9544,6.0091,4.9453,25.8601,14.5302,11.3299,4.1749,0.2109490826707827,1.0,54.0
20.0,10.6358,5.0916,5.5442,27.6141,13.1354,14.4787,2.9243,0.19691465970805092,1.0,55.0
20.0,9.7884,5.5204,4.268,24.4147,14.18,10.2347,4.4145,0.2296897575506493,1.0,56.0
20.0,10.5874,5.0313,5.5561,26.5827,13.4067,13.176,2.6089,0.1470684981574108,1.0,57.0
20.0,9.0799,3.8909,5.189,20.7083,9.3116,11.3967,3.3679,0.23047548058344594,1.0,58.0
20.0,10.2863,5.3069,4.9794,23.7768,12.6205,11.1563,3.0288,0.17421138726628302,1.0,59.0
20.0,9.9545,4.7159,5.2386,22.2056,9.8304,12.3752,3.499,0.23639256253772745,1.0,60.0
20.0,10.1033,4.8617,5.2416,27.6821,14.8079,12.8742,3.4457,0.1893773711005112,1.0,61.0
20.0,10.6149,5.0694,5.5455,35.5461,17.536,18.0101,2.9641,0.14556890428462932,1.0,62.0
20.0,9.4727,5.0581,4.4146,23.8359,12.2387,11.5972,2.7905,0.18010494303546923,1.0,63.0
20.0,9.2792,4.5102,4.769,17.1479,8.813,8.3349,2.3037,0.22034956631554437,1.0,64.0
20.0,9.9686,4.8462,5.1224,21.2722,10.0556,11.2166,2.7672,0.20719832960519138,1.0,65.0
20.0,9.9896,4.1942,5.7954,24.1243,9.1187,15.0056,6.1513,0.3297383917005321,1.0,66.0
20.0,8.6181,3.9538,4.6643,20.0468,9.6199,10.4269,2.5138,0.2127613367677476,1.0,67.0
20.0,9.9644,5.2181,4.7463,22.9407,11.5484,11.3923,2.6663,0.18762835020129867,1.0,68.0
20.0,10.4005,4.8206,5.5799,31.3404,15.8205,15.5199,3.0074,0.14319455981935686,1.0,69.0
20.0,9.4114,4.6395,4.7719,22.8978,11.6682,11.2296,2.7158,0.20603291498229392,1.0,70.0
20.0,9.9486,5.1069,4.8417,31.5661,15.1755,16.3906,2.9357,0.14191231478262975,1.0,71.0
20.0,9.9571,5.3879,4.5692,22.9999,13.8579,9.142,5.0821,0.2754964833819229,1.0,72.0
20.0,10.5192,5.5992,4.92,25.1424,14.1467,10.9957,4.045,0.2262253226316683,1.0,73.0
20.0,9.8739,4.3769,5.497,22.4977,10.6698,11.8279,3.3347,0.21907759852773123,1.0,74.0
20.0,8.9745,4.437,4.5375,15.47,8.0916,7.3784,2.7192,0.25463528256534307,1.0,75.0
20.0,9.0788,4.7642,4.3146,21.0274,11.9343,9.0931,3.5886,0.2479236860033622,1.0,76.0
20.0,10.259,5.8727,4.3863,24.5092,13.3362,11.173,3.6272,0.2095150487483658,1.0,77.0
20.0,9.3419,4.3438,4.9981,18.9606,9.1153,9.8453,2.5624,0.2178813468047766,1.0,78.0
20.0,10.8456,4.9824,5.8632,34.8789,16.5504,18.3285,3.0387,0.13899281026277924,1.0,79.0
20.0,11.2103,6.8458,4.3645,28.7412,18.2074,10.5338,7.8904,0.3196140623769944,1.0,80.0
20.0,9.742,4.899,4.843,21.6268,11.535,10.0918,2.815,0.19407358548568035,1.0,81.0
20.0,10.0206,4.9787,5.0419,30.47,15.3372,15.1328,2.7266,0.15638270190732162,1.0,82.0
20.0,10.2666,5.1367,5.1299,32.8851,17.5398,15.3453,3.3323,0.15715892459037917,1.0,83.0
20.0,11.0075,5.2407,5.7668,24.5641,12.0694,12.4947,3.0981,0.18223230641105084,1.0,84.0
20.0,10.5163,4.9619,5.5544,28.5925,13.394,15.1985,3.1463,0.1732064824931366,1.0,85.0
20.0,9.5493,4.9173,4.632,17.8135,8.248,9.5655,2.9261,0.24219875952712558,1.0,86.0
20.0,10.1539,4.2287,5.9252,24.3233,9.4858,14.8375,5.7585,0.288314083714221,1.0,87.0
20.0,9.6129,4.7639,4.849,23.9473,12.88,11.0673,2.9867,0.17961398122399666,1.0,88.0
20.0,10.4858,5.7166,4.7692,27.3399,15.8647,11.4752,5.1607,0.23570633082096795,1.0,89.0
20.0,10.2045,4.7995,5.405,24.2237,10.6564,13.5673,3.4887,0.1889623661106,1.0,90.0
20.0,10.199,6.3118,3.8872,20.2958,12.9231,7.3727,5.938,0.3230106127563286,1.0,91.0
20.0,8.9563,3.6159,5.3404,20.1234,7.9682,12.1552,4.6444,0.25778899754397444,1.0,92.0
20.0,10.4523,4.9835,5.4688,19.9579,10.4363,9.5216,2.9299,0.1988817827427077,1.0,93.0
20.0,9.346,4.818,4.528,22.6742,11.5829,11.0913,2.8086,0.1955677109991204,1.0,94.0
20.0,8.6614,4.261,4.4004,15.4079,7.5538,7.8541,2.2485,0.2298820287888352,1.0,95.0
20.0,9.058,4.6511,4.4069,21.2111,11.1169,10.0942,2.8115,0.2142880754674829,1.0,96.0
20.0,9.73,5.055,4.675,23.8366,12.0087,11.8279,3.004,0.19061406316156468,1.0,97.0
20.0,9.9916,4.1909,5.8007,28.9025,11.5258,17.3767,6.3591,0.2720861900254092,1.0,98.0
20.0,9.0578,3.2864,5.7714,22.2244,7.9494,14.275,6.5072,0.32893892505766475,1.0,99.0
20.0,10.9448,4.899,6.0458,23.1586,9.2335,13.9251,5.8956,0.305211130039863,0.4000000000000635,0.0
20.0,10.5707,5.9331,4.6376,22.8375,12.7292,10.1083,5.2803,0.27851367215647893,0.4000000000000635,1.0
20.0,9.7651,5.5758,4.1893,19.6963,12.2572,7.4391,6.3265,0.34314961403229016,0.4000000000000635,2.0
20.0,9.3501,4.4211,4.929,17.5857,9.0903,8.4954,5.0093,0.32195965612762967,0.4000000000000635,3.0
20.0,9.9371,4.8952,5.0419,16.7502,8.4084,8.3418,4.276,0.31131681320351756,0.4000000000000635,4.0
20.0,10.1588,4.8811,5.2777,20.4038,10.7815,9.6223,4.9158,0.27991260684288316,0.4000000000000635,5.0
20.0,10.6594,5.0686,5.5908,21.6626,11.1396,10.523,4.2468,0.25038436623819826,0.4000000000000635,6.0
20.0,10.5604,4.8997,5.6607,24.575,11.0534,13.5216,5.3636,0.2454699943727794,0.4000000000000635,7.0
20.0,9.6781,4.099,5.5791,17.8389,7.0192,10.8197,5.4863,0.36040458665023134,0.4000000000000635,8.0
