gamma,replicate,assort_final,assort_initial
-0.2,0.0,0.4395761794857359,-0.015025375634390593
-0.2,1.0,0.37468343348820343,-0.03502587564689092
-0.2,2.0,0.31989373339584287,0.024975624390609956
-0.2,3.0,0.3224904725222698,-0.050236303168212815
-0.2,4.0,0.4099852496312407,0.012461424274385709
-0.2,5.0,0.3924990507797669,0.06000000000000005
-0.2,6.0,0.33741614173043766,-0.00522617588957519
-0.2,7.0,0.3953708077468115,0.04748660528038683
-0.2,8.0,0.37233425701474293,0.0024984414038145882
-0.2,9.0,0.4426009852216749,0.012498457028839012
-0.2,10.0,0.3421289195937082,-0.015006343789648794
-0.2,11.0,0.37990310986091563,-6.250039062840599e-06
-0.2,12.0,0.39316432207427465,0.09743089705305545
-0.2,13.0,0.43247783116528005,-6.250039062840599e-06
-0.2,14.0,0.3489589470227912,-0.030025750643766176
-0.2,15.0,0.3911977339026763,-0.030025750643766176
-0.2,16.0,0.3224904725222698,-0.027501605471258572
-0.2,17.0,0.314995718723242,-0.02751444942194499
-0.2,18.0,0.3548548423395264,-0.03777403720669987
-0.2,19.0,0.3124473592509426,-0.0150570969617042
-0.2,20.0,0.3305659632281388,0.010000000000000009
-0.2,21.0,0.26208376912602294,-0.07502687567189181
-0.2,22.0,0.35286039467991037,0.03494571569650787
-0.2,23.0,0.4074990742173034,-2.5000625015345073e-05
-0.2,24.0,0.34002405900887556,-0.020025500637515674
-0.2,25.0,0.35245042198543325,0.054976374409360124
-0.2,26.0,0.35596942107727886,-0.04000650004062516
-0.2,27.0,0.32939645681113017,0.039945996962328964
-0.2,28.0,0.3895383383683911,0.05499409371308566
-0.2,29.0,0.2892492695409527,-0.03510351035103512
-0.2,30.0,0.3618916256157635,0.004975124378109626
-0.2,31.0,0.31241297726743544,-0.010056815695882994
-0.2,32.0,0.3049826245656141,-0.015006343789648572
-0.2,33.0,0.32917824334810164,-0.040026000650016005
-0.2,34.0,0.3624750966834643,-0.04505878455663144
-0.2,35.0,0.389022435897436,-0.05258058820128437
-0.2,36.0,0.4016014672030969,-0.007539357006133078
-0.2,37.0,0.3596758358919202,0.04748660528038683
-0.2,38.0,0.25677419354838715,-0.03254033360678167
-0.2,39.0,0.32917824334810164,-0.03500000000000003
-0.2,40.0,0.3244891449158424,-0.04754091956717065
-0.2,41.0,0.3418572825024438,0.01497537438435979
-0.2,42.0,0.32998324958123965,0.024701314777650613
-0.2,43.0,0.3757808662304083,-0.04751473067590014
-0.2,44.0,0.3524180404082392,-0.06505990961991616
-0.2,45.0,0.3673329363535057,-0.03516174402250352
-0.2,46.0,0.4095534748153291,0.014778325123152913
-0.2,47.0,0.3721458510190906,-0.012501582033721936
-0.2,48.0,0.3771486729233208,0.07246376811594185
-0.2,49.0,0.3666677618558137,0.010000000000000009
-0.2,50.0,0.4024766592445016,-0.027771395884225752
-0.2,51.0,0.3123184090798976,-0.037579439675850146
-0.2,52.0,0.2724715809211297,-0.025057659493346613
-0.2,53.0,0.2949955937224607,-0.030160962650414232
-0.2,54.0,0.39222555185075775,-0.010056815695882994
-0.2,55.0,0.3894505054549096,-0.03254033360678156
-0.2,56.0,0.40498512462811576,0.03499396871230461
-0.2,57.0,0.39349612677440915,-0.007955154749566554
-0.2,58.0,0.3532173051974504,-0.050000000000000044
-0.2,59.0,0.3523289743697945,-0.027630059429396486
-0.2,60.0,0.34407760913785,0.0023737379262062496
-0.2,61.0,0.33203973362895356,0.014944590633222931
-0.2,62.0,0.3070224951880905,-0.025025625640640755
-0.2,63.0,0.4447188889375245,0.05749852734144881
-0.2,64.0,0.3122582157789849,-0.03002575064376584
-0.2,65.0,0.3769850391964608,0.037498496091399956
-0.2,66.0,0.32244812493456526,-0.02757867399222771
-0.2,67.0,0.3611334244657714,0.012313265476754317
-0.2,68.0,0.3700000000000001,0.03494571569650787
-0.2,69.0,0.3502573727130048,0.009944309367401835
-0.2,70.0,0.3199829995749895,-0.007514168167989836
-0.2,71.0,0.34765154556403055,0.06997674941873548
-0.2,72.0,0.37233425701474293,-0.060006625041406435
-0.2,73.0,0.3841503552918294,-5.625316424057948e-05
-0.2,74.0,0.34727052479387305,0.004944028101580517
-0.2,75.0,0.3923851228122819,0.042318938424295995
-0.2,76.0,0.2642228353698596,-0.020006375039844114
-0.2,77.0,0.4417664462207369,0.08000000000000007
-0.2,78.0,0.3374117647058824,-0.012856082216404283
-0.2,79.0,0.32993299329933,-0.02253994296652228
-0.2,80.0,0.3672775585166662,-0.012501582033722047
-0.2,81.0,0.3712966224413918,-0.012514238481478625
-0.2,82.0,0.3118279569892473,-0.032501613283770894
-0.2,83.0,0.336951949345631,0.007486042772476527
-0.2,84.0,0.3399834995874898,-0.005056534430061786
-0.2,85.0,0.31472589035614246,-0.007514168167989725
-0.2,86.0,0.35499596872480454,-0.0075393570061333005
-0.2,87.0,0.32237188593468463,0.012498457028839012
-0.2,88.0,0.3372670079324762,0.054852320675105454
-0.2,89.0,0.3339342948717948,-0.01757790830860505
-0.2,90.0,0.45978391356542614,0.037486464653409254
-0.2,91.0,0.358231124537005,-0.017539747646392583
-0.2,92.0,0.32984921607361667,-0.03250161328377078
-0.2,93.0,0.37411985604756687,0.017498464841351334
-0.2,94.0,0.3523289743697945,-0.007514168167989836
-0.2,95.0,0.3848115985520566,-0.03005794075916782
-0.2,96.0,0.38238323182976774,0.03484919518674799
-0.2,97.0,0.3711548609447397,-0.07500671879199228
-0.2,98.0,0.3463878380556915,-0.035006468790429845
-0.2,99.0,0.38493849384938494,-0.005056534430061898
-0.4,0.0,0.31376047986675926,-0.017539747646392583
-0.4,1.0,0.28435900695395894,-0.017514308794967414
-0.4,2.0,0.3569684942710459,-0.0002250506363932192
-0.4,3.0,0.34226876636317444,-0.015101510151015215
-0.4,4.0,0.3788780985655339,-0.0025767597831711673
-0.4,5.0,0.25499534372089816,0.017461619594515296
-0.4,6.0,0.35186705767350934,0.004999999999999893
-0.4,7.0,0.3443074247173577,-0.030006437540234528
-0.4,8.0,0.3760170655573636,0.014901490149014925
-0.4,9.0,0.3567673177729006,-2.5000625015345073e-05
-0.4,10.0,0.3815210559396606,-0.017514308794967303
-0.4,11.0,0.30993099309931,0.014846069698390306
