gamma,replicate,assort_final,assort_initial
-0.2,0.0,0.2037320980001956,0.04711684812250362
-0.2,1.0,0.20617852416864793,0.04772066475669945
-0.2,2.0,0.17204123028521756,-0.03040462569679641
-0.2,3.0,0.18582401101887608,0.000600987042299747
-0.2,4.0,0.16666666666666652,0.0005764474011795562
-0.2,5.0,0.17012024818958732,0.010037364601442608
-0.2,6.0,0.20021009075494023,0.044570480760316666
-0.2,7.0,0.181717079273873,-0.007682519886442328
-0.2,8.0,0.16724709233898483,-0.03996158919684597
-0.2,9.0,0.16002781607232186,-0.047760596728774314
-0.2,10.0,0.17243155646658584,0.020889310450267116
-0.2,11.0,0.10795877165019672,-0.0663711881018975
-0.2,12.0,0.167328713502856,-0.014169395198213093
-0.2,13.0,0.17864872874886614,-0.014601596751051245
-0.2,14.0,0.22960782071804262,0.0370477647124678
-0.2,15.0,0.16186902547688042,0.009843862875774611
-0.2,16.0,0.16697320301973956,0.01771746354955226
-0.2,17.0,0.1302731479401589,-0.04413506181329708
-0.2,18.0,0.16743316569613562,-0.002567313714470504
-0.2,19.0,0.18101037486124147,0.02642976581365229
-0.2,20.0,0.17944081235220483,0.00580051301723313
-0.2,21.0,0.19507501535401983,-0.004977620201051882
-0.2,22.0,0.13014468850738445,-0.03442927457486131
-0.2,23.0,0.19952313505886982,0.03380998841308808
-0.2,24.0,0.1776183383173958,-0.005693466452551391
-0.2,25.0,0.20453569376816194,0.037713603694770476
-0.2,26.0,0.16582116007579012,-0.0059592577705714364
-0.2,27.0,0.18466432090077411,0.008293641250657307
-0.2,28.0,0.1916795037370136,0.05190939861898821
-0.2,29.0,0.1402113421805646,-0.025836555683097225
-0.2,30.0,0.20691190879130666,0.03378764863602252
-0.2,31.0,0.139195312591005,-0.04935549699283128
-0.2,32.0,0.18035547240411606,-0.009693132367756997
-0.2,33.0,0.16000539798924932,-0.010577125996181276
-0.2,34.0,0.173460843506236,-0.019875180120418712
-0.2,35.0,0.18381758871428053,0.018037868782789866
-0.2,36.0,0.17679083094555878,-0.01721283653437158
-0.2,37.0,0.1756119496594855,-0.02335616297036592
-0.2,38.0,0.21719648017664053,0.05009503183785863
-0.2,39.0,0.17215102555535167,0.01151087703549977
-0.2,40.0,0.22341549600734428,0.03455179745348355
-0.2,41.0,0.18081196955114187,0.016371931894224104
-0.2,42.0,0.17114711986030542,0.028529025384062014
-0.2,43.0,0.13423482849604226,-0.012898402408484675
-0.2,44.0,0.18908388576263085,0.02227078839385458
-0.2,45.0,0.1809969538170656,-0.004965403010009141
-0.2,46.0,0.2084604289328699,0.01063010307721807
-0.2,47.0,0.1197836641878189,-0.04773744409882162
-0.2,48.0,0.14209038877146313,-0.05269646709594973
-0.2,49.0,0.17855724149112973,0.02499525147300542
-0.2,50.0,0.1842453831923022,0.028180623284326155
-0.2,51.0,0.15631775627629732,-0.016239824776958522
-0.2,52.0,0.18522493443615085,0.027186962981987986
-0.2,53.0,0.15662063099037196,-0.0018757519696973835
-0.2,54.0,0.17341461705556743,-0.0065076053856051065
-0.2,55.0,0.17057646647950173,0.010804952965294162
-0.2,56.0,0.17447875006665603,-0.028691510382329283
-0.2,57.0,0.15692939980543677,-0.008292960690003097
-0.2,58.0,0.17732657224211995,0.03038717066064514
-0.2,59.0,0.1004784688995215,-0.07605408448252983
-0.2,60.0,0.16193724495728318,0.004414197061287095
-0.2,61.0,0.1548442430336027,-0.03817988105225428
-0.2,62.0,0.21577510826000185,0.045825569799872734
-0.2,63.0,0.16574210477856546,-0.017957978856178707
-0.2,64.0,0.11515067771732183,-0.017382466995199724
-0.2,65.0,0.20835574484901045,0.044364145209818
-0.2,66.0,0.1782888092252027,0.012825002578064104
-0.2,67.0,0.1863570295617959,0.013830751213133015
-0.2,68.0,0.17216438769300338,0.01754750093007483
-0.2,69.0,0.18956202865967445,0.025977922429910434
-0.2,70.0,0.1936516033295462,0.015762887832154095
-0.2,71.0,0.1566170712607674,-0.005983804001520392
-0.2,72.0,0.16253113013760886,-0.04660185996336077
-0.2,73.0,0.15520429260325352,-0.025424261296969997
-0.2,74.0,0.1761168767538193,0.006397229885417951
-0.2,75.0,0.18573561828912744,0.022939008532554633
-0.2,76.0,0.13926174496644309,-0.04232897219101833
-0.2,77.0,0.19164575213707638,0.03560694653940156
-0.2,78.0,0.2018214708647016,0.01626631200391586
-0.2,79.0,0.1615250161430385,-0.007387114923185474
-0.2,80.0,0.18427085373299382,-0.0004679608203837839
-0.2,81.0,0.18709434228970565,-0.01582335465045107
-0.2,82.0,0.1951639408404415,0.020674509725982393
-0.2,83.0,0.14528394456028468,-0.022539946195343462
-0.2,84.0,0.19551098038468745,0.0290382006812229
-0.2,85.0,0.1953948195821328,0.03198565356198227
-0.2,86.0,0.15713518077838332,-0.0024752620272563675
-0.2,87.0,0.16351947478338624,0.004807396002967462
-0.2,88.0,0.1956561416316844,0.015008686626464316
-0.2,89.0,0.16707179840093572,-0.02795660955633449
-0.2,90.0,0.1474362504819078,-0.0603413546609793
-0.2,91.0,0.1250201999215087,-0.05109815516008266
-0.2,92.0,0.17181629385373903,0.028791383216245022
-0.2,93.0,0.18867859363127734,-0.0006724572745858674
-0.2,94.0,0.18720089037284365,-0.03559363332480533
-0.2,95.0,0.1548084097792214,-0.06183712803567455
-0.2,96.0,0.15794822421908447,0.009477022832133017
-0.2,97.0,0.12873394253869683,-0.028298188008060787
-0.2,98.0,0.16525720983788025,-0.03169854229086585
-0.2,99.0,0.18616104951632137,0.020064308847628203
-0.4,0.0,0.17912218268090155,0.02065205037932993
-0.4,1.0,0.17742141951100318,0.003550424843718268
-0.4,2.0,0.14534444392330967,0.007184272395814938
-0.4,3.0,0.14656765886927156,0.008290192673749586
-0.4,4.0,0.20745030415709445,0.03292261454729661
-0.4,5.0,0.1515044085861645,-0.03235101252695332
-0.4,6.0,0.15662042875157647,-0.02495205122150387
-0.4,7.0,0.16273584905660377,-0.003637586092344407
-0.4,8.0,0.2048272807794507,0.045108479130023985
-0.4,9.0,0.14979701993513708,-0.011926495989930936
-0.4,10.0,0.21531740467072974,0.05327039489364297
-0.4,11.0,0.19018492488799096,0.02686785751253911
-0.4,12.0,0.16520629959262959,-0.006966701980708373
-0.4,13.0,0.19269872198979884,0.007053609237140459
-0.4,14.0,0.19962302947224114,0.041537258192632764
-0.4,15.0,0.15240796329283487,-0.02958039329357502
-0.4,16.0,0.2018273927989868,0.04444435826325489
-0.4,17.0,0.16815847727748817,-0.012656825476207695
-0.4,18.0,0.1594547582489557,0.0035893069972501427
-0.4,19.0,0.14389737496838548,-0.03441422552456575
-0.4,20.0,0.17881814279582223,0.01166326569572546
-0.4,21.0,0.17759437745148082,-0.02414357327666256
-0.4,22.0,0.2026798505898599,0.020655400683774847
-0.4,23.0,0.1639886107958505,-0.005713275829485588
-0.4,24.0,0.16844950762695501,0.002866966641573938
-0.4,25.0,0.1717875139977603,-0.02403296132537482
-0.4,26.0,0.10149171697740528,-0.0740460291112262
-0.4,27.0,0.15654599001336553,-0.03039842266664501
-0.4,28.0,0.17934454668879174,-0.03853551673802757
-0.4,29.0,0.1810534465756578,0.03856278762969782
-0.4,30.0,0.15071030390217569,-0.04437885133823221
-0.4,31.0,0.1723933266341109,-0.021493494576048232
-0.4,32.0,0.17969301668710738,0.027974797608681608
-0.4,33.0,0.15003917829686717,-0.008144290944322457
-0.4,34.0,0.1624799360221426,-0.017444925030531522
-0.4,35.0,0.1879237749353554,0.04232734506777516
-0.4,36.0,0.17219917012448135,-0.013131137432223607
-0.4,37.0,0.16378560011816154,0.019747662912503038
-0.4,38.0,0.17716065360241132,0.017497210983143406
-0.4,39.0,0.17236826514548814,-0.005842575831700738
-0.4,40.0,0.1882329679564019,-0.04164876230766775
-0.4,41.0,0.12962521858860035,-0.056058889402177486
-0.4,42.0,0.19522469571587944,0.032180441443860446
-0.4,43.0,0.13750659398628437,-0.12211313601838387
-0.4,44.0,0.15461311074427292,-0.007841819412793235
-0.4,45.0,0.14856704687050692,-0.017941807303864764
-0.4,46.0,0.16832199055703867,0.01881375335036873
-0.4,47.0,0.18223715380970842,0.025467424469727457
-0.4,48.0,0.1426546778243663,-0.048113865359465935
-0.4,49.0,0.1509607439218837,-0.03955177650113497
-0.4,50.0,0.17064857710125753,0.005482949879271819
-0.4,51.0,0.20137695564765196,0.027939800013995864
-0.4,52.0,0.19048654821299912,0.03436759668845344
-0.4,53.0,0.17550091388764358,-0.013424856579600403
-0.4,54.0,0.17512110410382967,0.03505084307229468
-0.4,55.0,0.20727494411704933,0.012160329700203846
-0.4,56.0,0.13656892335485007,-0.02794423887734267
-0.4,57.0,0.14369867904319897,-0.05815528261633506
-0.4,58.0,0.1452941307057297,-0.07790615517308916
-0.4,59.0,0.17241558541035762,0.007744653558191337
-0.4,60.0,0.17975676340602376,-0.014459568260547395
-0.4,61.0,0.19204633331687967,0.024004096016384084
-0.4,62.0,0.15361624531986756,0.0052197560526599076
-0.4,63.0,0.1723536444348628,-0.0031298656516153267
-0.4,64.0,0.18508206077166542,-0.005368690522671884
-0.4,65.0,0.19243034380019094,-0.0018541218586655681
-0.4,66.0,0.1789684788769236,0.010933758698031818
-0.4,67.0,0.19179775312750694,0.008355949541650453
-0.4,68.0,0.1613772600864367,-0.02220344536600801
-0.4,69.0,0.1628243290471084,-0.041321239009503755
-0.4,70.0,0.11258656877745259,-0.07941582027072414
-0.4,71.0,0.15760227567684937,0.010397095026124802
-0.4,72.0,0.17356501366653646,-0.04052905901830929
-0.4,73.0,0.16646706586826335,-0.05129934711234787
-0.4,74.0,0.17587537973093342,-0.0003524925102451097
-0.4,75.0,0.2050914026947941,0.024070882455523492
-0.4,76.0,0.200971008629175,-0.005087013597454536
-0.4,77.0,0.2167365105524807,0.050430019381065984
-0.4,78.0,0.15634703406398792,-0.02794754300825858
-0.4,79.0,0.22483802306270917,0.03433705589155284
-0.4,80.0,0.15393627877092866,0.004941505106053212
