gamma,replicate,threshold,local_assort_thresholds
1,0,0.9695761986959965,0.7195673206299122
1,0,0.2160434276206472,0.0051176761255563585
1,0,0.6294965599986877,-0.16146807612105207
1,0,0.12802155552276084,1.814033960887419
1,0,0.068927729509494,-0.050976766548396724
1,0,0.17922108993044905,-1.2653801734044858
1,0,0.7647456459704031,-0.25584236970031615
1,0,0.6761192647830415,0.1350152278052913
1,0,0.7291080565359349,-0.2775495828197493
1,0,0.9546103389871634,0.0038274632012759158
1,0,0.43154955348788115,0.04865873525130332
1,0,0.3179271480943865,-0.7698132956317914
1,0,0.2626373059963062,0.11751974774126837
1,0,0.9348567239467652,
1,0,0.6490736688568132,-0.11525378648054949
1,0,0.2813653496482751,-0.4668755457067323
1,0,0.46523436834841037,-0.11808295599787509
1,0,0.04098463598369051,-0.46056550703842203
1,0,0.6166798762432323,-0.03110927014768234
1,0,0.3140936312679873,-0.038629304805964576
1,0,0.8639016578844082,-0.0017606084182196224
1,0,0.6673594034852357,-0.15946825208795645
1,0,0.05069300305986013,-0.508655163459642
1,0,0.04810521592723571,-1.7509362243231499
1,0,0.17989162670732595,-0.5490306962004574
1,0,0.7217938213281195,0.13467769508096206
1,0,0.9593684122932777,
1,0,0.37102031894192433,-0.3865267460474827
1,0,0.04519193852525971,-0.6130272744755411
1,0,0.23310389104421925,-0.3836675851566811
1,0,0.7961782606021048,-0.428243723711551
1,0,0.9088317988737249,-0.1484627729491886
1,0,0.518498421557221,0.019730567117511113
1,0,0.8197664613134408,-0.03639813856515995
1,0,0.6969076689399971,-0.06064232900394477
1,0,0.18418001745855594,-0.06264800881531024
1,0,0.15738119079111001,0.706654801906212
1,0,0.3800804161112762,-0.22896985506252193
1,0,0.9131184740459599,-0.41167575131488965
1,0,0.17783363173071798,-0.8066483301221323
1,0,0.9020749164231516,-0.07417015024187132
1,0,0.9028937111400442,0.41975337172760563
1,0,0.1308650493886535,-0.7012010507210117
1,0,0.619053906432732,0.030550248021424725
1,0,0.9124706576352406,-0.3459319778122968
1,0,0.41137659643691593,0.03776345300410178
1,0,0.9369276867204723,-0.5611160735583662
1,0,0.15786514806041152,-0.24883473398710274
1,0,0.19625459243714216,-0.301028242495175
1,0,0.48784406751603526,-0.04891711755547217
1,0,0.5181567227482442,0.0032890587107857775
1,0,0.20105416411172605,0.012484167261985216
1,0,0.42090201123665905,-0.006838578819541405
1,0,0.5393584492260016,-0.008592250803160393
1,0,0.5401423993637294,-0.0005440905584582489
1,0,0.6315457623584128,-0.19243643423342932
1,0,0.15907306079452643,-0.5265526431391382
1,0,0.9746724587104347,-0.11566306876102257
1,0,0.8198718479972856,0.058820939008648127
1,0,0.9145060068877064,0.5192514743114893
1,0,0.1846113249763629,-0.8887586339213277
1,0,0.26731691961079984,-0.06524189302167649
1,0,0.7954666556344135,-0.21761682159686405
1,0,0.4860009191603959,-0.03481669962944618
1,0,0.3246065645485805,-0.3096448295889375
1,0,0.9017738715204919,-0.6037702336074822
1,0,0.3142886217176103,0.07640407453484617
1,0,0.6355731851117752,-0.053070896453685304
1,0,0.39566693350173754,0.06905000160568206
1,0,0.5200773898816599,0.006426918715814159
1,0,0.7163031538750327,0.26585797583491705
1,0,0.5524175505311835,0.0503791795971078
1,0,0.9176894862305647,-0.2270504263921237
1,0,0.7033818514503367,0.43662669219648736
1,0,0.999327285268732,-0.03404550186361621
1,0,0.7399001201762914,0.07554941202286578
1,0,0.38323847555835644,0.009092236436644488
1,0,0.8174438440132478,-0.29066710175492066
1,0,0.19706257683048045,-0.014959150389224019
1,0,0.3018151268070265,0.10225788191630919
1,0,0.18551304885044606,-0.29684965131837476
1,0,0.2950084440526157,-0.0016857806176182773
1,0,0.4784301533826879,0.014079547069818732
1,0,0.39055930939230554,-0.08433849411291716
1,0,0.8385955596089198,-0.3811452524613374
1,0,0.2133614181715362,0.10487197643524884
1,0,0.06117451031492649,-0.557947210025567
1,0,0.5649736949373462,0.008831480066938482
1,0,0.005990767056013313,-1.136448238903927
1,0,0.2486973023671062,0.09242853639146148
1,0,0.8446040649975609,-0.3022102423121701
1,0,0.7805086713634086,-0.14482093148084216
1,0,0.3755313962469342,0.07548718139550639
1,0,0.9999387534085594,-0.36956490178966683
1,0,0.25226782289948513,0.2818477365664938
1,0,0.6513705505919968,-0.038373306551553785
1,0,0.21007219800075771,0.2661103131222563
1,0,0.2314491466313977,-0.06877279614749032
1,0,0.47286559457313526,0.08427894934028732
1,0,0.8603374435087121,0.20636057313751094
1,0,0.36759202668250457,0.11671014025995527
1,0,0.22457052192824067,-0.455949533841157
1,0,0.4732875396675579,0.04117759604975264
1,0,0.7612474876923857,-0.15227117549313812
1,0,0.06426344244358762,-0.6998652752327437
1,0,0.17397583992620602,-0.4331193987367725
1,0,0.49440486742436063,0.006104103957772141
1,0,0.92805739636471,-0.9968413196913628
1,0,0.7208696053105974,-0.022052842552959487
1,0,0.1596045367468677,-0.1382834514596669
1,0,0.013007684750683812,-0.9721491385239773
1,0,0.5031141423922396,0.032325134226668994
1,0,0.3758528064444111,0.009420975257122311
1,0,0.732034721450945,-0.40257514522868987
1,0,0.47056733446727494,0.045378362197976675
1,0,0.29246186117738915,-0.09957556087412564
1,0,0.05051054208175576,-0.8026781972359402
1,0,0.5371810911192312,-0.0015105853834791044
1,0,0.9539778351919084,-0.25482513588529343
1,0,0.020921887532573513,-0.4627080868401819
1,0,0.021289419083606598,-0.6262820315471715
1,0,0.5519666575830874,-0.0016380403449550232
1,0,0.5776378642409368,-0.06290406969785654
1,0,0.2561357098825767,-0.7773713615199239
1,0,0.9721094738915209,-0.21636759246320914
1,0,0.37909272058270804,0.019938438415507964
1,0,0.004600773969246852,-0.8122044455623565
1,0,0.26352640608621236,-0.11720886697898723
1,0,0.8602007635425379,0.44492950314349866
1,0,0.9877297126601183,-0.149639315231231
1,0,0.3604336423259078,-0.404371724462171
1,0,0.3470628239185377,0.04542102261439568
1,0,0.31276446747964703,0.02803261670602175
1,0,0.24737276593785418,-0.4157038496824065
1,0,0.9591145511564078,-0.3314852975493323
1,0,0.8620525778574737,-0.5411155500929559
1,0,0.38082470186540973,-0.04382134529263107
1,0,0.3920582451182715,-0.11023439565655184
1,0,0.7412002093292377,
1,0,0.18611413722283188,-0.1554159722092056
1,0,0.5459845529750292,-0.023239215532003255
1,0,0.17071341138967377,0.1988867182228429
1,0,0.14568482172390662,-0.42609023164268073
1,0,0.7577086388129257,-0.2649510441645205
1,0,0.4779035034802631,0.021886784969851344
1,0,0.6302922741199694,0.13243950502239002
1,0,0.3772028057522626,-0.08664219297318815
1,0,0.5138536810530474,0.00868892963499298
1,0,0.8214415226413692,0.3208967528888199
1,0,0.5380777292664423,0.013164937333238362
1,0,0.4404786056727251,0.0026942062020679364
1,0,0.1716475700339547,0.13429006771498686
1,0,0.08342227204656083,0.0066909001184981
1,0,0.9995991189515702,-0.0028009172830432694
1,0,0.9409881199944248,0.22824295571877234
1,0,0.00237589393358284,-0.32150198923634377
1,0,0.0802068288241673,1.812034338559396
1,0,0.3845946320732868,0.22093033676675616
1,0,0.670295254915883,0.16546793999823758
1,0,0.29355034633259514,-0.8716757298298413
1,0,0.28856395608710406,0.1170014713713125
1,0,0.0175951909287676,-0.686630534854537
1,0,0.716692425537171,-0.5567221920052615
1,0,0.7653536249301971,-0.27722699596285366
1,0,0.7699694670536991,-0.5538366882998812
1,0,0.1402623049278473,-0.398240834934634
1,0,0.6289283092591483,-0.01370458510499381
1,0,0.9543166263950702,-0.09781733279856966
1,0,0.16091593642045166,-0.6421350142946957
1,0,0.4639726075483358,-0.07482576043322528
1,0,0.679407546968145,0.04064728960067428
1,0,0.5078584767906827,0.002780026332148036
1,0,0.4912114340519754,-0.021037099621883285
1,0,0.1650458119299948,-0.8143674151782838
1,0,0.028227213841343635,0.7145039748044137
1,0,0.6595155311877497,-0.09783175821214551
1,0,0.6019586878447547,-0.000947308804773667
1,0,0.3718118516659943,-0.18085545939558562
1,0,0.5658160962986085,0.02209206776713074
1,0,0.22223957279305684,-0.11360561705905434
1,0,0.42709122046763803,-0.1480475260879231
1,0,0.7988333042510776,-0.2864694431466525
1,0,0.3319188095463229,0.11915653110160847
1,0,0.3442966183699513,0.17960559972713439
1,0,0.7756914116572019,-0.41089038903758185
1,0,0.4755921643073917,-0.0016913128876345981
1,0,0.6789900331731216,0.04771511159948135
1,0,0.025149523951789376,-2.0975841987196886
1,0,0.18247218186855896,-0.29462629066079693
1,0,0.9123311469417036,-0.8254575292488142
1,0,0.8675790974956501,-0.40094104738087183
1,0,0.658228095197339,0.13122196349669724
1,0,0.4203649548347129,0.10255654834393936
1,0,0.9379938998972356,0.4571395370168491
1,0,0.13420993341302567,-0.5457631418310553
1,0,0.34323488443340144,0.10275963039949192
1,0,0.7684509974617679,-0.6435597201700725
1,0,0.34452731141696247,-0.030815889894230675
1,0,0.4940710689970169,-0.02354245568432728
1,0,0.2500246656644236,-0.14974142291665848
1,1,0.27897413724469455,0.18049172011984388
1,1,0.3540650842167653,-0.23389391391894832
1,1,0.17949176953789947,-1.4418229818040744
1,1,0.687110425405169,-0.22298509255018145
1,1,0.3075627391553297,-0.1752956994491713
1,1,0.5707937659740204,0.05687146442541998
1,1,0.9405472036947345,-0.5290450657698343
1,1,0.8640772123059239,0.3163627095594937
1,1,0.6454346081264812,-0.04417348509189014
1,1,0.5456963944140919,-0.03415961020415717
1,1,0.24973679151870698,-0.1275090783004813
1,1,0.00707920765663439,-0.8092867327045196
1,1,0.7293552312883335,-0.17404589033244844
1,1,0.4529625067489178,0.02442342635323666
1,1,0.15960601588114143,-0.5625370840062884
1,1,0.4480035656390937,-0.43227171548326804
1,1,0.5730483393579175,-0.05534218502697414
1,1,0.08844638405206584,-0.36875043327173995
1,1,0.7425518666402159,0.08984094511198787
1,1,0.49531159155371784,-0.017521547788846365
1,1,0.7345522657296034,-0.06248714284138191
1,1,0.023618060911320238,0.7785979170616874
1,1,0.4482318498053648,0.009623484438076417
1,1,0.03449103549713339,0.6499140596459236
1,1,0.13526117552324313,-0.18114639346291347
1,1,0.14690907950522292,0.22009556621920678
1,1,0.4683524686528592,0.08764763722968649
1,1,0.44335405157715857,0.013448982555917564
1,1,0.8671239793866341,-0.45974425589113244
1,1,0.13649533087806798,-0.3991833562869616
1,1,0.2864471244000014,-0.44856852179072965
1,1,0.4750492677995036,0.011451068791003549
1,1,0.6479018092497073,-0.011027434459746549
1,1,0.7280629741035913,-0.1118963962697544
1,1,0.40450166713932867,0.06851973635872965
1,1,0.7632335839212744,-0.2492332913842094
1,1,0.1625427117023236,0.13353764368573723
1,1,0.27082844927429095,0.049003731093350975
1,1,0.4384315259990379,0.1837363924638862
1,1,0.9521038476193426,-0.14652411423618603
1,1,0.4916460117813284,-0.005358700842663486
1,1,0.9686981275550194,-1.292107861535493
1,1,0.012975259031537956,0.2779853071411304
1,1,0.6459579835399151,0.27653319020588124
1,1,0.726817308264412,0.025662827320431847
1,1,0.333505009015732,-0.006466062225005363
1,1,0.8702768001849756,-0.040943179642201274
1,1,0.06962568597351726,0.33085233770160566
1,1,0.5039943127652159,0.018371408786623997
1,1,0.7641201857928409,0.02716332175999661
1,1,0.16087226261028376,-0.06715053696188006
1,1,0.8572998558059293,-0.17488628772786902
1,1,0.24239806979404055,-0.1825915047428019
1,1,0.645451827662511,-0.23487083122757285
1,1,0.9226863181849042,-0.4057817118326781
1,1,0.09975626238319113,-0.6469664288654595
1,1,0.7811503797758784,-0.34481508357351154
1,1,0.4986364996931182,-0.04466150590485078
1,1,0.2965309525950909,-0.11338883869868871
1,1,0.4557754938570876,-0.051330176669334926
1,1,0.7075709611965568,0.09847034284547868
1,1,0.9730840356833445,-0.002179946283678705
1,1,0.9352778101675362,-0.7871775048878582
1,1,0.34575584116336155,0.2420913426312319
1,1,0.9193926204770198,0.3578779614586284
1,1,0.3739543814291123,-0.4319687334369805
1,1,0.8966253587244944,0.4755704447465273
1,1,0.292646564921325,0.127760766831579
1,1,0.836958822178763,-0.053418100100925014
1,1,0.5864159612221219,-0.08254656302575666
1,1,0.8130233007940623,-0.11371195267087264
1,1,0.8709130186784605,-0.7828284456276543
1,1,0.04188642161689593,-0.9691595957675629
1,1,0.995275471324434,
1,1,0.9247930990020806,
1,1,0.13813553705122228,0.015767831504149933
1,1,0.9714857607329332,
1,1,0.0994388835060167,-1.0798144579152715
1,1,0.10598382186398347,-0.4107779258574673
1,1,0.7029514606603919,-0.1012079392371348
1,1,0.5677121166601946,0.0478540712869702
1,1,0.8397979131068745,-0.6174046456967253
1,1,0.47603432520364586,-0.055874771726253776
1,1,0.2218551873796799,-0.3630078001600556
1,1,0.31298787335073297,0.18761184178132329
1,1,0.754896089055884,-0.6375701387190131
1,1,0.9544422242977402,0.6439314379879836
1,1,0.26879759894847854,0.1745562543122157
1,1,0.6111641831224575,-0.09572595393043974
1,1,0.6606041864908475,0.06169573183691773
1,1,0.16077473867660785,-0.04823919587570106
1,1,0.3977731375824176,-0.1808055629464289
1,1,0.21954404759015445,-0.22383657712592406
1,1,0.046549109408072886,-0.6949698984227848
1,1,0.21648792064131273,-0.061104117779686426
1,1,0.5488611026826379,0.029149687496204037
1,1,0.029513858099841528,-0.8898121448210358
1,1,0.47593107102265964,-0.050991734126388424
1,1,0.40381973474859245,-0.0045729504525013134
1,1,0.6231910307402865,-0.14752051555037862
1,1,0.9906757114016833,0.2048540347335796
1,1,0.13697630350153356,-0.049900740570838625
1,1,0.23709337734042657,-0.6033700439529907
1,1,0.03186696015936685,-1.0297760960912528
1,1,0.8688234310004141,0.08909784577154657
1,1,0.8839833315354739,-0.39629149908642736
1,1,0.49794708352203887,-0.06857386187168053
1,1,0.44654413371495316,0.045430968186616585
1,1,0.4011948483856518,0.019462188612672765
1,1,0.9209023495363757,0.3799610540526739
1,1,0.48352941910530967,-0.003949296557829433
1,1,0.32905476049472926,0.11293909353913548
1,1,0.5404184034341054,-0.002157864675048149
1,1,0.6882901387202507,0.2227288993456892
1,1,0.2997901220412882,0.3213967877508412
1,1,0.7418050741574452,-0.05749343312775737
1,1,0.39590605638602816,0.16452709631756965
1,1,0.3164071841139915,-0.2777848257281062
1,1,0.7013395073513309,-0.05367903700694043
