gamma,replicate,threshold,local_assort_thresholds
1,1,0.7294895991215595,-0.13626107671391302
1,1,0.33388417807624904,-0.15994188777744411
1,1,0.038731384105855415,0.41925056983067943
1,1,0.9884918092542385,
1,1,0.8753740726296404,0.08470460806052674
1,1,0.6684099087423929,0.17777873875470404
1,1,0.5166662455857362,-0.008004036928575809
1,1,0.35095667460055047,0.16018515096006541
1,1,0.7355318961399443,0.12985249200937837
1,1,0.7744315373362405,-0.08342172160978284
1,1,0.49541328452306055,0.02311460807269014
1,1,0.5175685291731543,-0.02907015858657539
1,1,0.5737060392630201,0.07977572282621814
1,1,0.8056614240654916,-0.08711701934829683
1,1,0.32527498424658674,-0.05734062175985431
1,1,0.6172297343708532,-0.01325236256118923
1,1,0.33994995537738093,-0.17611235607066128
1,1,0.9888135453730665,0.5753579964112783
1,1,0.5541669717991854,-0.029644478365281945
1,1,0.8353088546747213,0.10351356773730869
1,1,0.2687485053742201,-0.35782558536763803
1,1,0.06610351733864517,-0.9127093223497743
1,1,0.42194212893066785,-0.3646547813473494
1,1,0.32147045850341305,-0.0854508901211727
1,1,0.43428636450967983,0.13013115560787641
1,1,0.5279894608536452,0.0017977875595850434
1,1,0.6206442469936346,-0.0018831332691368807
1,1,0.7612074304051201,-0.15336685288725335
1,1,0.5056874792560498,-0.007170366628860116
1,1,0.5871354056325467,0.09254467571759971
1,1,0.6860975868352209,-0.38119409276532895
1,1,0.6196897419886656,-0.04841336323880937
1,1,0.47656470672727114,-0.04080343858991482
1,1,0.6019606115437944,-0.04858290100177085
1,1,0.7855325853593526,0.8473875169109819
1,1,0.3149820609595252,0.0017511404241750753
1,1,0.8318611500980407,-0.07652388396142233
1,1,0.3586906135790072,-0.25075245770317345
1,1,0.5165576407703654,-0.01975942879284312
1,1,0.10951543404170594,-0.7204878233156661
1,1,0.6374896336935504,-0.0008679297608272379
1,1,0.7149698084889227,-0.2688146613681307
1,1,0.9744370718088459,0.1011984839867926
1,1,0.3792879867092228,0.08502687540222212
1,1,0.3316095418792122,-0.3730829104294666
1,1,0.4046614344486913,-0.1302029930478011
1,1,0.1810334387388236,-0.023700525169658315
1,1,0.17113416686544924,-0.296781698214657
1,1,0.3059337910674278,-0.22575327584067745
1,1,0.16900239321764432,-1.1235001084942988
1,1,0.8325321413491115,-0.633503574288261
1,1,0.8719887831011677,-0.6242491517896325
1,1,0.08381131709378342,-0.8733547053424437
1,1,0.28872941988123757,-0.6256477968781451
1,1,0.2694563651436892,0.04466622134370726
1,1,0.04657277377450264,-0.9433650123627535
1,1,0.55682084326454,-0.011695714151038934
1,1,0.678177936167482,-0.18555189234238256
1,1,0.915045191092932,-0.8700364612970564
1,1,0.7314473827315956,-0.5301603709421724
1,1,0.7732963835915131,
1,1,0.6942781691268349,0.15753841427835352
1,1,0.10440264509912467,-0.35336717062233636
1,1,0.032269728618287696,-0.5686885006620381
1,1,0.1437510167182101,-0.6976298876285305
1,1,0.78054232127855,-0.5190069188952275
1,1,0.290373028555018,-0.174743448155615
1,1,0.6852929408088544,0.019741830452669296
1,1,0.5101891518535876,-0.007068541340782783
1,1,0.13492549400864695,-0.2959523655814791
1,1,0.98315937098683,0.41817372128001373
1,1,0.9026349606858365,-1.277333655925013
1,1,0.2999660708031947,0.24441826554328044
1,1,0.5399824876008176,0.0010885030606417523
1,1,0.029511867829517202,-0.39817957864755715
1,1,0.10581926305888367,-0.9783457388538908
1,1,0.5580882772974951,-0.05390121282718751
1,1,0.6748876437352339,-0.11146846460503575
1,1,0.4079729488175846,-0.1578745500097884
1,1,0.17540562642963697,-0.8763166345353335
1,1,0.5466364764457308,0.019827513616565377
1,2,0.6726172401499605,-0.07064580911097716
1,2,0.17276437178634596,-0.46896627219687054
1,2,0.8337830745034539,-0.10503077281137214
1,2,0.6832052663169901,-0.03724951040242751
1,2,0.7839086945989143,1.058626845146458
1,2,0.7581556054030922,-0.4107666415107536
1,2,0.35708873174082434,0.16848310554289778
1,2,0.9577944396083113,0.06208101871501567
1,2,0.7134970023422721,-0.22868942779071283
1,2,0.036443838117713345,-0.9129835836725178
1,2,0.46102187756136304,-0.09526559536484458
1,2,0.0879321819227129,-0.12420349077248669
1,2,0.6401411080221414,0.03987924455784795
1,2,0.2838476447974684,-0.22808557999444956
1,2,0.2041828688594881,-0.6723446990109829
1,2,0.026310683999829942,-1.3512746112403167
1,2,0.6007999814856476,-0.09882549591759697
1,2,0.3880822642825177,-0.11628330158007198
1,2,0.927711322088623,-0.5342404205742031
1,2,0.7029157671390732,-0.02861151049655894
1,2,0.47207718803331766,-0.014548719006719613
1,2,0.6811303391647263,0.04341387954641496
1,2,0.44996009687838523,0.011330921661187196
1,2,0.7494498916957151,-0.18961728925994617
1,2,0.705502812002911,-0.025804635778024526
1,2,0.20284305844420547,-0.2634537213176801
1,2,0.3563019073749807,-0.19528815732125737
1,2,0.6983163677046981,-0.260430913093581
1,2,0.9092133947711274,-0.5132723117686306
1,2,0.42369769056797646,-0.04830223377480715
1,2,0.7702473596717967,-0.3007155243915926
1,2,0.5335733140009322,-0.002406980434857979
1,2,0.9800047976607715,0.34367557700602047
1,2,0.7561161358107015,-0.03334224057440926
1,2,0.5904837855720692,-0.08760747931274415
1,2,0.5839881525033809,-0.11239165118489666
1,2,0.07165216410943143,-0.8992337018956438
1,2,0.2378128153725365,-0.4075714202035333
1,2,0.0041433909070413,0.48153258187681064
1,2,0.1756260533907842,0.4068049169089247
1,2,0.7167651863269733,-0.24599215543711972
1,2,0.17129249593536366,-0.2414358126972003
1,2,0.2528843248520044,0.3601068070769594
1,2,0.2006816176254136,0.1510077341609888
1,2,0.609643581120067,-0.12567879458781117
1,2,0.6157757797443975,-0.1444202731640531
1,2,0.7632833949075492,-0.16892707027007617
1,2,0.07368230754067329,-0.10610597812439203
1,2,0.47406498921363216,0.1280624793094562
1,2,0.9690469234768643,0.49486507250047407
1,2,0.1989980236403237,-0.37201861038784656
1,2,0.6256336227740316,-0.11977900231657888
1,2,0.14172328333589168,0.1205048446161438
1,2,0.6778654200764455,
1,2,0.5993087019288766,0.04656933035209656
1,2,0.8312055472924177,-0.03356238919563498
1,2,0.4201677731575356,0.10295608701641358
1,2,0.5031828126059159,4.374943238100171e-06
1,2,0.4883712268645497,-0.08193698986575225
1,2,0.6058162665333426,0.023972535400959043
1,2,0.44957966666309745,0.11770865680740536
1,2,0.009633859254966959,-0.355029064701673
1,2,0.8992259155825751,0.24995843730732908
1,2,0.92319392279815,-0.14944913354250325
1,2,0.7667475060743034,-0.34976934170942886
1,2,0.3052098520443328,-0.38389284358125975
1,2,0.7429647394983299,-0.4938978461250535
1,2,0.7960996550195439,-0.0304340335784207
1,2,0.24832134990586774,-0.019564157648364222
1,2,0.21366234244763294,-0.2813915370508409
1,2,0.4958544012574424,0.04423144066668022
1,2,0.38417554731634096,0.018380327449417776
1,2,0.3476040581781197,-0.1590894702620164
1,2,0.26302541952937664,0.057533856706187256
1,2,0.41999680491036895,-0.0819295141513035
1,2,0.39478179068220076,-0.11740903086739461
1,2,0.21281454811942746,0.30617822483395807
1,2,0.27608031722258,-0.5194710156955143
1,2,0.781955048501361,-0.0002398699409313365
1,2,0.11020500699151892,-0.964211368662838
1,2,0.8872990050689183,0.39139154766550754
1,2,0.21994509535173246,0.293563604946877
1,2,0.7945202871090912,-0.03791625126720897
1,2,0.2087924385715263,-0.16604591072996772
1,2,0.45048396276611524,-0.042459098097536535
1,2,0.3592015046385608,0.18247750527832368
1,2,0.5570959265120681,0.014496431717480314
1,2,0.4949105463072506,-0.07624615057534027
1,2,0.20349366028920046,-0.47445685180414887
1,2,0.9146385764784873,-0.39345078563530855
1,2,0.2488892779738896,0.30221615538438096
1,2,0.6039253491057277,0.01785222856954881
1,2,0.09119502245969358,0.3029260579278601
1,2,0.2423542281831922,-0.5237066544883199
1,2,0.8970430875950548,-0.8224897291511839
1,2,0.753391736032524,0.220564017919001
1,2,0.30068052644772414,0.3313107875468618
1,2,0.7682807248770107,-0.2756708161037258
1,2,0.5478799617163326,0.006092083532854121
1,2,0.9562180256159193,0.46405149678600344
1,2,0.6554870153015044,0.10611935610624715
1,2,0.4174564859879272,0.0256976985048517
1,2,0.7003872399890099,-0.2086486947918775
1,2,0.09099409177008544,-0.7947415343481388
1,2,0.12536961360338783,-0.02681334599888438
1,2,0.11552331430947538,-0.39166194415716166
1,2,0.1979855350627121,-0.6349702830113646
1,2,0.8763634243028289,-0.12829264715147387
1,2,0.9982279738839585,-1.1308892441400462
1,2,0.5567219254838582,0.00646426327619599
1,2,0.9308375852806957,0.38850313638655615
1,2,0.6280250826453175,0.08395681903564788
1,2,0.3924706741791735,-0.033516233354665
1,2,0.6166527718729542,0.04192193926776011
1,2,0.9720953023392948,0.0766628192496896
1,2,0.2928001344215877,-0.6251672897351958
1,2,0.33963594128617813,-0.06884070795160735
1,2,0.2759969496655311,-0.330460464823217
1,2,0.24042662394568726,-0.018739635215329495
1,2,0.7931754736922433,-0.02795728709376502
1,2,0.25978536129771235,-0.3522332978636985
1,2,0.2053763310639426,-0.6100259712458975
1,2,0.8846122345751748,-0.13894511285636912
1,2,0.297705491365557,0.008318263617752068
1,2,0.17391806633362938,-0.8072521202460369
1,2,0.4336773628212439,
1,2,0.4172201127095402,-0.2148785393779059
1,2,0.2954912611251842,0.21517902453566745
1,2,0.32127056823684397,-0.2851756899193162
1,2,0.2398928776561874,-0.34667118750903886
1,2,0.6429684806925752,-0.22102999819318833
1,2,0.8792166432602679,-0.544975476561586
1,2,0.8758163160367468,0.18504150858296775
1,2,0.6440579606387952,-0.023263718824410945
1,2,0.6686754543079675,-0.07850342792134135
1,2,0.22094842591334174,-0.03564709047785444
1,2,0.2583245804312847,0.34026803604123723
1,2,0.194662144439241,-0.24767428668498354
1,2,0.4190340453730056,-0.032119262192625536
1,2,0.40324057256612655,-0.1006560470440173
1,2,0.16105131063490918,-0.9250500237389028
1,2,0.10978386886350344,-0.6791583285529668
1,2,0.9045627720397966,-1.0641401973156115
1,2,0.17671124993665732,0.10266805853005229
1,2,0.6775269118090704,0.08335307712027629
1,2,0.32289783806735173,-0.3682012307240095
1,2,0.9716580487829446,-0.16651842455658283
1,2,0.8739742597346736,0.030112802198773325
1,2,0.972508716430245,-0.09730138151527326
1,2,0.09131129687629769,1.3970134363003355
1,2,0.6549657832654726,-0.011485469371165354
1,2,0.6131473772678837,0.07229306865288528
1,2,0.8668976125186537,-0.04678051489355356
1,2,0.5200648165595927,0.0057075837451258105
1,2,0.12148042603284404,0.9709844023914026
1,2,0.9646229117594123,-0.6649901485206051
1,2,0.032069774054246825,-1.211476993883522
1,2,0.47770146697676863,
1,2,0.3926042870329721,-0.08103106768863369
1,2,0.15371751892645014,-0.10524042831839658
1,2,0.8262229110776507,-0.009348428107013446
1,2,0.4276212435891572,-0.09270962606458977
1,2,0.780402661015334,-0.08949069038064636
1,2,0.1432896718489669,0.33349129425747853
1,2,0.604536908362753,0.007885327319356625
1,2,0.16206867115727341,-0.7540075378510698
1,2,0.4097823892073117,-0.0011931401562198796
1,2,0.7661351922828612,0.22029584170006772
1,2,0.1614208523561953,0.6641668251299288
1,2,0.931064791517871,0.49574473029863536
1,2,0.42127967441038106,0.1351700230948531
1,2,0.8710680054499703,-0.24705689376177958
1,2,0.060187234039052906,-0.20440338047813442
1,2,0.5208269035416622,-0.06008186163017042
1,2,0.25201421672097457,0.007981461303346538
1,2,0.03438695500990041,-0.7776134670854494
1,2,0.9507687188042876,-0.4411777147285322
1,2,0.9488664148514382,0.06199353172936721
1,2,0.26002559657164104,-0.3332078235072939
1,2,0.8443373673968242,0.27009863844459003
1,2,0.8504811767223946,-0.1021521056355537
1,2,0.8686144319937811,-0.4474511393692042
1,2,0.3479380372145223,-0.19399583491364178
1,2,0.9891096996010704,0.2824498863093551
1,2,0.9478463554123544,-0.10972027609461624
1,2,0.2716003173532041,-0.009287100179652083
1,2,0.9241651257762551,-0.25634813567841597
1,2,0.0373456626316897,-0.6908692850258917
1,2,0.30393195394297046,-0.6168265145320779
1,2,0.18283319611843796,-0.3963136046779217
1,2,0.22334527838023355,-0.22240179224852977
1,2,0.338799759574817,0.01266530080463224
1,2,0.8585743384551335,0.15137942487126446
1,2,0.051907820040563823,-0.8571467663348451
1,2,0.3465160710112192,-0.19685018342119154
1,2,0.722936953921272,-0.06403538282482375
1,2,0.7953144302723472,0.01276979450893681
1,2,0.8101201998401022,0.09119303157122226
1,2,0.5011771457428186,-0.03762225751836392
1,2,0.38706162776555997,0.04550884002581051
1,3,0.5615984394333758,-0.0280301029150287
1,3,0.24961376928412893,0.20525555826849026
1,3,0.8161427675385294,0.15528115106780915
1,3,0.16238078800477163,-0.9369183893308939
1,3,0.26186449409274415,0.006599991578814801
1,3,0.11182913184834842,-1.3247697220481054
1,3,0.14736881864954143,-0.1554904962657262
1,3,0.4749020956283707,0.006335076844238827
1,3,0.34910571116954514,-0.26915985928043146
1,3,0.8005787860754783,-0.649212539709402
1,3,0.5482792808942967,0.004032740718325347
1,3,0.6015265726594523,-0.05829846073603619
1,3,0.12786869296229453,-0.8213821992294326
1,3,0.640636792005107,0.013997869151523207
1,3,0.5597655274824654,-0.0500157652436112
1,3,0.04655292718679305,-0.5283694698747365
1,3,0.6465622854749067,-0.01208944764900012
1,3,0.7419926066334313,-0.20872821657656093
1,3,0.4388022052230127,-0.08802979749975004
1,3,0.5280784010486748,-0.0022553988213084553
1,3,0.45106005282979533,0.151582380228685
1,3,0.5958071518110176,-0.05795222113678386
