gamma,replicate,individual,type,threshold,degree,degree_initial,centrality,centrality_initial,local_assortativity,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
-0.4,0.0,0.0,1.0,0.4019886798014044,3.0,9.0,0.13994831545497116,0.5016604637426245,0.73683975332384,0.0,2.0,0.0,4.0
-0.4,0.0,1.0,1.0,0.663137073293948,12.0,6.0,0.5706408304354681,0.28040589144945255,0.18476730055335353,4.0,0.0,3.0,1.0
-0.4,0.0,2.0,0.0,0.3981582864988068,1.0,9.0,0.030898456633412973,0.5122734468473695,0.6956969098984357,1.0,3.0,0.0,6.0
-0.4,0.0,3.0,1.0,0.09108423220481066,4.0,8.0,0.17409192713215346,0.4206516646408861,0.7019306447838912,1.0,4.0,0.0,1.0
-0.4,0.0,4.0,0.0,0.8547056677900938,16.0,12.0,0.7659873965309941,0.5217919723455495,0.36778642041246884,4.0,0.0,2.0,2.0
-0.4,0.0,5.0,0.0,0.52504595104006,8.0,8.0,0.4533233894882654,0.3542477517785613,0.057565953267686785,1.0,0.0,1.0,2.0
-0.4,0.0,6.0,0.0,0.602183676444108,13.0,9.0,0.6434979297006834,0.5449529176798198,-0.019183271193755333,1.0,0.0,4.0,1.0
-0.4,0.0,7.0,0.0,0.2571694790506359,5.0,8.0,0.24303122794592588,0.47762814543798804,0.4252307182554389,0.0,2.0,1.0,2.0
-0.4,0.0,8.0,0.0,0.28174524669187473,2.0,4.0,0.07469437088265145,0.14702861215780125,0.7058798242315519,2.0,3.0,0.0,1.0
-0.4,0.0,9.0,1.0,0.2847033482472072,5.0,4.0,0.2514667619922729,0.1946280153835522,0.4767005471428983,3.0,0.0,1.0,3.0
-0.4,0.0,10.0,1.0,0.6591846648156937,5.0,9.0,0.16763866498082347,0.5238596085899017,0.5910980663301585,1.0,2.0,0.0,3.0
-0.4,0.0,11.0,0.0,0.9295694205428779,10.0,5.0,0.48691497016721313,0.14558352127643742,0.09577418184523732,2.0,0.0,4.0,1.0
-0.4,0.0,12.0,1.0,0.49475919311846317,1.0,10.0,0.05736270281363989,0.5547705328749019,0.6649725312247984,0.0,2.0,0.0,7.0
-0.4,0.0,13.0,1.0,0.7480894421153216,11.0,10.0,0.5847874239346359,0.6144165471163713,0.3299459350216575,1.0,0.0,1.0,1.0
-0.4,0.0,14.0,0.0,0.8160780739489296,8.0,6.0,0.3455061640545718,0.40720091498391525,0.20103882248855096,1.0,0.0,3.0,2.0
