gamma,replicate,individual,type,threshold,degree,degree_initial,centrality,centrality_initial,local_assortativity,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
-0.2,0.0,0.0,1.0,0.08462719641468563,8.0,7.0,0.43413547830326277,0.27646480763996195,0.7145328284639146,6.0,3.0,0.0,2.0
-0.2,0.0,1.0,1.0,0.6579339147573621,12.0,9.0,0.5175593736589471,0.45707021750379373,0.0685436599164805,2.0,1.0,3.0,1.0
-0.2,0.0,2.0,0.0,0.41324717543905753,6.0,6.0,0.3350925352098127,0.3155689834863633,0.3102760032266061,3.0,4.0,2.0,1.0
-0.2,0.0,3.0,0.0,0.7077702705274312,17.0,15.0,0.6398519589300061,0.8831145573782045,0.6678890017457647,9.0,0.0,0.0,7.0
-0.2,0.0,4.0,0.0,0.021058913884464014,4.0,5.0,0.23038959617507188,0.28927091936528265,0.6803292560397033,3.0,1.0,0.0,3.0
-0.2,0.0,5.0,1.0,0.8294973608176985,11.0,10.0,0.3247106707939625,0.40643773893055113,0.4748107048363751,3.0,0.0,0.0,2.0
-0.2,0.0,6.0,1.0,0.8976318212742362,11.0,6.0,0.5845322396737173,0.30442018705476775,0.32830936784671455,3.0,0.0,3.0,1.0
-0.2,0.0,7.0,0.0,0.42645845502165747,1.0,5.0,0.061530438342544826,0.27596644469946036,0.8339450175718239,0.0,1.0,0.0,3.0
-0.2,0.0,8.0,1.0,0.47896950880333666,14.0,14.0,0.43802497847908706,0.6952219911589834,0.4968496705351939,2.0,1.0,2.0,3.0
-0.2,0.0,9.0,0.0,0.6150324987765915,15.0,8.0,0.6799088214787352,0.43295578416435976,0.25768364197670823,4.0,0.0,4.0,1.0
-0.2,0.0,10.0,0.0,0.6944233724730666,12.0,10.0,0.5953258044585285,0.6391948557669319,0.7296605507371118,5.0,0.0,0.0,3.0
-0.2,0.0,11.0,0.0,0.36123803386966946,4.0,8.0,0.13413394178368765,0.4285162525828362,0.7603266639962905,2.0,1.0,0.0,5.0
-0.2,0.0,12.0,1.0,0.36578867578585106,7.0,7.0,0.30775748978340106,0.2995646337978016,0.2779125190090702,2.0,2.0,1.0,1.0
-0.2,0.0,13.0,0.0,0.6784550980514291,14.0,6.0,0.660730349932437,0.3955633615872698,0.3360254360898826,4.0,0.0,5.0,1.0
-0.2,0.0,14.0,0.0,0.24235442911489147,9.0,11.0,0.5845078248705211,0.6860097425340128,0.44413175459977633,1.0,1.0,0.0,2.0
-0.2,0.0,15.0,1.0,0.31222523686540693,4.0,5.0,0.24281245281356428,0.25662348680369135,0.3885500620347696,0.0,1.0,1.0,1.0
-0.2,0.0,16.0,0.0,0.6837444132044651,12.0,6.0,0.5921595564750637,0.40311896947862547,0.08662200852858726,2.0,0.0,4.0,0.0
-0.2,0.0,17.0,0.0,0.8766254639124919,12.0,8.0,0.4938713617023399,0.4137011356429625,0.2398518546682374,3.0,0.0,2.0,1.0
-0.2,0.0,18.0,1.0,0.1961802049044119,3.0,10.0,0.14357251063310725,0.6174296931409439,0.670672437674811,0.0,2.0,0.0,5.0
-0.2,0.0,19.0,0.0,0.4162951910424456,11.0,8.0,0.48268828151954174,0.36890208825370474,0.3315554471178569,3.0,1.0,2.0,1.0
-0.2,0.0,20.0,0.0,0.0533622768099683,6.0,14.0,0.39303724254650946,0.8151961983890998,0.7296130629519406,4.0,5.0,0.0,7.0
-0.2,0.0,21.0,1.0,0.09274584510671036,7.0,4.0,0.3631188585445359,0.22188430695092906,0.6739786745729571,7.0,1.0,0.0,3.0
-0.2,0.0,22.0,1.0,0.2813241036246943,4.0,5.0,0.19796084735055383,0.21172549684236638,0.4247128803237451,3.0,2.0,1.0,3.0
-0.2,0.0,23.0,0.0,0.5310963305860191,15.0,9.0,0.6507854955228054,0.39582308752815687,0.15120887260446134,3.0,0.0,5.0,2.0
-0.2,0.0,24.0,0.0,0.4984615338678038,10.0,6.0,0.39642083630340297,0.24671271051407587,0.4353394054324843,3.0,1.0,2.0,0.0
-0.2,0.0,25.0,1.0,0.7803835155191794,0.0,5.0,5.0603418299133345e-18,0.1664019890716044,,0.0,1.0,0.0,4.0
-0.2,0.0,26.0,0.0,0.17698285224567445,5.0,8.0,0.2977072656268059,0.37986087050142,0.674750883125473,2.0,2.0,0.0,3.0
-0.2,0.0,27.0,1.0,0.3580606464041035,9.0,11.0,0.42771095603904397,0.703430917413386,0.3651804552750514,3.0,1.0,1.0,5.0
-0.2,0.0,28.0,0.0,0.5488304959479595,6.0,7.0,0.24554489058873855,0.34089530877609503,0.5872102791272834,1.0,0.0,0.0,2.0
-0.2,0.0,29.0,1.0,0.7008782119129525,5.0,5.0,0.14486410824511128,0.2918040884079154,0.5472378382067842,4.0,2.0,1.0,3.0
-0.2,0.0,30.0,0.0,0.3818825531323412,10.0,5.0,0.5161022980907191,0.2923012293028277,0.21994608802797627,3.0,0.0,4.0,2.0
-0.2,0.0,31.0,1.0,0.40008798993391204,12.0,8.0,0.5197498714561622,0.339898748175414,0.2582913316605401,4.0,0.0,4.0,4.0
-0.2,0.0,32.0,0.0,0.37399646757596805,19.0,15.0,1.0,0.9999999999999999,0.28684288423167154,4.0,0.0,2.0,2.0
-0.2,0.0,33.0,0.0,0.3322484675032651,4.0,8.0,0.24343223151744023,0.43099418154844926,0.41785063970740677,2.0,2.0,1.0,5.0
-0.2,0.0,34.0,1.0,0.7074938965527081,7.0,8.0,0.3452777351786046,0.4610444165616452,-0.0200823199927493,1.0,0.0,0.0,2.0
-0.2,0.0,35.0,1.0,0.6508428985539456,10.0,9.0,0.5058163905139273,0.6003131787032192,0.4412029002937666,3.0,2.0,1.0,1.0
-0.2,0.0,36.0,0.0,0.6548823810738674,8.0,6.0,0.35756251956322427,0.3510215029926667,0.2254148647194327,2.0,0.0,1.0,1.0
-0.2,0.0,37.0,0.0,0.3250822800016693,3.0,11.0,0.16877928919711907,0.5992563947028972,0.6685959651946433,1.0,3.0,0.0,6.0
-0.2,0.0,38.0,0.0,0.3629595474145795,5.0,6.0,0.2915310380380739,0.2300343251921909,0.4687778048085602,3.0,0.0,0.0,4.0
-0.2,0.0,39.0,1.0,0.69165413278643,12.0,8.0,0.5753285765336567,0.5199343707554661,0.510271132766087,5.0,1.0,1.0,1.0
-0.2,0.0,40.0,1.0,0.10851339574221319,7.0,12.0,0.3594100025514887,0.6818529530024365,0.7288979403495004,3.0,3.0,0.0,5.0
-0.2,0.0,41.0,1.0,0.16603821055103996,7.0,10.0,0.2939073215888717,0.5858277471917226,0.7007292050008359,4.0,3.0,0.0,4.0
-0.2,0.0,42.0,0.0,0.641277765631264,10.0,9.0,0.45599033857874083,0.42052087448432607,0.20231400743587927,1.0,0.0,3.0,3.0
-0.2,0.0,43.0,1.0,0.03375448401210224,2.0,5.0,0.03139646253511303,0.22003305045510532,0.805269802295373,2.0,5.0,0.0,0.0
-0.2,0.0,44.0,1.0,0.9770625613550934,12.0,5.0,0.41299968604563664,0.15802661290759262,0.3454377522068321,5.0,0.0,3.0,1.0
-0.2,0.0,45.0,1.0,0.9188444563880916,11.0,12.0,0.5062334303309902,0.6348991521511811,0.38845998415938326,2.0,0.0,0.0,3.0
-0.2,0.0,46.0,0.0,0.6096147072116302,9.0,9.0,0.41940346400540485,0.5594984187363616,0.2390060169302452,0.0,0.0,1.0,1.0
-0.2,0.0,47.0,0.0,0.20829747216279215,7.0,7.0,0.3453024727259368,0.4812408114971217,0.5793925866099234,4.0,1.0,1.0,4.0
-0.2,0.0,48.0,1.0,0.49078791852884185,1.0,5.0,0.043745444648611215,0.26873437788373317,0.6006077047476855,1.0,2.0,0.0,3.0
-0.2,0.0,49.0,0.0,0.41224342692554317,3.0,10.0,0.13544112737145403,0.47574082284407604,0.3329345263909849,1.0,2.0,1.0,7.0
-0.2,0.0,50.0,0.0,0.8470018312309608,11.0,7.0,0.5374832739166607,0.3902147106330302,0.3615702153842211,1.0,0.0,3.0,0.0
-0.2,0.0,51.0,1.0,0.23328736687792928,6.0,5.0,0.2518731389801467,0.2304418796569701,0.5582999645817819,4.0,3.0,0.0,0.0
-0.2,0.0,52.0,1.0,0.9881129388685705,11.0,8.0,0.38906384092876983,0.4899207421167992,0.6001008374063708,4.0,0.0,2.0,3.0
-0.2,0.0,53.0,0.0,0.736968937246244,6.0,4.0,0.25608417846840553,0.1641987860285729,0.39953127567914015,3.0,0.0,1.0,2.0
-0.2,0.0,54.0,0.0,0.9863715567586232,16.0,11.0,0.6283244757568223,0.5074563009225727,0.14775803405993876,5.0,0.0,3.0,3.0
-0.2,0.0,55.0,1.0,0.11121994451872386,6.0,12.0,0.24974552101321648,0.6280069647845544,0.6678536096455208,4.0,3.0,0.0,7.0
-0.2,0.0,56.0,0.0,0.6468239565751787,11.0,7.0,0.49130507940510887,0.46184701979553766,0.6490201588334757,4.0,0.0,1.0,1.0
-0.2,0.0,57.0,0.0,0.06255886288393109,4.0,6.0,0.20898338345651823,0.33070476575624624,0.7458752211673351,3.0,1.0,0.0,4.0
-0.2,0.0,58.0,1.0,0.6478728079869204,13.0,9.0,0.4569243863582776,0.392506396336595,0.5194749196765495,3.0,0.0,2.0,1.0
-0.2,0.0,59.0,1.0,0.2732694254235094,5.0,11.0,0.23600098072656875,0.6550066248776527,0.48179979402081824,1.0,5.0,1.0,3.0
-0.2,0.0,60.0,0.0,0.33857803618052784,6.0,8.0,0.26321846517134945,0.43661753783242485,0.5573097896413843,2.0,0.0,1.0,5.0
-0.2,0.0,61.0,0.0,0.625724652002558,11.0,12.0,0.5095581939780391,0.5870524467786092,0.5397304490008903,1.0,0.0,2.0,4.0
-0.2,0.0,62.0,0.0,0.21829335810038197,3.0,7.0,0.1292165304495716,0.32947193689148324,0.7144435277979805,2.0,1.0,0.0,5.0
-0.2,0.0,63.0,0.0,0.09412486399928532,7.0,9.0,0.3668025627363721,0.4576737032909011,0.7430179781957592,4.0,0.0,0.0,6.0
-0.2,0.0,64.0,1.0,0.7303470159981112,15.0,7.0,0.5801226771302231,0.32260870658952995,0.5916859185748289,8.0,0.0,2.0,2.0
-0.2,0.0,65.0,0.0,0.44161485599941885,3.0,5.0,0.1557989678710006,0.24709779834363646,0.3927531164029747,2.0,0.0,1.0,5.0
-0.2,0.0,66.0,1.0,0.14534807076532186,9.0,9.0,0.3882963638052354,0.3452993296813333,0.6806229585506111,5.0,3.0,0.0,2.0
-0.2,0.0,67.0,0.0,0.5154941546237115,9.0,9.0,0.3708329664449038,0.43663416659783133,0.46094111154249495,2.0,0.0,2.0,4.0
