gamma,replicate,individual,type,threshold,degree,degree_initial,centrality,centrality_initial,local_assortativity,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
0.8,0.0,0.0,1.0,0.11719910718207482,3.0,9.0,0.17694849917000266,0.6050258047098621,0.27836957196018175,1.0,3.0,0.0,4.0
0.8,0.0,1.0,1.0,0.9784401254354762,14.0,9.0,0.7562488045913419,0.6634889547307602,0.009627979774658017,2.0,0.0,3.0,0.0
0.8,0.0,2.0,1.0,0.7504770666994967,17.0,11.0,0.8015088215043695,0.6810224424605658,0.4591395625988372,6.0,0.0,0.0,0.0
0.8,0.0,3.0,1.0,0.5778169170812444,8.0,9.0,0.44686321894778797,0.5627462105175096,0.2325600571921882,0.0,0.0,1.0,2.0
0.8,0.0,4.0,1.0,0.29119099598115783,9.0,5.0,0.5178430852507719,0.2784624945867736,0.16118896391921694,3.0,0.0,1.0,0.0
0.8,0.0,5.0,1.0,0.6353965299858889,5.0,4.0,0.25163167968350103,0.27580764675789293,0.45579083890532923,4.0,2.0,1.0,2.0
0.8,0.0,6.0,1.0,0.09854812620261888,3.0,6.0,0.15480572717580504,0.26589725762042754,0.6236540292847773,2.0,0.0,0.0,5.0
0.8,0.0,7.0,0.0,0.4204958683531983,0.0,9.0,2.8923730898418275e-17,0.4476038774421155,,0.0,8.0,0.0,1.0
0.8,0.0,8.0,1.0,0.36491270746340576,7.0,7.0,0.33171854316510196,0.4704019081780689,0.34467886984171714,1.0,1.0,0.0,0.0
0.8,0.0,9.0,0.0,0.13229509331159484,6.0,7.0,0.34966807604203476,0.3386915701668195,0.5958163979883013,4.0,0.0,0.0,5.0
0.8,0.0,10.0,0.0,0.31683801572643144,8.0,9.0,0.46219538054261944,0.4978472264088525,-0.034905487202795155,0.0,2.0,3.0,2.0
0.8,0.0,11.0,1.0,0.25425989000904914,8.0,11.0,0.41245762641826456,0.7059478323610431,0.2310042874893645,2.0,1.0,0.0,4.0
0.8,0.0,12.0,1.0,0.14132667497472373,3.0,8.0,0.08986861328414708,0.40406836085382686,0.7311253974324036,1.0,3.0,0.0,3.0
0.8,0.0,13.0,0.0,0.7767230849988009,4.0,4.0,0.1708958999134286,0.22648431016462986,0.12440421104982156,1.0,2.0,1.0,0.0
0.8,0.0,14.0,1.0,0.15071157767388543,6.0,6.0,0.36554147738127146,0.41648676031013476,0.47109981074116114,3.0,1.0,1.0,3.0
0.8,0.0,15.0,1.0,0.5463412472885373,11.0,10.0,0.4995325734388145,0.5908741679429705,0.1420774252484224,2.0,0.0,2.0,3.0
0.8,0.0,16.0,0.0,0.4172631343912302,0.0,7.0,2.8923730898418275e-17,0.37758181665943,,0.0,5.0,0.0,2.0
0.8,0.0,17.0,1.0,0.44219373880097523,3.0,7.0,0.12018978450055864,0.43956369037930665,0.7583833712052378,1.0,2.0,0.0,3.0
0.8,0.0,18.0,0.0,0.6037331562856697,5.0,8.0,0.24729660120069333,0.4483338152979802,0.005779281097428531,0.0,1.0,1.0,3.0
0.8,0.0,19.0,0.0,0.8699195326842045,16.0,7.0,0.6436835719293393,0.4105108408546719,0.266162824893305,4.0,0.0,6.0,1.0
0.8,0.0,20.0,0.0,0.5240781001381828,6.0,7.0,0.2918649202118736,0.432202327432322,0.2733275095837737,1.0,0.0,0.0,2.0
