true_positive,false_negative,true_negative,false_positive,correct_message,incorrect_message,gamma,replicate
2.235,19.255,9978.41,0.1,0.10734228499918697,1.0021417578804994e-05,0.4000000000000003,4.0
1.32,11.15,9987.51,0.02,0.10595402384047276,2.0022033866123848e-06,0.4000000000000003,5.0
2.135,18.04,9979.78,0.045,0.10447098640037163,4.515917250726609e-06,0.4000000000000003,6.0
1.9,15.535,9982.51,0.055,0.11134077459522077,5.50851647120017e-06,0.4000000000000003,7.0
1.4,11.355,9987.17,0.075,0.10625276394120205,7.508968522267456e-06,0.4000000000000003,8.0
2.09,18.515,9979.33,0.065,0.1085058951804534,6.523137193436645e-06,0.4000000000000003,9.0
1.955,17.085,9980.945,0.015,0.09625172970894251,1.503559955087689e-06,0.4000000000000003,0.0
1.175,9.26,9989.505,0.06,0.12213251293086291,6.009717925411875e-06,0.4000000000000003,1.0
1.3,11.27,9987.385,0.045,0.10404601162861843,4.525928507375845e-06,0.4000000000000003,2.0
2.08,18.04,9979.855,0.025,0.10587964028395667,2.5050106236698716e-06,0.4000000000000003,3.0
1.875,16.67,9981.4,0.055,0.09836258427049753,5.516248728518179e-06,0.4000000000000003,4.0
2.04,17.605,9980.315,0.04,0.1068638795276158,4.0093763151823305e-06,0.4000000000000003,5.0
1.56,13.39,9985.0,0.05,0.1045796165274053,5.0091191352071196e-06,0.4000000000000003,6.0
2.235,18.745,9978.945,0.075,0.10529131259609396,7.518799480073561e-06,0.4000000000000003,7.0
1.22,10.59,9988.155,0.035,0.09963072750144036,3.5089269758781857e-06,0.4000000000000003,8.0
1.41,12.75,9985.8,0.04,0.09793037948864837,4.002802352135998e-06,0.4000000000000003,9.0
1.635,13.25,9985.085,0.03,0.11317330982139459,3.0049586406456474e-06,0.4000000000000003,0.0
1.695,14.22,9984.06,0.025,0.10731381944838421,2.5048611223158007e-06,0.4000000000000003,1.0
1.945,16.82,9981.19,0.045,0.1064573116831181,4.511330342774084e-06,0.4000000000000003,2.0
1.6,15.305,9983.055,0.04,0.09517417939114624,4.006611651783976e-06,0.4000000000000003,3.0
1.955,16.515,9981.47,0.06,0.10602027959727353,6.01364020135107e-06,0.4000000000000003,4.0
1.605,14.13,9984.215,0.05,0.10330744758250329,5.010325643272431e-06,0.4000000000000003,5.0
1.84,15.875,9982.175,0.11,0.10657806702817434,1.1024619622478326e-05,0.4000000000000003,6.0
1.35,13.44,9985.19,0.02,0.10031478039687916,2.0022048506714774e-06,0.4000000000000003,7.0
1.695,15.43,9982.825,0.05,0.09761931566757323,5.010476228990626e-06,0.4000000000000003,8.0
1.8,14.31,9983.865,0.025,0.10788271827405616,2.507221001622232e-06,0.4000000000000003,9.0
1.495,12.81,9985.625,0.07,0.1021290095773813,7.008513473714611e-06,0.4000000000000003,0.0
1.745,15.16,9983.055,0.04,0.10764849706453149,4.0116372490491505e-06,0.4000000000000003,1.0
1.725,14.87,9983.345,0.06,0.09997666769458713,6.0144425555773155e-06,0.4000000000000003,2.0
1.53,13.155,9985.245,0.07,0.10114003021039256,7.015803078847356e-06,0.4000000000000003,3.0
2.01,18.07,9979.845,0.075,0.0947677145878274,7.521622359310295e-06,0.4000000000000003,4.0
1.325,11.945,9986.71,0.02,0.09741422923415201,2.006524314819852e-06,0.4000000000000003,5.0
1.05,10.235,9988.685,0.03,0.08479863024157491,3.0042140142425743e-06,0.4000000000000003,6.0
1.455,13.18,9985.35,0.015,0.09577546918493392,1.50426551472287e-06,0.4000000000000003,7.0
1.745,14.73,9983.46,0.065,0.10161191074161648,6.514136219245005e-06,0.4000000000000003,8.0
1.34,11.68,9986.91,0.07,0.10598737355991611,7.009363395391165e-06,0.4000000000000003,9.0
2.165,18.645,9979.105,0.085,0.09735118534192073,8.523476308168132e-06,0.4000000000000003,0.0
1.725,15.075,9983.155,0.045,0.10575051044237252,4.507717961288038e-06,0.4000000000000003,1.0
1.945,16.78,9981.22,0.055,0.10282562286827106,5.545187090223174e-06,0.4000000000000003,2.0
2.085,17.715,9980.07,0.13,0.1053421073250851,1.302510867851252e-05,0.4000000000000003,3.0
1.62,15.735,9982.62,0.025,0.09358933267455787,2.504709329134132e-06,0.4000000000000003,4.0
2.075,18.295,9979.575,0.055,0.1012849640719517,5.510579157992188e-06,0.4000000000000003,5.0
1.52,14.24,9984.17,0.07,0.09396791743612153,7.007161452658919e-06,0.4000000000000003,6.0
2.04,18.915,9978.98,0.065,0.09713701411033421,6.5189613131113e-06,0.4000000000000003,7.0
1.43,13.025,9985.49,0.055,0.1004696720476172,5.517370365296207e-06,0.4000000000000003,8.0
1.315,10.6,9988.08,0.005,0.1087210456265138,5.009016229212582e-07,0.4000000000000003,9.0
1.76,14.75,9983.465,0.025,0.10897529862266937,2.5033556854903653e-06,0.4000000000000003,0.0
1.45,13.59,9984.875,0.085,0.0938711428261242,8.515681934143915e-06,0.4000000000000003,1.0
1.82,15.385,9982.75,0.045,0.10419651121564409,4.513398618518519e-06,0.4000000000000003,2.0
1.555,14.46,9983.96,0.025,0.09936023828726154,2.5048607294526287e-06,0.4000000000000003,3.0
1.41,13.445,9985.095,0.05,0.09467720544273182,5.0051062787339946e-06,0.4000000000000003,4.0
1.845,16.32,9981.79,0.045,0.09916339647759463,4.50917297233625e-06,0.4000000000000003,5.0
2.055,18.96,9978.855,0.13,0.0983794463000824,1.3030084885103055e-05,0.4000000000000003,6.0
1.355,11.44,9987.185,0.02,0.1035430198152664,2.0035069851897233e-06,0.4000000000000003,7.0
1.74,15.605,9982.62,0.035,0.09926793185442576,3.505008315266447e-06,0.4000000000000003,8.0
1.81,16.68,9981.47,0.04,0.09899709000235349,4.007113729372937e-06,0.4000000000000003,9.0
1.795,16.835,9981.33,0.04,0.0941465468423031,4.011888249720758e-06,0.4000000000000003,0.0
1.795,15.135,9982.96,0.11,0.09934319276417031,1.1076146560150504e-05,0.4000000000000003,1.0
1.675,15.26,9982.985,0.08,0.09337383870299044,8.03245694116035e-06,0.4000000000000003,2.0
1.84,17.235,9980.89,0.035,0.10095218142344276,3.5058628385316862e-06,0.4000000000000003,3.0
1.905,17.28,9980.78,0.035,0.09860533599780263,3.506967309961411e-06,0.4000000000000003,4.0
2.09,18.22,9979.655,0.035,0.10405832774875616,3.5097795804282326e-06,0.4000000000000003,5.0
1.535,13.935,9984.48,0.05,0.09158890246203921,5.010927994179772e-06,0.4000000000000003,6.0
1.37,12.7,9985.85,0.08,0.09929300211314879,8.015735418620085e-06,0.4000000000000003,7.0
2.215,19.52,9978.155,0.11,0.10113952771232783,1.1057286660079233e-05,0.4000000000000003,8.0
1.67,15.19,9983.045,0.095,0.09512695198604096,9.51768728931006e-06,0.4000000000000003,9.0
0.74,7.42,9991.84,0.0,0.09337493737639138,0.0,0.4000000000000003,0.0
1.76,16.16,9982.06,0.02,0.09682525739000496,2.0066281871550683e-06,0.4000000000000003,1.0
