user_id,user_id_str
1142001332699717635,"""1142001332699717635"""
42727432,"""42727432"""
1277028686940774401,"""1277028686940774401"""
1267727224439881728,"""1267727224439881728"""
1032704482780438528,"""1032704482780438528"""
1234510264806133770,"""1234510264806133770"""
77359099,"""77359099"""
1175995273945829376,"""1175995273945829376"""
1203831383510179841,"""1203831383510179841"""
1211779202518663168,"""1211779202518663168"""
27260086,"""27260086"""
1200253235526852608,"""1200253235526852608"""
2249455309,"""2249455309"""
1134293443428134912,"""1134293443428134912"""
1141198797009248256,"""1141198797009248256"""
4580356272,"""4580356272"""
977365966240628736,"""977365966240628736"""
1122621085764268032,"""1122621085764268032"""
203060129,"""203060129"""
390320659,"""390320659"""
1116128726264291328,"""1116128726264291328"""
1012767148450762752,"""1012767148450762752"""
1106690972585328640,"""1106690972585328640"""
1106987358312894464,"""1106987358312894464"""
750751475836395520,"""750751475836395520"""
3297765312,"""3297765312"""
1090373225102667780,"""1090373225102667780"""
1087479241065807872,"""1087479241065807872"""
1022998065890902017,"""1022998065890902017"""
743784000,"""743784000"""
3162014724,"""3162014724"""
415100835,"""415100835"""
264828637,"""264828637"""
1890620563,"""1890620563"""
406463919,"""406463919"""
593382973,"""593382973"""
772655765031051264,"""772655765031051264"""
1884997266,"""1884997266"""
950425872967831553,"""950425872967831553"""
62703599,"""62703599"""
820711275030163456,"""820711275030163456"""
2205649820,"""2205649820"""
896641746,"""896641746"""
763448001750794240,"""763448001750794240"""
814711367605387264,"""814711367605387264"""
4830657317,"""4830657317"""
2573743581,"""2573743581"""
865692869729890304,"""865692869729890304"""
854790514154983424,"""854790514154983424"""
854821868133601280,"""854821868133601280"""
854743180079771648,"""854743180079771648"""
128199480,"""128199480"""
2293626847,"""2293626847"""
2180220707,"""2180220707"""
755397201875132416,"""755397201875132416"""
20967776,"""20967776"""
798908092876394497,"""798908092876394497"""
800091105333100545,"""800091105333100545"""
2874456889,"""2874456889"""
823635112281645056,"""823635112281645056"""
378149887,"""378149887"""
820393839332642816,"""820393839332642816"""
2780215928,"""2780215928"""
2170368518,"""2170368518"""
783824017836744704,"""783824017836744704"""
798687383105499136,"""798687383105499136"""
4356371362,"""4356371362"""
60996529,"""60996529"""
1335599142,"""1335599142"""
429094243,"""429094243"""
1670968646,"""1670968646"""
2567230992,"""2567230992"""
775733904128872448,"""775733904128872448"""
253892810,"""253892810"""
419469120,"""419469120"""
3119978255,"""3119978255"""
710604043069030402,"""710604043069030402"""
766090032738406400,"""766090032738406400"""
3305553123,"""3305553123"""
762079647148437508,"""762079647148437508"""
762445476150980608,"""762445476150980608"""
1651661353,"""1651661353"""
3928142597,"""3928142597"""
3535206261,"""3535206261"""
4569679997,"""4569679997"""
3312608255,"""3312608255"""
761156200369123329,"""761156200369123329"""
757047009538965504,"""757047009538965504"""
1560550669,"""1560550669"""
1893314365,"""1893314365"""
757905766162497536,"""757905766162497536"""
755610096164450304,"""755610096164450304"""
3234121311,"""3234121311"""
4008025491,"""4008025491"""
551357773,"""551357773"""
747817284316569600,"""747817284316569600"""
747109328855826432,"""747109328855826432"""
702950178186072065,"""702950178186072065"""
742729729338380289,"""742729729338380289"""
734885292973268992,"""734885292973268992"""
742793485032427521,"""742793485032427521"""
1363114741,"""1363114741"""
717878017775706112,"""717878017775706112"""
730910957787086848,"""730910957787086848"""
722842100123832321,"""722842100123832321"""
724967712414416896,"""724967712414416896"""
3518109388,"""3518109388"""
716510831807057921,"""716510831807057921"""
856853605,"""856853605"""
1641964009,"""1641964009"""
4516175353,"""4516175353"""
183763871,"""183763871"""
710884423768612864,"""710884423768612864"""
1952874919,"""1952874919"""
2950482838,"""2950482838"""
4374983892,"""4374983892"""
4878362951,"""4878362951"""
2910213816,"""2910213816"""
4801586930,"""4801586930"""
182877347,"""182877347"""
3181067702,"""3181067702"""
2946451659,"""2946451659"""
2293633585,"""2293633585"""
3102642031,"""3102642031"""
781206397,"""781206397"""
471245504,"""471245504"""
4699093783,"""4699093783"""
4552916472,"""4552916472"""
585412426,"""585412426"""
2815849134,"""2815849134"""
4627035862,"""4627035862"""
557619395,"""557619395"""
2716071821,"""2716071821"""
4475948366,"""4475948366"""
2891535221,"""2891535221"""
3240993799,"""3240993799"""
2390653009,"""2390653009"""
200624400,"""200624400"""
557388287,"""557388287"""
3294957709,"""3294957709"""
1434191600,"""1434191600"""
3810966987,"""3810966987"""
1118011393,"""1118011393"""
2865790194,"""2865790194"""
1676607392,"""1676607392"""
4061131943,"""4061131943"""
4055046123,"""4055046123"""
4069427483,"""4069427483"""
3384700743,"""3384700743"""
2859591609,"""2859591609"""
1541653477,"""1541653477"""
3282520543,"""3282520543"""
3427188263,"""3427188263"""
3918576557,"""3918576557"""
3900900461,"""3900900461"""
981505094,"""981505094"""
3104015683,"""3104015683"""
3594540017,"""3594540017"""
3451211543,"""3451211543"""
1576423692,"""1576423692"""
3296729108,"""3296729108"""
43650587,"""43650587"""
233205224,"""233205224"""
3406487068,"""3406487068"""
3317058487,"""3317058487"""
3427252985,"""3427252985"""
2762493339,"""2762493339"""
3400822019,"""3400822019"""
3385197351,"""3385197351"""
3301099003,"""3301099003"""
3300220176,"""3300220176"""
2684905671,"""2684905671"""
3282690210,"""3282690210"""
1194868928,"""1194868928"""
388643561,"""388643561"""
3272609798,"""3272609798"""
2986280033,"""2986280033"""
3368275096,"""3368275096"""
3029361381,"""3029361381"""
3189753865,"""3189753865"""
2202403714,"""2202403714"""
3247664845,"""3247664845"""
3152493782,"""3152493782"""
44138317,"""44138317"""
2810953745,"""2810953745"""
2251991755,"""2251991755"""
3312080493,"""3312080493"""
2762053449,"""2762053449"""
3030334436,"""3030334436"""
3299091898,"""3299091898"""
185486862,"""185486862"""
163698079,"""163698079"""
376848681,"""376848681"""
608097183,"""608097183"""
3298040506,"""3298040506"""
3295454265,"""3295454265"""
3158259943,"""3158259943"""
3243426958,"""3243426958"""
3221643625,"""3221643625"""
3193710932,"""3193710932"""
2950175681,"""2950175681"""
3013030020,"""3013030020"""
3244336181,"""3244336181"""
1330304552,"""1330304552"""
164530084,"""164530084"""
2866814901,"""2866814901"""
3189434438,"""3189434438"""
1677183373,"""1677183373"""
3162002043,"""3162002043"""
2358588655,"""2358588655"""
2842402225,"""2842402225"""
3229607171,"""3229607171"""
2753884797,"""2753884797"""
1608844764,"""1608844764"""
2400987245,"""2400987245"""
3180126950,"""3180126950"""
3184579109,"""3184579109"""
22809693,"""22809693"""
3206911294,"""3206911294"""
3081133030,"""3081133030"""
3191225056,"""3191225056"""
3052560392,"""3052560392"""
400183448,"""400183448"""
3183192435,"""3183192435"""
3161611184,"""3161611184"""
610411275,"""610411275"""
2950204385,"""2950204385"""
3145304485,"""3145304485"""
2952420160,"""2952420160"""
378059267,"""378059267"""
148487402,"""148487402"""
3142220565,"""3142220565"""
2996092453,"""2996092453"""
2314037106,"""2314037106"""
3139372094,"""3139372094"""
3122952548,"""3122952548"""
